Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,retainedEarnings,cash,totalCurrentLiabilities,propertyPlantEquipment,totalCurrentAssets,shortTermInvestments,accountsPayable,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,totalCashFromOperatingActivities,depreciation,changeToNetincome,capitalExpenditures,WC,language,region,quoteType,triggerable,quoteSourceName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,currency,priceHint,shortName,exchange,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,exchangeDataDelayedBy,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,epsTrailingTwelveMonths,marketState,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,market,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,state,compensationAsOfEpochDate,country,website,maxAge,address1,industry,address2
t0,DKMR,-200541.0,99244200,,,-3065826,,-3065826,408303,0,-1565826,-1565826,,-1500000,,,,0,0,1565826,0,-1500000,,-3065826,-3065826,21414169.0,50638533.0,344416.0,21213628.0,113390.0,21558045.0,73859.0,-29498764.0,79876.0,344416.0,14000.0,129876.0,50000.0,21026.0,300,-14000,524965,524965,-50000,52962,-458003,1157523,1500000,-14000,-214540.0,en-US,US,EQUITY,False,Delayed Quote,0.053,1630503507,0.0020000003,0.05,0.053,0.05,27575,-0.078054994,-0.5955896,5259942,0.18466899,15,America/New_York,EDT,-14400000,False,False,USD,4,XTREME FIGHTING CHAMPIONSHIPS I,PNK,0.287,0.09091611,-0.037916113,-0.41704503,0.131055,0,finmb_31334861,Other OTC,"Xtreme Fighting Championships, Inc.",USD,853946,595391,0.013,0.32500002,0.04 - 0.55465,-0.50165004,-0.9044443,0.04,0.55465,-0.23,REGULAR,3.9215696,0.05 - 0.053,0.051,0.0,0.0,0,0,us_market,-0.44,,,0.5547,0.04,0.0909,0.1311,853.95k,595.39k,99.24M,,82.77M,0.00%,0.00%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2019","Sep 29, 2020",0.00%,0.00%,,-273.06%,,,,-20.6M,,-28.93M,-0.2300,,129.88k,0,210k,0.99,0.38,0.29,-431.09k,,Value,32550,Communication Services,"Xtreme Fighting Championships, Inc. operates as a mixed martial arts company. The company was formerly known as Duke Mountain Resources, Inc. and changed its name to Xtreme Fighting Championships, Inc. in July 2020. Xtreme Fighting Championships, Inc. was founded in 2006 and is based in Miramar Beach, Florida.",Miramar Beach,FL,1577750400,United States,http://www.xfcmma.net,86400,495 Grand Boulevard,Entertainment,Unit 206
t-1,DKMR,-57238.0,99244200,,,-5301859,,-5301859,4723098,0,-5301859,-5301859,,-1500000,,,,0,0,5301859,0,0,,-5301859,-5301859,22571692.0,48895173.0,84151.0,22514454.0,46355.0,22598606.0,52219.0,-26432938.0,26914.0,84151.0,,26914.0,,37796.0,46855,-14000,524965,524965,-50000,26914,26914,578761,4703157,-14000,-57237.0,en-US,US,EQUITY,False,Delayed Quote,0.053,1630503507,0.0020000003,0.05,0.053,0.05,27575,-0.078054994,-0.5955896,5259942,0.18466899,15,America/New_York,EDT,-14400000,False,False,USD,4,XTREME FIGHTING CHAMPIONSHIPS I,PNK,0.287,0.09091611,-0.037916113,-0.41704503,0.131055,0,finmb_31334861,Other OTC,"Xtreme Fighting Championships, Inc.",USD,853946,595391,0.013,0.32500002,0.04 - 0.55465,-0.50165004,-0.9044443,0.04,0.55465,-0.23,REGULAR,3.9215696,0.05 - 0.053,0.051,0.0,0.0,0,0,us_market,-0.44,,,0.5547,0.04,0.0909,0.1311,853.95k,595.39k,99.24M,,82.77M,0.00%,0.00%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2019","Sep 29, 2020",0.00%,0.00%,,-273.06%,,,,-20.6M,,-28.93M,-0.2300,,129.88k,0,210k,0.99,0.38,0.29,-431.09k,,Value,32550,Communication Services,"Xtreme Fighting Championships, Inc. operates as a mixed martial arts company. The company was formerly known as Duke Mountain Resources, Inc. and changed its name to Xtreme Fighting Championships, Inc. in July 2020. Xtreme Fighting Championships, Inc. was founded in 2006 and is based in Miramar Beach, Florida.",Miramar Beach,FL,1577750400,United States,http://www.xfcmma.net,86400,495 Grand Boulevard,Entertainment,Unit 206
t-2,DKMR,-37296.0,99244200,,,-200,,-200,200,0,-200,-200,,-1500000,,,,0,0,200,0,0,,-200,-200,,20891603.0,37296.0,-37296.0,,,202180.0,-21131079.0,,37296.0,,,,37296.0,200,-14000,524965,524965,-50000,26914,26914,578761,4703157,-14000,,en-US,US,EQUITY,False,Delayed Quote,0.053,1630503507,0.0020000003,0.05,0.053,0.05,27575,-0.078054994,-0.5955896,5259942,0.18466899,15,America/New_York,EDT,-14400000,False,False,USD,4,XTREME FIGHTING CHAMPIONSHIPS I,PNK,0.287,0.09091611,-0.037916113,-0.41704503,0.131055,0,finmb_31334861,Other OTC,"Xtreme Fighting Championships, Inc.",USD,853946,595391,0.013,0.32500002,0.04 - 0.55465,-0.50165004,-0.9044443,0.04,0.55465,-0.23,REGULAR,3.9215696,0.05 - 0.053,0.051,0.0,0.0,0,0,us_market,-0.44,,,0.5547,0.04,0.0909,0.1311,853.95k,595.39k,99.24M,,82.77M,0.00%,0.00%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2019","Sep 29, 2020",0.00%,0.00%,,-273.06%,,,,-20.6M,,-28.93M,-0.2300,,129.88k,0,210k,0.99,0.38,0.29,-431.09k,,Value,32550,Communication Services,"Xtreme Fighting Championships, Inc. operates as a mixed martial arts company. The company was formerly known as Duke Mountain Resources, Inc. and changed its name to Xtreme Fighting Championships, Inc. in July 2020. Xtreme Fighting Championships, Inc. was founded in 2006 and is based in Miramar Beach, Florida.",Miramar Beach,FL,1577750400,United States,http://www.xfcmma.net,86400,495 Grand Boulevard,Entertainment,Unit 206
t-3,DKMR,-37096.0,99244200,,,-20564423,,-20564423,20564423,-20598879,-20564423,-20564423,,-1500000,,,,0,0,20564423,20598879,0,,-20564423,-20564423,,20891603.0,37096.0,-37096.0,,,202180.0,-21130879.0,,37096.0,,,,37096.0,14423,-14000,524965,524965,-50000,26914,26914,578761,20550000,-14000,,en-US,US,EQUITY,False,Delayed Quote,0.053,1630503507,0.0020000003,0.05,0.053,0.05,27575,-0.078054994,-0.5955896,5259942,0.18466899,15,America/New_York,EDT,-14400000,False,False,USD,4,XTREME FIGHTING CHAMPIONSHIPS I,PNK,0.287,0.09091611,-0.037916113,-0.41704503,0.131055,0,finmb_31334861,Other OTC,"Xtreme Fighting Championships, Inc.",USD,853946,595391,0.013,0.32500002,0.04 - 0.55465,-0.50165004,-0.9044443,0.04,0.55465,-0.23,REGULAR,3.9215696,0.05 - 0.053,0.051,0.0,0.0,0,0,us_market,-0.44,,,0.5547,0.04,0.0909,0.1311,853.95k,595.39k,99.24M,,82.77M,0.00%,0.00%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2019","Sep 29, 2020",0.00%,0.00%,,-273.06%,,,,-20.6M,,-28.93M,-0.2300,,129.88k,0,210k,0.99,0.38,0.29,-431.09k,,Value,32550,Communication Services,"Xtreme Fighting Championships, Inc. operates as a mixed martial arts company. The company was formerly known as Duke Mountain Resources, Inc. and changed its name to Xtreme Fighting Championships, Inc. in July 2020. Xtreme Fighting Championships, Inc. was founded in 2006 and is based in Miramar Beach, Florida.",Miramar Beach,FL,1577750400,United States,http://www.xfcmma.net,86400,495 Grand Boulevard,Entertainment,Unit 206
