Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,cash,totalCurrentLiabilities,shortLongTermDebt,propertyPlantEquipment,totalCurrentAssets,accountsPayable,otherAssets,changeToLiabilities,totalCashflowsFromInvestingActivities,changeToOperatingActivities,changeInCash,totalCashFromOperatingActivities,depreciation,capitalExpenditures,changeToNetincome,WC,language,region,quoteType,triggerable,quoteSourceName,currency,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,priceHint,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,marketState,shortName,market,exchangeDataDelayedBy,exchange,esgPopulated,tradeable,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,dividendDate,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,industry,address2
t0,DNAX,,22067,,,106622,,106622,15595,3737,-13238,-13238,,,,,,0,3737,16975,0,119860,,106622,106622,,,,,,,,,,,,,,,,0.0,-27600.0,-80260.0,142.0,27742.0,1380.0,-27600.0,,,en-US,US,EQUITY,False,Delayed Quote,USD,-0.277,-0.919,0.28501195,-0.005011946,-0.017585037,0.65709794,-0.37709793,-0.5738839,28940,-0.30467898,15,America/New_York,EDT,-14400000,4,0.0,0.28 - 0.28,0.28,0.0,0.0,0,0,finmb_51194961,REGULAR,DNA BRANDS INC,us_market,0,PNK,False,False,0.28,1630439601,0.0,0.2501,0.28,0.28,25,Other OTC,"DNA Brands, Inc.",USD,11614,1939,0.2532,9.447762,0.0268 - 3.65,-3.3700001,-0.9232877,0.0268,3.65,1607472000,-0.18,,,3.65,0.0268,0.285,0.6571,11.61k,1.94k,22.07k,,,,,,,,,,,,,,,0.00%,"Dec 08, 2020",,1:200,"Dec 08, 2020","Dec 30, 2020","Dec 30, 2019",0.00%,-97.80%,,,249.01k,0.05,,249.01k,-239.66k,-1.25M,-0.2770,,,,,,0.01,-0.92,-1.1M,,Value,33308,Consumer Defensive,1,"DNA Brands, Inc. provides energy drinks. It offers products in various flavors, such as cellular citrus zero sugar, cellular citrus, cryo berry, and molecular melon. The company markets its products for retailers, restaurants, bars, and clubs. DNA Brands, Inc. also owns TokenTalk.io, an advisory firm for companies looking to raise money through an ICO. The company is based in Fort Lauderdale, Florida.",Fort Lauderdale,954-368-3272,FL,1293753600,United States,http://www.dnabrandsinc.com,86400,6245 N. Federal Highway,Beverages—Non-Alcoholic,Suite 504
t-1,DNAX,-2738932.0,22067,,,-193828,,-193828,78393,6725,-73968,-73968,,-119860.0,,,,0,6725,80693,0,-119860,,-193828,-193828,23693688.0,2787240.0,-2738932.0,166448.0,50408.0,5076374.0,25989.0,-31508994.0,499.0,2787240.0,1997646.0,23920.0,26488.0,107752.0,,0.0,-27600.0,130760.0,-60768.0,-60768.0,2380.0,-27600.0,-80.0,-2760752.0,en-US,US,EQUITY,False,Delayed Quote,USD,-0.277,-0.919,0.28501195,-0.005011946,-0.017585037,0.65709794,-0.37709793,-0.5738839,28940,-0.30467898,15,America/New_York,EDT,-14400000,4,0.0,0.28 - 0.28,0.28,0.0,0.0,0,0,finmb_51194961,REGULAR,DNA BRANDS INC,us_market,0,PNK,False,False,0.28,1630439601,0.0,0.2501,0.28,0.28,25,Other OTC,"DNA Brands, Inc.",USD,11614,1939,0.2532,9.447762,0.0268 - 3.65,-3.3700001,-0.9232877,0.0268,3.65,1607472000,-0.18,,,3.65,0.0268,0.285,0.6571,11.61k,1.94k,22.07k,,,,,,,,,,,,,,,0.00%,"Dec 08, 2020",,1:200,"Dec 08, 2020","Dec 30, 2020","Dec 30, 2019",0.00%,-97.80%,,,249.01k,0.05,,249.01k,-239.66k,-1.25M,-0.2770,,,,,,0.01,-0.92,-1.1M,,Value,33308,Consumer Defensive,1,"DNA Brands, Inc. provides energy drinks. It offers products in various flavors, such as cellular citrus zero sugar, cellular citrus, cryo berry, and molecular melon. The company markets its products for retailers, restaurants, bars, and clubs. DNA Brands, Inc. also owns TokenTalk.io, an advisory firm for companies looking to raise money through an ICO. The company is based in Fort Lauderdale, Florida.",Fort Lauderdale,954-368-3272,FL,1293753600,United States,http://www.dnabrandsinc.com,86400,6245 N. Federal Highway,Beverages—Non-Alcoholic,Suite 504
t-2,DNAX,-2537555.0,22067,,,-21830,,-21830,28581,7211,-21830,-21830,,-119860.0,,,,0,7211,29041,0,0,,-21830,-21830,23693688.0,2588246.0,-2537555.0,482848.0,52791.0,5076374.0,25989.0,-31307617.0,1502.0,2588246.0,1997646.0,,27491.0,107752.0,25300.0,0.0,27600.0,52500.0,58730.0,31130.0,380.0,27600.0,80.0,-2560755.0,en-US,US,EQUITY,False,Delayed Quote,USD,-0.277,-0.919,0.28501195,-0.005011946,-0.017585037,0.65709794,-0.37709793,-0.5738839,28940,-0.30467898,15,America/New_York,EDT,-14400000,4,0.0,0.28 - 0.28,0.28,0.0,0.0,0,0,finmb_51194961,REGULAR,DNA BRANDS INC,us_market,0,PNK,False,False,0.28,1630439601,0.0,0.2501,0.28,0.28,25,Other OTC,"DNA Brands, Inc.",USD,11614,1939,0.2532,9.447762,0.0268 - 3.65,-3.3700001,-0.9232877,0.0268,3.65,1607472000,-0.18,,,3.65,0.0268,0.285,0.6571,11.61k,1.94k,22.07k,,,,,,,,,,,,,,,0.00%,"Dec 08, 2020",,1:200,"Dec 08, 2020","Dec 30, 2020","Dec 30, 2019",0.00%,-97.80%,,,249.01k,0.05,,249.01k,-239.66k,-1.25M,-0.2770,,,,,,0.01,-0.92,-1.1M,,Value,33308,Consumer Defensive,1,"DNA Brands, Inc. provides energy drinks. It offers products in various flavors, such as cellular citrus zero sugar, cellular citrus, cryo berry, and molecular melon. The company markets its products for retailers, restaurants, bars, and clubs. DNA Brands, Inc. also owns TokenTalk.io, an advisory firm for companies looking to raise money through an ICO. The company is based in Fort Lauderdale, Florida.",Fort Lauderdale,954-368-3272,FL,1293753600,United States,http://www.dnabrandsinc.com,86400,6245 N. Federal Highway,Beverages—Non-Alcoholic,Suite 504
t-3,DNAX,-2444140.0,22067,,,-71585,,-71585,71060,395,-71585,-71585,,-119860.0,,,,0,395,71980,0,0,,-71585,-71585,23693688.0,2497246.0,-2444140.0,482848.0,55206.0,5076374.0,25989.0,-31214202.0,2537.0,2497246.0,1906646.0,26680.0,28526.0,107752.0,,0.0,-27600.0,38500.0,-59765.0,-32165.0,920.0,-27600.0,15000.0,-2468720.0,en-US,US,EQUITY,False,Delayed Quote,USD,-0.277,-0.919,0.28501195,-0.005011946,-0.017585037,0.65709794,-0.37709793,-0.5738839,28940,-0.30467898,15,America/New_York,EDT,-14400000,4,0.0,0.28 - 0.28,0.28,0.0,0.0,0,0,finmb_51194961,REGULAR,DNA BRANDS INC,us_market,0,PNK,False,False,0.28,1630439601,0.0,0.2501,0.28,0.28,25,Other OTC,"DNA Brands, Inc.",USD,11614,1939,0.2532,9.447762,0.0268 - 3.65,-3.3700001,-0.9232877,0.0268,3.65,1607472000,-0.18,,,3.65,0.0268,0.285,0.6571,11.61k,1.94k,22.07k,,,,,,,,,,,,,,,0.00%,"Dec 08, 2020",,1:200,"Dec 08, 2020","Dec 30, 2020","Dec 30, 2019",0.00%,-97.80%,,,249.01k,0.05,,249.01k,-239.66k,-1.25M,-0.2770,,,,,,0.01,-0.92,-1.1M,,Value,33308,Consumer Defensive,1,"DNA Brands, Inc. provides energy drinks. It offers products in various flavors, such as cellular citrus zero sugar, cellular citrus, cryo berry, and molecular melon. The company markets its products for retailers, restaurants, bars, and clubs. DNA Brands, Inc. also owns TokenTalk.io, an advisory firm for companies looking to raise money through an ICO. The company is based in Fort Lauderdale, Florida.",Fort Lauderdale,954-368-3272,FL,1293753600,United States,http://www.dnabrandsinc.com,86400,6245 N. Federal Highway,Beverages—Non-Alcoholic,Suite 504
