Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,goodWill,treasuryStock,cash,totalCurrentLiabilities,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,netReceivables,longTermDebt,accountsPayable,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,repurchaseOfStock,totalCashFromOperatingActivities,depreciation,changeToAccountReceivables,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,issuanceOfStock,WC,language,region,quoteType,triggerable,quoteSourceName,exchange,currency,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,dividendDate,marketState,market,shortName,exchangeDataDelayedBy,esgPopulated,tradeable,priceHint,regularMarketChangePercent,regularMarketDayRange,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,state,country,maxAge,address1,industry,address2
t0,HSSHF,7529025.0,66607300,,,-2107916,,-1472103,151049,-140941,-1645488,-1645488,-44068,-210063,,,,-635813,1187362,2832850,1328303,-462428,,-1472103,-1472103,1572500.0,1267551.0,6075795.0,10443806.0,16519601.0,12541038.0,4508042.0,-5465446.0,65638.0,1342281.0,2100663.0,31250.0,3042758.0,2100663.0,8911354.0,4693466.0,154174.0,532911.0,920914.0,641537.0,-874517.0,1412422.0,1411376.0,1356625.0,24417.0,-20.0,-512442.0,844014.0,-156044.0,-1026.0,-1726471.0,-760600.0,,1650708.0,en-US,US,EQUITY,False,Delayed Quote,PNK,USD,1.63,1630526226,-0.00999999,1.58,1.71,1.55,270247,1.64,0.0,0.0,0,0,finmb_608218736,Other OTC,Digihost Technology Inc.,USD,308387,182271,1.192,2.7214613,0.438 - 4.75,-3.12,-0.65684205,0.438,4.75,1582156800,PRE,us_market,DIGIHOST TECHNOLOGY INC,0,False,False,4,-0.6097555,1.55 - 1.71,-0.15,0.26,1.5081428,0.12185717,0.08079949,1.7534348,-0.12343478,-0.07039599,113558512,6.269231,15,America/New_York,EDT,-14400000,,,,4.75,0.438,1.5081,1.7534,308.39k,182.27k,66.61M,,31.35M,36.79%,0.00%,,,,,,,,,,,,"Feb 19, 2020",,1:40,"Feb 19, 2020","Dec 30, 2020","Dec 30, 2020",-146.08%,-161.56%,-35.15%,-102.09%,3.55M,0.10,,-609.64k,-2.53M,-5.19M,-0.1500,,31.25k,0,5.09M,48.73,1.54,0.26,-2.25M,-4.44M,Value,V6C 2T5,Technology,"Digihost Technology Inc. operates as a blockchain technology company. It has operations in cryptocurrency mining for its own account, as well as providing hosting services to cryptocurrency mining customers. The company was formerly known as HashChain Technology Inc. and changed its name to Digihost Technology Inc. in February 2020. Digihost Technology Inc. was incorporated in 2017 and is headquartered in Vancouver, Canada.",Vancouver,BC,Canada,86400,595 Howe Street,Software—Application,10th Floor
t-1,HSSHF,6552383.0,66607300,,,-1659259,,-1659259,150920,-787098,-1813680,-1813680,-44068,-19633,,,,0,437813,2251493,1224911,154421,,-1659259,-1659259,,,2157238.0,8037786.0,10195024.0,11337130.0,1369247.0,-3993343.0,414.0,1485403.0,693999.0,6833.0,1701230.0,693999.0,7197228.0,1512393.0,27723.0,,289264.0,219914.0,-393660.0,-14810.0,-14810.0,125719.0,-88349.0,-20.0,320121.0,1089869.0,739661.0,-1026.0,-195783.0,-393660.0,,-188837.0,en-US,US,EQUITY,False,Delayed Quote,PNK,USD,1.63,1630526226,-0.00999999,1.58,1.71,1.55,270247,1.64,0.0,0.0,0,0,finmb_608218736,Other OTC,Digihost Technology Inc.,USD,308387,182271,1.192,2.7214613,0.438 - 4.75,-3.12,-0.65684205,0.438,4.75,1582156800,PRE,us_market,DIGIHOST TECHNOLOGY INC,0,False,False,4,-0.6097555,1.55 - 1.71,-0.15,0.26,1.5081428,0.12185717,0.08079949,1.7534348,-0.12343478,-0.07039599,113558512,6.269231,15,America/New_York,EDT,-14400000,,,,4.75,0.438,1.5081,1.7534,308.39k,182.27k,66.61M,,31.35M,36.79%,0.00%,,,,,,,,,,,,"Feb 19, 2020",,1:40,"Feb 19, 2020","Dec 30, 2020","Dec 30, 2020",-146.08%,-161.56%,-35.15%,-102.09%,3.55M,0.10,,-609.64k,-2.53M,-5.19M,-0.1500,,31.25k,0,5.09M,48.73,1.54,0.26,-2.25M,-4.44M,Value,V6C 2T5,Technology,"Digihost Technology Inc. operates as a blockchain technology company. It has operations in cryptocurrency mining for its own account, as well as providing hosting services to cryptocurrency mining customers. The company was formerly known as HashChain Technology Inc. and changed its name to Digihost Technology Inc. in February 2020. Digihost Technology Inc. was incorporated in 2017 and is headquartered in Vancouver, Canada.",Vancouver,BC,Canada,86400,595 Howe Street,Software—Application,10th Floor
t-2,HSSHF,8425849.0,66607300,,,-1293527,,-1293527,13573,66420,-1640284,-1640284,-44068,-21280,,,,0,1089877,2730161,1023457,346757,,-1293527,-1293527,,,1933711.0,12868710.0,14802421.0,14294588.0,1494966.0,-2334084.0,1623.0,4442861.0,908206.0,95182.0,1260093.0,908206.0,7893438.0,2466122.0,27723.0,,221864.0,-26064.0,-393660.0,915944.0,948489.0,-1086340.0,73701.0,-20.0,-874788.0,1089870.0,-181929.0,-6810.0,623202.0,-393660.0,39355.0,1206029.0,en-US,US,EQUITY,False,Delayed Quote,PNK,USD,1.63,1630526226,-0.00999999,1.58,1.71,1.55,270247,1.64,0.0,0.0,0,0,finmb_608218736,Other OTC,Digihost Technology Inc.,USD,308387,182271,1.192,2.7214613,0.438 - 4.75,-3.12,-0.65684205,0.438,4.75,1582156800,PRE,us_market,DIGIHOST TECHNOLOGY INC,0,False,False,4,-0.6097555,1.55 - 1.71,-0.15,0.26,1.5081428,0.12185717,0.08079949,1.7534348,-0.12343478,-0.07039599,113558512,6.269231,15,America/New_York,EDT,-14400000,,,,4.75,0.438,1.5081,1.7534,308.39k,182.27k,66.61M,,31.35M,36.79%,0.00%,,,,,,,,,,,,"Feb 19, 2020",,1:40,"Feb 19, 2020","Dec 30, 2020","Dec 30, 2020",-146.08%,-161.56%,-35.15%,-102.09%,3.55M,0.10,,-609.64k,-2.53M,-5.19M,-0.1500,,31.25k,0,5.09M,48.73,1.54,0.26,-2.25M,-4.44M,Value,V6C 2T5,Technology,"Digihost Technology Inc. operates as a blockchain technology company. It has operations in cryptocurrency mining for its own account, as well as providing hosting services to cryptocurrency mining customers. The company was formerly known as HashChain Technology Inc. and changed its name to Digihost Technology Inc. in February 2020. Digihost Technology Inc. was incorporated in 2017 and is headquartered in Vancouver, Canada.",Vancouver,BC,Canada,86400,595 Howe Street,Software—Application,10th Floor
t-3,HSSHF,9116115.0,66607300,,,-765824,,-765824,225085,251974,-641346,-641346,-44068,-7451,,,,0,838310,1479656,586336,-124478,,-765824,-765824,,,1133085.0,13558976.0,14692061.0,14294588.0,408626.0,-1040557.0,2962.0,4442861.0,304945.0,21481.0,478129.0,304945.0,8983308.0,1265892.0,169463.0,,248708.0,-73827.0,-393660.0,-28854.0,-99708.0,-408626.0,-1282456.0,-39355.0,-1182748.0,363290.0,-664360.0,-31499.0,366599.0,-393660.0,39355.0,787763.0,en-US,US,EQUITY,False,Delayed Quote,PNK,USD,1.63,1630526226,-0.00999999,1.58,1.71,1.55,270247,1.64,0.0,0.0,0,0,finmb_608218736,Other OTC,Digihost Technology Inc.,USD,308387,182271,1.192,2.7214613,0.438 - 4.75,-3.12,-0.65684205,0.438,4.75,1582156800,PRE,us_market,DIGIHOST TECHNOLOGY INC,0,False,False,4,-0.6097555,1.55 - 1.71,-0.15,0.26,1.5081428,0.12185717,0.08079949,1.7534348,-0.12343478,-0.07039599,113558512,6.269231,15,America/New_York,EDT,-14400000,,,,4.75,0.438,1.5081,1.7534,308.39k,182.27k,66.61M,,31.35M,36.79%,0.00%,,,,,,,,,,,,"Feb 19, 2020",,1:40,"Feb 19, 2020","Dec 30, 2020","Dec 30, 2020",-146.08%,-161.56%,-35.15%,-102.09%,3.55M,0.10,,-609.64k,-2.53M,-5.19M,-0.1500,,31.25k,0,5.09M,48.73,1.54,0.26,-2.25M,-4.44M,Value,V6C 2T5,Technology,"Digihost Technology Inc. operates as a blockchain technology company. It has operations in cryptocurrency mining for its own account, as well as providing hosting services to cryptocurrency mining customers. The company was formerly known as HashChain Technology Inc. and changed its name to Digihost Technology Inc. in February 2020. Digihost Technology Inc. was incorporated in 2017 and is headquartered in Vancouver, Canada.",Vancouver,BC,Canada,86400,595 Howe Street,Software—Application,10th Floor
