Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,totalAssets,commonStock,retainedEarnings,cash,totalCurrentLiabilities,totalCurrentAssets,accountsPayable,changeToLiabilities,totalCashFromOperatingActivities,changeInCash,netBorrowings,totalCashFromFinancingActivities,WC,language,region,quoteType,triggerable,quoteSourceName,currency,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,gmtOffSetMilliseconds,esgPopulated,tradeable,market,exchange,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,shortName,priceHint,marketState,exchangeDataDelayedBy,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,maxAge,address1,industry
t0,FSTJ,-192520.0,7964090,,,-2533,,-2533,2533,0,-2533,-2533,,,,,,0,0,2533,0,0,,-2533,-2533,190860.0,193933.0,-192520.0,1413.0,7964.0,-391344.0,1413.0,193933.0,1413.0,,-100.0,-2633.0,-2633.0,,,-192520.0,en-US,US,EQUITY,False,Delayed Quote,USD,0.0,0.45 - 0.45,0.45,0.0,0.0,0,0,finmb_137336029,Other OTC,First America Resources Corporation,USD,1028,9390,-14400000,False,False,us_market,PNK,-0.002,-0.024,0.41916665,0.030833334,0.07355865,0.4766681,-0.026668102,-0.055946898,3583840,-18.75,15,America/New_York,EDT,0.45,1629984986,0.0,0.54,0.45,0.45,4000,FIRST AMERICA RESOURCES CORP,4,POST,0,0.37,4.625,0.08 - 1.0,-0.55,-0.55,0.08,1.0,1.25,,,1.0,0.08,0.4192,0.4767,1.03k,9.39k,7.96M,,1.58M,80.21%,0.00%,,,,,,,,,,,0.00%,,,,,"Jun 29, 2020","Mar 30, 2021",0.00%,0.00%,-710.65%,,,,,-930,,-17.08k,-0.0020,,1.41k,0,193.93k,,0.01,-0.02,-17.18k,-10.77k,Value,60450,Financial Services,1,"First America Resources Corporation does not have significant operations. Previously, it was involved in selling lithium-ion batteries and related power supplies that are primarily used in mobile and consumer electronics products. The company was formerly known as Golden Oasis New Energy Group, Inc. and changed its name to First America Resources Corporation in August 2014. The company was founded in 2010 and is based in Morris, Illinois.",Morris,815 941 9888,IL,1609372800,United States,86400,1000 East Armstrong Street,Shell Companies
t-1,FSTJ,-189987.0,7964090,,,-2525,,-2525,2525,0,-2525,-2525,,,,,,0,0,2525,0,0,,-2525,-2525,190860.0,194033.0,-189987.0,4046.0,7964.0,-388811.0,4046.0,194033.0,4046.0,100.0,0.0,-2525.0,-2525.0,,,-189987.0,en-US,US,EQUITY,False,Delayed Quote,USD,0.0,0.45 - 0.45,0.45,0.0,0.0,0,0,finmb_137336029,Other OTC,First America Resources Corporation,USD,1028,9390,-14400000,False,False,us_market,PNK,-0.002,-0.024,0.41916665,0.030833334,0.07355865,0.4766681,-0.026668102,-0.055946898,3583840,-18.75,15,America/New_York,EDT,0.45,1629984986,0.0,0.54,0.45,0.45,4000,FIRST AMERICA RESOURCES CORP,4,POST,0,0.37,4.625,0.08 - 1.0,-0.55,-0.55,0.08,1.0,1.25,,,1.0,0.08,0.4192,0.4767,1.03k,9.39k,7.96M,,1.58M,80.21%,0.00%,,,,,,,,,,,0.00%,,,,,"Jun 29, 2020","Mar 30, 2021",0.00%,0.00%,-710.65%,,,,,-930,,-17.08k,-0.0020,,1.41k,0,193.93k,,0.01,-0.02,-17.18k,-10.77k,Value,60450,Financial Services,1,"First America Resources Corporation does not have significant operations. Previously, it was involved in selling lithium-ion batteries and related power supplies that are primarily used in mobile and consumer electronics products. The company was formerly known as Golden Oasis New Energy Group, Inc. and changed its name to First America Resources Corporation in August 2014. The company was founded in 2010 and is based in Morris, Illinois.",Morris,815 941 9888,IL,1609372800,United States,86400,1000 East Armstrong Street,Shell Companies
t-2,FSTJ,-187462.0,7964090,,,-8550,,-8550,8550,0,-8550,-8550,,,,,,0,0,8550,0,0,,-8550,-8550,190860.0,194033.0,-187462.0,6571.0,7964.0,-386286.0,6571.0,194033.0,6571.0,100.0,0.0,-8550.0,1450.0,10000.0,10000.0,-187462.0,en-US,US,EQUITY,False,Delayed Quote,USD,0.0,0.45 - 0.45,0.45,0.0,0.0,0,0,finmb_137336029,Other OTC,First America Resources Corporation,USD,1028,9390,-14400000,False,False,us_market,PNK,-0.002,-0.024,0.41916665,0.030833334,0.07355865,0.4766681,-0.026668102,-0.055946898,3583840,-18.75,15,America/New_York,EDT,0.45,1629984986,0.0,0.54,0.45,0.45,4000,FIRST AMERICA RESOURCES CORP,4,POST,0,0.37,4.625,0.08 - 1.0,-0.55,-0.55,0.08,1.0,1.25,,,1.0,0.08,0.4192,0.4767,1.03k,9.39k,7.96M,,1.58M,80.21%,0.00%,,,,,,,,,,,0.00%,,,,,"Jun 29, 2020","Mar 30, 2021",0.00%,0.00%,-710.65%,,,,,-930,,-17.08k,-0.0020,,1.41k,0,193.93k,,0.01,-0.02,-17.18k,-10.77k,Value,60450,Financial Services,1,"First America Resources Corporation does not have significant operations. Previously, it was involved in selling lithium-ion batteries and related power supplies that are primarily used in mobile and consumer electronics products. The company was formerly known as Golden Oasis New Energy Group, Inc. and changed its name to First America Resources Corporation in August 2014. The company was founded in 2010 and is based in Morris, Illinois.",Morris,815 941 9888,IL,1609372800,United States,86400,1000 East Armstrong Street,Shell Companies
t-3,FSTJ,-178912.0,7964090,,,-3471,,-3471,2541,-930,-3471,-3471,,,,,,0,0,3471,930,0,,-3471,-3471,190860.0,184033.0,-178912.0,5121.0,7964.0,-377736.0,5121.0,184033.0,5121.0,100.0,0.0,-3471.0,3529.0,7000.0,7000.0,-178912.0,en-US,US,EQUITY,False,Delayed Quote,USD,0.0,0.45 - 0.45,0.45,0.0,0.0,0,0,finmb_137336029,Other OTC,First America Resources Corporation,USD,1028,9390,-14400000,False,False,us_market,PNK,-0.002,-0.024,0.41916665,0.030833334,0.07355865,0.4766681,-0.026668102,-0.055946898,3583840,-18.75,15,America/New_York,EDT,0.45,1629984986,0.0,0.54,0.45,0.45,4000,FIRST AMERICA RESOURCES CORP,4,POST,0,0.37,4.625,0.08 - 1.0,-0.55,-0.55,0.08,1.0,1.25,,,1.0,0.08,0.4192,0.4767,1.03k,9.39k,7.96M,,1.58M,80.21%,0.00%,,,,,,,,,,,0.00%,,,,,"Jun 29, 2020","Mar 30, 2021",0.00%,0.00%,-710.65%,,,,,-930,,-17.08k,-0.0020,,1.41k,0,193.93k,,0.01,-0.02,-17.18k,-10.77k,Value,60450,Financial Services,1,"First America Resources Corporation does not have significant operations. Previously, it was involved in selling lithium-ion batteries and related power supplies that are primarily used in mobile and consumer electronics products. The company was formerly known as Golden Oasis New Energy Group, Inc. and changed its name to First America Resources Corporation in August 2014. The company was founded in 2010 and is based in Morris, Illinois.",Morris,815 941 9888,IL,1609372800,United States,86400,1000 East Armstrong Street,Shell Companies
