Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,goodWill,treasuryStock,otherAssets,cash,totalCurrentLiabilities,deferredLongTermAssetCharges,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,netReceivables,longTermDebt,accountsPayable,investments,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,WC,language,region,quoteType,triggerable,quoteSourceName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,esgPopulated,tradeable,currency,market,shortName,exchange,marketState,priceHint,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,exchangeDataDelayedBy,epsTrailingTwelveMonths,gmtOffSetMilliseconds,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,compensationRisk,auditRisk,longBusinessSummary,city,shareHolderRightsRisk,compensationAsOfEpochDate,governanceEpochDate,boardRisk,country,website,maxAge,overallRisk,address1,industry
t0,EDDRF,-672991000.0,109484000,,,-60641000,,-54626000,214000,15546000,-21847000,-21847000,30206000,-6997000,,,,-6015000,26930000,48777000,11384000,-38794000,,-54626000,-54626000,299541000.0,974512000.0,727774000.0,258470000.0,33305000.0,986244000.0,11878000.0,1366000.0,-731041000.0,32697000.0,631920000.0,3121000.0,8648000.0,12138000.0,206332000.0,6449000.0,5839000.0,7209000.0,7865000.0,38270000.0,22810000.0,485650000.0,140265000.0,-12000,0,-6339000,-567000,-13063000,15280000,-17172000,-454000,2684000,-21354000,-12496000,34185000,-6327000,-168062000.0,en-US,US,EQUITY,False,Delayed Quote,7.3,1629303666,0.0,7.3,7.3,7.3,476,2.349,3.8812122,3.418788,0.88085574,3.1594074,4.1405926,1.3105599,1137347328,3.1077056,15,America/New_York,EDT,False,False,USD,us_market,EDREAMS ODIGEO,PNK,REGULAR,2,0.0,7.3 - 7.3,7.3,0.0,0.0,0,0,finmb_261391510,Other OTC,eDreams ODIGEO S.A.,EUR,858,6125,5.16,2.4112148,2.14 - 7.3,0.0,0.0,2.14,7.3,0,-1.353,-14400000,2.78,,,7.3,2.14,3.88,3.16,858,6.12k,109.48M,,30.58M,7.25%,59.56%,,,,,,,,,,,,,,,,"Mar 30, 2021","Mar 30, 2021",-115.92%,-71.22%,-4.50%,-39.30%,107.17M,0.98,-78.30%,63.31M,-72.07M,-124.23M,-1.35,,12.14M,0.11,513.24M,198.57,0.19,2.35,428k,2.07M,Value,2714,,916,10,6,"eDreams ODIGEO S.A., together with its subsidiaries, operates as an online travel company in Europe. The company offers its online travel agency services under the eDreams, Go Voyages, Opodo, Travellink, and Liligo brands. It also provides marketing, admin and IT consulting, and metasearch services, as well as offers online advertising campaigns. Its customers access the deals in regular flights, low-cost airlines, hotels, cruises, car rental, dynamic packages, holiday packages, and travel insurance. eDreams ODIGEO S.A. was incorporated in 2011 and is based in Luxembourg, Luxembourg.",Luxembourg City,1,1483142400,1622505600,3,Luxembourg,http://www.edreamsodigeo.com,86400,5,"4, rue du Fort Wallis",
t-1,EDDRF,-652567000.0,109484000,,,-28123000,,-24444000,258000,18984000,-18270000,-18270000,28263000,-6930000,,,,-3679000,29633000,47903000,10649000,-9853000,,-24444000,-24444000,307783000.0,974512000.0,711829000.0,311644000.0,30972000.0,1023473000.0,11878000.0,,-675853000.0,33585000.0,656428000.0,1107000.0,8961000.0,18486000.0,189253000.0,6441000.0,7931000.0,5216000.0,5157000.0,45144000.0,26658000.0,488840000.0,142152000.0,13000,0,-6500000,-643000,-1530000,29949000,12122000,653000,19499000,9183000,-887000,4811000,-6513000,-144109000.0,en-US,US,EQUITY,False,Delayed Quote,7.3,1629303666,0.0,7.3,7.3,7.3,476,2.349,3.8812122,3.418788,0.88085574,3.1594074,4.1405926,1.3105599,1137347328,3.1077056,15,America/New_York,EDT,False,False,USD,us_market,EDREAMS ODIGEO,PNK,REGULAR,2,0.0,7.3 - 7.3,7.3,0.0,0.0,0,0,finmb_261391510,Other OTC,eDreams ODIGEO S.A.,EUR,858,6125,5.16,2.4112148,2.14 - 7.3,0.0,0.0,2.14,7.3,0,-1.353,-14400000,2.78,,,7.3,2.14,3.88,3.16,858,6.12k,109.48M,,30.58M,7.25%,59.56%,,,,,,,,,,,,,,,,"Mar 30, 2021","Mar 30, 2021",-115.92%,-71.22%,-4.50%,-39.30%,107.17M,0.98,-78.30%,63.31M,-72.07M,-124.23M,-1.35,,12.14M,0.11,513.24M,198.57,0.19,2.35,428k,2.07M,Value,2714,,916,10,6,"eDreams ODIGEO S.A., together with its subsidiaries, operates as an online travel company in Europe. The company offers its online travel agency services under the eDreams, Go Voyages, Opodo, Travellink, and Liligo brands. It also provides marketing, admin and IT consulting, and metasearch services, as well as offers online advertising campaigns. Its customers access the deals in regular flights, low-cost airlines, hotels, cruises, car rental, dynamic packages, holiday packages, and travel insurance. eDreams ODIGEO S.A. was incorporated in 2011 and is based in Luxembourg, Luxembourg.",Luxembourg City,1,1483142400,1622505600,3,Luxembourg,http://www.edreamsodigeo.com,86400,5,"4, rue du Fort Wallis",
t-2,EDDRF,-632193000.0,109484000,,,-19415000,,-20746000,119000,22933000,-13694000,-13694000,27149000,-6954000,,,,1331000,34969000,48663000,12036000,-5721000,,-20746000,-20746000,309270000.0,974512000.0,688945000.0,332584000.0,26794000.0,1021529000.0,11878000.0,,-651388000.0,35957000.0,655507000.0,-2418000.0,8972000.0,8896000.0,164322000.0,6436000.0,2084000.0,1712000.0,6349000.0,41431000.0,32535000.0,488288000.0,122710000.0,16000,0,-4383000,-40220000,-53163000,-1777000,-70644000,782000,-13880000,9461000,-12943000,-818000,-4399000,-122891000.0,en-US,US,EQUITY,False,Delayed Quote,7.3,1629303666,0.0,7.3,7.3,7.3,476,2.349,3.8812122,3.418788,0.88085574,3.1594074,4.1405926,1.3105599,1137347328,3.1077056,15,America/New_York,EDT,False,False,USD,us_market,EDREAMS ODIGEO,PNK,REGULAR,2,0.0,7.3 - 7.3,7.3,0.0,0.0,0,0,finmb_261391510,Other OTC,eDreams ODIGEO S.A.,EUR,858,6125,5.16,2.4112148,2.14 - 7.3,0.0,0.0,2.14,7.3,0,-1.353,-14400000,2.78,,,7.3,2.14,3.88,3.16,858,6.12k,109.48M,,30.58M,7.25%,59.56%,,,,,,,,,,,,,,,,"Mar 30, 2021","Mar 30, 2021",-115.92%,-71.22%,-4.50%,-39.30%,107.17M,0.98,-78.30%,63.31M,-72.07M,-124.23M,-1.35,,12.14M,0.11,513.24M,198.57,0.19,2.35,428k,2.07M,Value,2714,,916,10,6,"eDreams ODIGEO S.A., together with its subsidiaries, operates as an online travel company in Europe. The company offers its online travel agency services under the eDreams, Go Voyages, Opodo, Travellink, and Liligo brands. It also provides marketing, admin and IT consulting, and metasearch services, as well as offers online advertising campaigns. Its customers access the deals in regular flights, low-cost airlines, hotels, cruises, car rental, dynamic packages, holiday packages, and travel insurance. eDreams ODIGEO S.A. was incorporated in 2011 and is based in Luxembourg, Luxembourg.",Luxembourg City,1,1483142400,1622505600,3,Luxembourg,http://www.edreamsodigeo.com,86400,5,"4, rue du Fort Wallis",
t-3,EDDRF,-616683000.0,109484000,,,-30462000,,-24413000,448000,5844000,-22516000,-22516000,19041000,-7042000,,,,-6049000,15640000,38156000,9796000,-7946000,,-24413000,-24413000,313331000.0,974512000.0,740202000.0,352281000.0,26998000.0,1092483000.0,11046000.0,,-630630000.0,41871000.0,655633000.0,-2647000.0,4174000.0,71185000.0,224053000.0,1613000.0,62330000.0,673000.0,7348000.0,111997000.0,40812000.0,473299000.0,128244000.0,34000,0,-4434000,-556000,-1695000,21556000,-12152000,1852000,-7875000,8864000,-1139000,-13882000,-4468000,-112056000.0,en-US,US,EQUITY,False,Delayed Quote,7.3,1629303666,0.0,7.3,7.3,7.3,476,2.349,3.8812122,3.418788,0.88085574,3.1594074,4.1405926,1.3105599,1137347328,3.1077056,15,America/New_York,EDT,False,False,USD,us_market,EDREAMS ODIGEO,PNK,REGULAR,2,0.0,7.3 - 7.3,7.3,0.0,0.0,0,0,finmb_261391510,Other OTC,eDreams ODIGEO S.A.,EUR,858,6125,5.16,2.4112148,2.14 - 7.3,0.0,0.0,2.14,7.3,0,-1.353,-14400000,2.78,,,7.3,2.14,3.88,3.16,858,6.12k,109.48M,,30.58M,7.25%,59.56%,,,,,,,,,,,,,,,,"Mar 30, 2021","Mar 30, 2021",-115.92%,-71.22%,-4.50%,-39.30%,107.17M,0.98,-78.30%,63.31M,-72.07M,-124.23M,-1.35,,12.14M,0.11,513.24M,198.57,0.19,2.35,428k,2.07M,Value,2714,,916,10,6,"eDreams ODIGEO S.A., together with its subsidiaries, operates as an online travel company in Europe. The company offers its online travel agency services under the eDreams, Go Voyages, Opodo, Travellink, and Liligo brands. It also provides marketing, admin and IT consulting, and metasearch services, as well as offers online advertising campaigns. Its customers access the deals in regular flights, low-cost airlines, hotels, cruises, car rental, dynamic packages, holiday packages, and travel insurance. eDreams ODIGEO S.A. was incorporated in 2011 and is based in Luxembourg, Luxembourg.",Luxembourg City,1,1483142400,1622505600,3,Luxembourg,http://www.edreamsodigeo.com,86400,5,"4, rue du Fort Wallis",
