Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,totalLiab,totalStockholderEquity,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,goodWill,cash,totalCurrentLiabilities,propertyPlantEquipment,totalCurrentAssets,netReceivables,accountsPayable,otherCurrentLiab,treasuryStock,otherAssets,otherStockholderEquity,changeToLiabilities,totalCashFromOperatingActivities,changeInCash,changeToNetincome,WC,language,region,quoteType,triggerable,quoteSourceName,currency,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,priceHint,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,messageBoardId,marketState,shortName,market,exchangeDataDelayedBy,exchange,esgPopulated,tradeable,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,website,maxAge,address1,industry,address2
t0,DRWN,-577733.0,450271008,,,5381,,5381,211325,216706,5381,5381,,,,,,0,249378,243998,32673,0,,5381,5381,699400.0,622267.0,1331667.0,10076.0,53646.0,612191.0,1200000.0,12846.0,699400.0,24375.0,107292.0,40800.0,225000.0,,,,,0.0,5381.0,-6962.0,,-592108.0,en-US,US,EQUITY,False,Delayed Quote,USD,0.0,0.0,0.0002888889,-8.8888904e-05,-0.30769235,0.0005652113,-0.00036521128,-0.64615,90054,15,America/New_York,EDT,-14400000,4,0.0,2.0E-4 - 2.0E-4,0.0002,finmb_117028349,REGULAR,A CLEAN SLATE INC,us_market,0,PNK,False,False,0.0002,1630503998,0.0,0.0002,0.0002,0.0002,1203000,Other OTC,"Quantum Medical Transport, Inc.",USD,31253373,78354542,0.00014999999,3.0,5.0E-5 - 0.0033,-0.0031,-0.939394,5e-05,0.0033,74.72,,,0.0033,0.0,0.0003,0.0006,31.25M,78.35M,450.27M,,,,,,,,,,,,,,,0.00%,,,1:1000,"Dec 09, 2010","Dec 30, 2017","Jun 29, 2018",20.01%,20.01%,,,1.14M,0.00,-62.40%,1.1M,,227.47k,0.0000,-87.50%,12.85k,0,474.4k,75.03,0.15,0.00,14.94k,,Value,77478,Healthcare,1,"Quantum Medical Transport, Inc., doing business as Quantum Medical Data Services, operates as a medical blockchain data services company. It is developing a medical blockchain technology for secure data storage and data transfer. The company was formerly known as A Clean Slate, Inc. and changed its name to Quantum Medical Transport, Inc. in August 2015. Quantum Medical Transport, Inc. is based in Sugar Land, Texas.",Sugar Land,832-521-1880,TX,United States,http://www.quanth.io,86400,14090 Southwest Frwy,Medical Care Facilities,Suite 300
t-1,DRWN,-577733.0,450271008,,,5381,,5381,211325,216706,5381,5381,,,,,,0,249378,243998,32673,0,,5381,5381,699400.0,622267.0,1331667.0,10076.0,53646.0,612191.0,1200000.0,12846.0,699400.0,24375.0,107292.0,40800.0,225000.0,,,,,0.0,5381.0,-6962.0,,-592108.0,en-US,US,EQUITY,False,Delayed Quote,USD,0.0,0.0,0.0002888889,-8.8888904e-05,-0.30769235,0.0005652113,-0.00036521128,-0.64615,90054,15,America/New_York,EDT,-14400000,4,0.0,2.0E-4 - 2.0E-4,0.0002,finmb_117028349,REGULAR,A CLEAN SLATE INC,us_market,0,PNK,False,False,0.0002,1630503998,0.0,0.0002,0.0002,0.0002,1203000,Other OTC,"Quantum Medical Transport, Inc.",USD,31253373,78354542,0.00014999999,3.0,5.0E-5 - 0.0033,-0.0031,-0.939394,5e-05,0.0033,74.72,,,0.0033,0.0,0.0003,0.0006,31.25M,78.35M,450.27M,,,,,,,,,,,,,,,0.00%,,,1:1000,"Dec 09, 2010","Dec 30, 2017","Jun 29, 2018",20.01%,20.01%,,,1.14M,0.00,-62.40%,1.1M,,227.47k,0.0000,-87.50%,12.85k,0,474.4k,75.03,0.15,0.00,14.94k,,Value,77478,Healthcare,1,"Quantum Medical Transport, Inc., doing business as Quantum Medical Data Services, operates as a medical blockchain data services company. It is developing a medical blockchain technology for secure data storage and data transfer. The company was formerly known as A Clean Slate, Inc. and changed its name to Quantum Medical Transport, Inc. in August 2015. Quantum Medical Transport, Inc. is based in Sugar Land, Texas.",Sugar Land,832-521-1880,TX,United States,http://www.quanth.io,86400,14090 Southwest Frwy,Medical Care Facilities,Suite 300
t-2,DRWN,-1405455.0,450271008,,,201658,,201658,75052,276710,201658,201658,,,,,,0,332091,130433,55381,0,,201658,201658,1504018.0,-205455.0,1298563.0,7781.0,,-197674.0,1200000.0,32530.0,1504018.0,35564.0,63000.0,30470.0,398485.0,8600.0,-15562.0,-1.0,-15562.0,0.0,-10876.0,-15134.0,-212535.0,-1441018.0,en-US,US,EQUITY,False,Delayed Quote,USD,0.0,0.0,0.0002888889,-8.8888904e-05,-0.30769235,0.0005652113,-0.00036521128,-0.64615,90054,15,America/New_York,EDT,-14400000,4,0.0,2.0E-4 - 2.0E-4,0.0002,finmb_117028349,REGULAR,A CLEAN SLATE INC,us_market,0,PNK,False,False,0.0002,1630503998,0.0,0.0002,0.0002,0.0002,1203000,Other OTC,"Quantum Medical Transport, Inc.",USD,31253373,78354542,0.00014999999,3.0,5.0E-5 - 0.0033,-0.0031,-0.939394,5e-05,0.0033,74.72,,,0.0033,0.0,0.0003,0.0006,31.25M,78.35M,450.27M,,,,,,,,,,,,,,,0.00%,,,1:1000,"Dec 09, 2010","Dec 30, 2017","Jun 29, 2018",20.01%,20.01%,,,1.14M,0.00,-62.40%,1.1M,,227.47k,0.0000,-87.50%,12.85k,0,474.4k,75.03,0.15,0.00,14.94k,,Value,77478,Healthcare,1,"Quantum Medical Transport, Inc., doing business as Quantum Medical Data Services, operates as a medical blockchain data services company. It is developing a medical blockchain technology for secure data storage and data transfer. The company was formerly known as A Clean Slate, Inc. and changed its name to Quantum Medical Transport, Inc. in August 2015. Quantum Medical Transport, Inc. is based in Sugar Land, Texas.",Sugar Land,832-521-1880,TX,United States,http://www.quanth.io,86400,14090 Southwest Frwy,Medical Care Facilities,Suite 300
t-3,DRWN,-214909.0,450271008,,,15051,,15051,241638,256689,15051,15051,,,,,,0,306008,290957,49319,0,,15051,15051,1494656.0,-214909.0,1279746.0,8058.0,1171220.0,-222967.0,,36480.0,1494656.0,35563.0,1244183.0,36483.0,398485.0,,,,,0.0,15050.0,15050.0,-212535.0,-250473.0,en-US,US,EQUITY,False,Delayed Quote,USD,0.0,0.0,0.0002888889,-8.8888904e-05,-0.30769235,0.0005652113,-0.00036521128,-0.64615,90054,15,America/New_York,EDT,-14400000,4,0.0,2.0E-4 - 2.0E-4,0.0002,finmb_117028349,REGULAR,A CLEAN SLATE INC,us_market,0,PNK,False,False,0.0002,1630503998,0.0,0.0002,0.0002,0.0002,1203000,Other OTC,"Quantum Medical Transport, Inc.",USD,31253373,78354542,0.00014999999,3.0,5.0E-5 - 0.0033,-0.0031,-0.939394,5e-05,0.0033,74.72,,,0.0033,0.0,0.0003,0.0006,31.25M,78.35M,450.27M,,,,,,,,,,,,,,,0.00%,,,1:1000,"Dec 09, 2010","Dec 30, 2017","Jun 29, 2018",20.01%,20.01%,,,1.14M,0.00,-62.40%,1.1M,,227.47k,0.0000,-87.50%,12.85k,0,474.4k,75.03,0.15,0.00,14.94k,,Value,77478,Healthcare,1,"Quantum Medical Transport, Inc., doing business as Quantum Medical Data Services, operates as a medical blockchain data services company. It is developing a medical blockchain technology for secure data storage and data transfer. The company was formerly known as A Clean Slate, Inc. and changed its name to Quantum Medical Transport, Inc. in August 2015. Quantum Medical Transport, Inc. is based in Sugar Land, Texas.",Sugar Land,832-521-1880,TX,United States,http://www.quanth.io,86400,14090 Southwest Frwy,Medical Care Facilities,Suite 300
