Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,treasuryStock,cash,totalCurrentLiabilities,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netReceivables,accountsPayable,changeToLiabilities,totalCashflowsFromInvestingActivities,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,totalCashFromOperatingActivities,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,depreciation,WC,language,region,quoteType,triggerable,quoteSourceName,currency,esgPopulated,tradeable,exchangeDataDelayedBy,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,dividendDate,epsTrailingTwelveMonths,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,priceHint,exchange,marketState,market,shortName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,industry
t0,ISSFF,1158457,50828700,,,-216674,,-216674,105461,0,-203942,-203942,,,,,,0,0,203942,0,-12732,,-216674,-216674,165603,1158457,77849,1324060,20455437,47500,-22789717,3492737,496455,165603,3492737,663518,560542,100000,15891,19254,41944.0,-40210.0,538775.0,11534.0,541980.0,433850.0,-64715.0,-3205.0,98481.0,-40210.0,,394939,en-US,US,EQUITY,False,Delayed Quote,USD,False,False,0,0.8071,7.3372726,0.11 - 0.95,-0.032899976,-0.034631554,0.11,0.95,1576022400,-0.017,1.2251649,0.9171 - 0.939,0.906,finmb_3161946,Other OTC,CopAur Minerals Inc.,CAD,11611,15923,0.067,0.7430108,0.1740892,0.23430237,0.48608887,0.43101114,0.88669205,24948972,13.68806,15,America/New_York,EDT,-14400000,4,PNK,PRE,us_market,COPAUR MINERALS INC,0.9171,1630517537,0.011099994,0.939,0.939,0.9171,4610,1.68,,,0.95,0.11,0.743,0.4861,11.61k,15.92k,50.83M,,10.85M,18.46%,10.65%,,,,,,,,,,,0.00%,"Dec 10, 2019",,,,"Jun 29, 2020","Mar 30, 2021",0.00%,0.00%,166.51%,-42.40%,,,,,,-300.68k,-0.0170,,496.45k,0.03,,,3.38,0.07,-350.79k,-1.45M,Value,V7Y 1G5,Basic Materials,"CopAur Minerals Inc., an exploration stage company, engages in the acquisition, exploration, and development of mineral properties in Canada. It holds interest in the Williams Gold Copper property covering an area of 6,885.44 hectares located in British Columbia. The company was formerly known as International Samuel Exploration Corp. and changed its name to CopAur Minerals Inc. in August 2020. CopAur Minerals Inc. is headquartered in Vancouver, Canada.",Vancouver,604 773 1467,BC,1609372800,Canada,http://www.copaur.com,86400,888 â 700 West Georgia Street,Other Industrial Metals & Mining
t-1,ISSFF,737875,50828700,,,-65030,,-65030,61218,0,-61218,-61218,,,,,,0,0,61218,0,-3812,,-65030,-65030,123659,737875,77849,861534,19916662,47500,-22573043,3394256,62605,123659,3394256,623308,138226,100000,10580,12810,12725.0,-10421.0,538775.0,-8638.0,541980.0,-71364.0,-60943.0,-3205.0,98481.0,-10421.0,,14567,en-US,US,EQUITY,False,Delayed Quote,USD,False,False,0,0.8071,7.3372726,0.11 - 0.95,-0.032899976,-0.034631554,0.11,0.95,1576022400,-0.017,1.2251649,0.9171 - 0.939,0.906,finmb_3161946,Other OTC,CopAur Minerals Inc.,CAD,11611,15923,0.067,0.7430108,0.1740892,0.23430237,0.48608887,0.43101114,0.88669205,24948972,13.68806,15,America/New_York,EDT,-14400000,4,PNK,PRE,us_market,COPAUR MINERALS INC,0.9171,1630517537,0.011099994,0.939,0.939,0.9171,4610,1.68,,,0.95,0.11,0.743,0.4861,11.61k,15.92k,50.83M,,10.85M,18.46%,10.65%,,,,,,,,,,,0.00%,"Dec 10, 2019",,,,"Jun 29, 2020","Mar 30, 2021",0.00%,0.00%,166.51%,-42.40%,,,,,,-300.68k,-0.0170,,496.45k,0.03,,,3.38,0.07,-350.79k,-1.45M,Value,V7Y 1G5,Basic Materials,"CopAur Minerals Inc., an exploration stage company, engages in the acquisition, exploration, and development of mineral properties in Canada. It holds interest in the Williams Gold Copper property covering an area of 6,885.44 hectares located in British Columbia. The company was formerly known as International Samuel Exploration Corp. and changed its name to CopAur Minerals Inc. in August 2020. CopAur Minerals Inc. is headquartered in Vancouver, Canada.",Vancouver,604 773 1467,BC,1609372800,Canada,http://www.copaur.com,86400,888 â 700 West Georgia Street,Other Industrial Metals & Mining
t-2,ISSFF,802905,50828700,,,-138392,,-138392,40276,0,-134453,-134453,,,,,,0,0,134453,0,-3939,,-138392,-138392,110934,802905,77849,913839,19916662,47500,-22508013,3394256,133969,110934,3394256,612887,200952,100000,9888,29585,-116077.0,-170748.0,468755.0,-8175.0,473000.0,129540.0,-168467.0,-4245.0,94177.0,-170748.0,,90018,en-US,US,EQUITY,False,Delayed Quote,USD,False,False,0,0.8071,7.3372726,0.11 - 0.95,-0.032899976,-0.034631554,0.11,0.95,1576022400,-0.017,1.2251649,0.9171 - 0.939,0.906,finmb_3161946,Other OTC,CopAur Minerals Inc.,CAD,11611,15923,0.067,0.7430108,0.1740892,0.23430237,0.48608887,0.43101114,0.88669205,24948972,13.68806,15,America/New_York,EDT,-14400000,4,PNK,PRE,us_market,COPAUR MINERALS INC,0.9171,1630517537,0.011099994,0.939,0.939,0.9171,4610,1.68,,,0.95,0.11,0.743,0.4861,11.61k,15.92k,50.83M,,10.85M,18.46%,10.65%,,,,,,,,,,,0.00%,"Dec 10, 2019",,,,"Jun 29, 2020","Mar 30, 2021",0.00%,0.00%,166.51%,-42.40%,,,,,,-300.68k,-0.0170,,496.45k,0.03,,,3.38,0.07,-350.79k,-1.45M,Value,V7Y 1G5,Basic Materials,"CopAur Minerals Inc., an exploration stage company, engages in the acquisition, exploration, and development of mineral properties in Canada. It holds interest in the Williams Gold Copper property covering an area of 6,885.44 hectares located in British Columbia. The company was formerly known as International Samuel Exploration Corp. and changed its name to CopAur Minerals Inc. in August 2020. CopAur Minerals Inc. is headquartered in Vancouver, Canada.",Vancouver,604 773 1467,BC,1609372800,Canada,http://www.copaur.com,86400,888 â 700 West Georgia Street,Other Industrial Metals & Mining
t-3,ISSFF,379115,50828700,,,119416,,119416,17109,0,2807587,2807587,,,,,,0,0,-2807587,0,-2688171,,119416,119416,227011,379115,77849,606126,19448657,47500,-22369621,3300079,4429,227011,3300079,442139,63987,100000,4212,37745,1251.0,58658.0,468755.0,-9231.0,473000.0,1997.0,-56661.0,-4245.0,2686601.0,-1342.0,-2854698.0,-163024,en-US,US,EQUITY,False,Delayed Quote,USD,False,False,0,0.8071,7.3372726,0.11 - 0.95,-0.032899976,-0.034631554,0.11,0.95,1576022400,-0.017,1.2251649,0.9171 - 0.939,0.906,finmb_3161946,Other OTC,CopAur Minerals Inc.,CAD,11611,15923,0.067,0.7430108,0.1740892,0.23430237,0.48608887,0.43101114,0.88669205,24948972,13.68806,15,America/New_York,EDT,-14400000,4,PNK,PRE,us_market,COPAUR MINERALS INC,0.9171,1630517537,0.011099994,0.939,0.939,0.9171,4610,1.68,,,0.95,0.11,0.743,0.4861,11.61k,15.92k,50.83M,,10.85M,18.46%,10.65%,,,,,,,,,,,0.00%,"Dec 10, 2019",,,,"Jun 29, 2020","Mar 30, 2021",0.00%,0.00%,166.51%,-42.40%,,,,,,-300.68k,-0.0170,,496.45k,0.03,,,3.38,0.07,-350.79k,-1.45M,Value,V7Y 1G5,Basic Materials,"CopAur Minerals Inc., an exploration stage company, engages in the acquisition, exploration, and development of mineral properties in Canada. It holds interest in the Williams Gold Copper property covering an area of 6,885.44 hectares located in British Columbia. The company was formerly known as International Samuel Exploration Corp. and changed its name to CopAur Minerals Inc. in August 2020. CopAur Minerals Inc. is headquartered in Vancouver, Canada.",Vancouver,604 773 1467,BC,1609372800,Canada,http://www.copaur.com,86400,888 â 700 West Georgia Street,Other Industrial Metals & Mining
