Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,goodWill,treasuryStock,otherAssets,cash,totalCurrentLiabilities,deferredLongTermAssetCharges,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,netReceivables,longTermDebt,inventory,accountsPayable,deferredLongTermLiab,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,changeToInventory,changeToAccountReceivables,changeToNetincome,capitalExpenditures,repurchaseOfStock,otherCashflowsFromFinancingActivities,WC,language,region,quoteType,triggerable,quoteSourceName,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,gmtOffSetMilliseconds,esgPopulated,tradeable,currency,marketState,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,shortName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,exchangeDataDelayedBy,exchange,priceHint,market,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,website,maxAge,address1,industry,address2
t0,EOSI,1911000.0,0,,,13673000,4786000,10768000,24915000,39407000,14492000,14492000,,-828000,,,,2332000,71980000,57488000,32573000,-819000,,11341000,10657000,7407000.0,30409000.0,46438000.0,17755000.0,1007000.0,72821000.0,991000.0,262000.0,-7646000.0,1591000.0,8437000.0,-5999000.0,1140000.0,8873000.0,32731000.0,779000.0,8274000.0,-5999000.0,5416000.0,50421000.0,15862000.0,12116000.0,21225000.0,6034000.0,,-1044000.0,-208000.0,-12181000.0,-12144000.0,2930000.0,37000.0,7945000.0,63000.0,20234000.0,676000.0,11232000.0,-8860000.0,4349000.0,-208000.0,,,17690000.0,en-US,US,EQUITY,False,Delayed Quote,0.0,0.0029 - 0.0029,0.0029,0.0,0.0,0,0,finmb_1341423,Other OTC,"EOS International, Inc.",USD,80738,36733,0.0028,28.0,1.0E-4 - 0.01,-0.0071,-0.71000004,0.0001,0.01,-14400000,False,False,USD,REGULAR,-0.167,0.179,0.0040644445,-0.0011644445,-0.28649536,0.004669291,-0.001769291,-0.3789207,7831594,0.016201116,15,America/New_York,EDT,EOS INTERNATIONAL INC,0.0029,1630080371,0.0,0.0029,0.0029,0.0029,120000,0,PNK,4,us_market,0.91,,,0.01,0.0001,0.0041,0.0047,80.74k,36.73k,,,,,,,,,,,,,,,,0.00%,,,,,"Sep 29, 2003","Dec 30, 2003",-13.21%,-12.43%,,,124.78M,1.21,68.00%,45.72M,-12.82M,-16.99M,-0.1670,116.90%,8.87M,0.09,24.61M,93.28,1.54,0.18,-19.05M,,Value,92008,Technology,649,"EOS International, Inc. provides library automation and knowledge management solutions for libraries worldwide. The company offers EOS.WebÂintegrated library system, including academic, association, corporate, digital, government, legal, medical, small, and special library software. It also provides various services, such as data conversion, data hosting, implementation, support, and training services. EOS International, Inc. was founded in 1984 and is headquartered in Carlsbad, California. EOS International, Inc. is a subsidiary of Sirsi Corporation.",Carlsbad,800-876-5484,CA,United States,http://sirsidynix.com,86400,1902 Wright Place,Software—Application,Floor 2
t-1,EOSI,-4735000.0,0,,,-4713000,4610000,-4055000,15719000,11896000,-3823000,-3823000,,-677000,,,,-483000,24813000,28636000,12917000,-890000,,-4230000,-4166000,7664000.0,20595000.0,36445000.0,11311000.0,327000.0,55986000.0,990000.0,2450000.0,-10984000.0,1596000.0,8382000.0,710000.0,643000.0,4169000.0,17575000.0,297000.0,3441000.0,710000.0,5638000.0,33659000.0,1975000.0,17274000.0,20999000.0,3991000.0,89000.0,-4907000.0,-449000.0,-36000.0,-36000.0,1270000.0,37000.0,-1015000.0,291000.0,-821000.0,678000.0,1195000.0,5046000.0,-218000.0,-394000.0,,,16084000.0,en-US,US,EQUITY,False,Delayed Quote,0.0,0.0029 - 0.0029,0.0029,0.0,0.0,0,0,finmb_1341423,Other OTC,"EOS International, Inc.",USD,80738,36733,0.0028,28.0,1.0E-4 - 0.01,-0.0071,-0.71000004,0.0001,0.01,-14400000,False,False,USD,REGULAR,-0.167,0.179,0.0040644445,-0.0011644445,-0.28649536,0.004669291,-0.001769291,-0.3789207,7831594,0.016201116,15,America/New_York,EDT,EOS INTERNATIONAL INC,0.0029,1630080371,0.0,0.0029,0.0029,0.0029,120000,0,PNK,4,us_market,0.91,,,0.01,0.0001,0.0041,0.0047,80.74k,36.73k,,,,,,,,,,,,,,,,0.00%,,,,,"Sep 29, 2003","Dec 30, 2003",-13.21%,-12.43%,,,124.78M,1.21,68.00%,45.72M,-12.82M,-16.99M,-0.1670,116.90%,8.87M,0.09,24.61M,93.28,1.54,0.18,-19.05M,,Value,92008,Technology,649,"EOS International, Inc. provides library automation and knowledge management solutions for libraries worldwide. The company offers EOS.WebÂintegrated library system, including academic, association, corporate, digital, government, legal, medical, small, and special library software. It also provides various services, such as data conversion, data hosting, implementation, support, and training services. EOS International, Inc. was founded in 1984 and is headquartered in Carlsbad, California. EOS International, Inc. is a subsidiary of Sirsi Corporation.",Carlsbad,800-876-5484,CA,United States,http://sirsidynix.com,86400,1902 Wright Place,Software—Application,Floor 2
t-2,EOSI,-6690000.0,0,,,-6253000,4412000,-5228000,15862000,11370000,-4492000,-4492000,,-1546000,,,,-713000,23826000,28318000,12456000,-1761000,,-5540000,-5307000,7527000.0,14806000.0,38606000.0,9087000.0,185000.0,61624000.0,880000.0,2597000.0,-6929000.0,1472000.0,8250000.0,330000.0,479000.0,5184000.0,20569000.0,274000.0,3324000.0,330000.0,5429000.0,39939000.0,6980000.0,16565000.0,21022000.0,6320000.0,,-6745000.0,-448000.0,-6913000.0,-988000.0,-163000.0,7125000.0,-3174000.0,310000.0,-2048000.0,619000.0,191000.0,7550000.0,1567000.0,-348000.0,-1200000.0,,19370000.0,en-US,US,EQUITY,False,Delayed Quote,0.0,0.0029 - 0.0029,0.0029,0.0,0.0,0,0,finmb_1341423,Other OTC,"EOS International, Inc.",USD,80738,36733,0.0028,28.0,1.0E-4 - 0.01,-0.0071,-0.71000004,0.0001,0.01,-14400000,False,False,USD,REGULAR,-0.167,0.179,0.0040644445,-0.0011644445,-0.28649536,0.004669291,-0.001769291,-0.3789207,7831594,0.016201116,15,America/New_York,EDT,EOS INTERNATIONAL INC,0.0029,1630080371,0.0,0.0029,0.0029,0.0029,120000,0,PNK,4,us_market,0.91,,,0.01,0.0001,0.0041,0.0047,80.74k,36.73k,,,,,,,,,,,,,,,,0.00%,,,,,"Sep 29, 2003","Dec 30, 2003",-13.21%,-12.43%,,,124.78M,1.21,68.00%,45.72M,-12.82M,-16.99M,-0.1670,116.90%,8.87M,0.09,24.61M,93.28,1.54,0.18,-19.05M,,Value,92008,Technology,649,"EOS International, Inc. provides library automation and knowledge management solutions for libraries worldwide. The company offers EOS.WebÂintegrated library system, including academic, association, corporate, digital, government, legal, medical, small, and special library software. It also provides various services, such as data conversion, data hosting, implementation, support, and training services. EOS International, Inc. was founded in 1984 and is headquartered in Carlsbad, California. EOS International, Inc. is a subsidiary of Sirsi Corporation.",Carlsbad,800-876-5484,CA,United States,http://sirsidynix.com,86400,1902 Wright Place,Software—Application,Floor 2
t-3,EOSI,,0,,,7628000,4412000,4965000,11999000,20973000,8974000,8974000,,-1364000,,,,2068000,42853000,33879000,21880000,-1346000,,5560000,4965000,,,,,,,,,,,,,,,,,,,,,,,,,,1210000.0,-460000.0,-5813000.0,-6050000.0,887000.0,7125000.0,7330000.0,-133000.0,13973000.0,645000.0,5240000.0,-384000.0,1180000.0,-63000.0,-1200000.0,-237000.0,,en-US,US,EQUITY,False,Delayed Quote,0.0,0.0029 - 0.0029,0.0029,0.0,0.0,0,0,finmb_1341423,Other OTC,"EOS International, Inc.",USD,80738,36733,0.0028,28.0,1.0E-4 - 0.01,-0.0071,-0.71000004,0.0001,0.01,-14400000,False,False,USD,REGULAR,-0.167,0.179,0.0040644445,-0.0011644445,-0.28649536,0.004669291,-0.001769291,-0.3789207,7831594,0.016201116,15,America/New_York,EDT,EOS INTERNATIONAL INC,0.0029,1630080371,0.0,0.0029,0.0029,0.0029,120000,0,PNK,4,us_market,0.91,,,0.01,0.0001,0.0041,0.0047,80.74k,36.73k,,,,,,,,,,,,,,,,0.00%,,,,,"Sep 29, 2003","Dec 30, 2003",-13.21%,-12.43%,,,124.78M,1.21,68.00%,45.72M,-12.82M,-16.99M,-0.1670,116.90%,8.87M,0.09,24.61M,93.28,1.54,0.18,-19.05M,,Value,92008,Technology,649,"EOS International, Inc. provides library automation and knowledge management solutions for libraries worldwide. The company offers EOS.WebÂintegrated library system, including academic, association, corporate, digital, government, legal, medical, small, and special library software. It also provides various services, such as data conversion, data hosting, implementation, support, and training services. EOS International, Inc. was founded in 1984 and is headquartered in Carlsbad, California. EOS International, Inc. is a subsidiary of Sirsi Corporation.",Carlsbad,800-876-5484,CA,United States,http://sirsidynix.com,86400,1902 Wright Place,Software—Application,Floor 2
