Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,goodWill,treasuryStock,otherAssets,cash,totalCurrentLiabilities,deferredLongTermAssetCharges,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,shortTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,deferredLongTermLiab,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,otherCashflowsFromInvestingActivities,issuanceOfStock,WC,language,region,quoteType,triggerable,quoteSourceName,currency,trailingPE,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,priceHint,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,messageBoardId,marketState,shortName,market,exchangeDataDelayedBy,exchange,esgPopulated,tradeable,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,website,maxAge,address1,fax,industry
t0,NA9.DE,-53515000.0,11576500,,,9774000,4862000,6438000,,24929000,9577000,9577000,9405000,-2144000,,,,2108000,115768000,106191000,90839000,197000,,7666000,6438000,10694000.0,331211000.0,56197000.0,69696000.0,392270000.0,11383000.0,8420000.0,72808000.0,10455000.0,99018000.0,-27994000.0,8112000.0,99180000.0,109356000.0,7554000.0,13818000.0,-27994000.0,60799000.0,210502000.0,3145000.0,2598000.0,99971000.0,166332000.0,333000.0,11913000.0,,0.0,-3840000.0,-3575000.0,-4878000.0,-13251000.0,-5945000.0,1217000.0,1556000.0,5537000.0,-1303000.0,2832000.0,-983000.0,,,101146000.0,en-US,US,EQUITY,False,Delayed Quote,EUR,26.111015,5.783,4.937,126.2,24.800003,0.1965135,101.532394,49.467606,0.48721007,1748051456,30.585377,15,Europe/Berlin,CEST,7200000,2,-1.6286645,149.0 - 155.0,153.5,150.5,151.0,finmb_689155829,REGULAR,NAGARRO SE  NA O.N.,de_market,0,GER,False,False,151.0,1630578351,-2.5,154.5,155.0,149.0,6601,XETRA,Nagarro SE,EUR,13333,25302,81.0,1.1571429,70.0 - 155.0,-4.0,-0.025806451,70.0,155.0,,,,155.0,70.0,126.2,101.53,13.33k,25.3k,11.58M,,6.35M,38.24%,26.93%,,,,,,,,,,,0.00%,,,,,"Dec 31, 2020","Mar 31, 2021",4.55%,12.31%,,,435.51M,127.04,4.30%,108.45M,59.22M,19.82M,5.78,27.20%,101.78M,8.94,238.32M,390.30,1.92,4.94,65.59M,,Value,81677,Technology,9750,"Nagarro SE, a digital engineering company, provides digital engineering and technology solutions in North America, Central Europe, rest of Europe, and internationally. The company offers digital product engineering services, including product architecture design, agile development, software development and IT operations, cloud migration, product management, user experience, and rapid prototyping; digital commerce and customer experience services comprising e-commerce solutions that enable clients to build multi-channel e-commerce businesses with a particular focus on next-generation customer experience; managed services; new generation enterprise resource planning consulting services; and third-party testing services. It serves customers in automotive, banking and financial services, energy and utilities, industry and automation, insurance, ISV, life sciences and healthcare, media and publishing, nonprofits and education, public sector, retail and CPG, telecom, and travel and logistics industries. The company was incorporated in 2020 and is based in Munich, Germany.",Munich,49 89 998421 0,Germany,http://www.nagarro.com,86400,Einsteinstrasse 172,49 89 998421 11,Information Technology Services
t-1,NA9.DE,-63081000.0,11576500,,,6444000,2728000,-910000,354000.0,27145000,12971000,12971000,8174000,-710000,,,,5532000,109109000,96138000,81964000,-6527000,,912000,-910000,11003000.0,340294000.0,43800000.0,29326000.0,386822000.0,11383000.0,988000.0,66369000.0,12562000.0,95878000.0,-33952000.0,11351000.0,107742000.0,116383000.0,7932000.0,5450000.0,-33952000.0,58125000.0,210346000.0,119000.0,1597000.0,95082000.0,168158000.0,127000.0,22196000.0,438000.0,0.0,-3499000.0,16759000.0,16847000.0,8908000.0,29035000.0,-240000.0,15928000.0,4428000.0,88000.0,2284000.0,-1401000.0,-1000.0,,93963000.0,en-US,US,EQUITY,False,Delayed Quote,EUR,26.111015,5.783,4.937,126.2,24.800003,0.1965135,101.532394,49.467606,0.48721007,1748051456,30.585377,15,Europe/Berlin,CEST,7200000,2,-1.6286645,149.0 - 155.0,153.5,150.5,151.0,finmb_689155829,REGULAR,NAGARRO SE  NA O.N.,de_market,0,GER,False,False,151.0,1630578351,-2.5,154.5,155.0,149.0,6601,XETRA,Nagarro SE,EUR,13333,25302,81.0,1.1571429,70.0 - 155.0,-4.0,-0.025806451,70.0,155.0,,,,155.0,70.0,126.2,101.53,13.33k,25.3k,11.58M,,6.35M,38.24%,26.93%,,,,,,,,,,,0.00%,,,,,"Dec 31, 2020","Mar 31, 2021",4.55%,12.31%,,,435.51M,127.04,4.30%,108.45M,59.22M,19.82M,5.78,27.20%,101.78M,8.94,238.32M,390.30,1.92,4.94,65.59M,,Value,81677,Technology,9750,"Nagarro SE, a digital engineering company, provides digital engineering and technology solutions in North America, Central Europe, rest of Europe, and internationally. The company offers digital product engineering services, including product architecture design, agile development, software development and IT operations, cloud migration, product management, user experience, and rapid prototyping; digital commerce and customer experience services comprising e-commerce solutions that enable clients to build multi-channel e-commerce businesses with a particular focus on next-generation customer experience; managed services; new generation enterprise resource planning consulting services; and third-party testing services. It serves customers in automotive, banking and financial services, energy and utilities, industry and automation, insurance, ISV, life sciences and healthcare, media and publishing, nonprofits and education, public sector, retail and CPG, telecom, and travel and logistics industries. The company was incorporated in 2020 and is based in Munich, Germany.",Munich,49 89 998421 0,Germany,http://www.nagarro.com,86400,Einsteinstrasse 172,49 89 998421 11,Information Technology Services
t-2,NA9.DE,-61139000.0,11576500,,,8153000,2728000,5061000,354000.0,26959000,9199000,9199000,11860000,-1163000,,,,2128000,110953000,101754000,83994000,-1046000,,6025000,5061000,,,50249000.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,-4413000.0,-2227000.0,-2321000.0,-8590000.0,-1054000.0,274000.0,5407000.0,5436000.0,-214000.0,3500000.0,-844000.0,-1000.0,120000.0,,en-US,US,EQUITY,False,Delayed Quote,EUR,26.111015,5.783,4.937,126.2,24.800003,0.1965135,101.532394,49.467606,0.48721007,1748051456,30.585377,15,Europe/Berlin,CEST,7200000,2,-1.6286645,149.0 - 155.0,153.5,150.5,151.0,finmb_689155829,REGULAR,NAGARRO SE  NA O.N.,de_market,0,GER,False,False,151.0,1630578351,-2.5,154.5,155.0,149.0,6601,XETRA,Nagarro SE,EUR,13333,25302,81.0,1.1571429,70.0 - 155.0,-4.0,-0.025806451,70.0,155.0,,,,155.0,70.0,126.2,101.53,13.33k,25.3k,11.58M,,6.35M,38.24%,26.93%,,,,,,,,,,,0.00%,,,,,"Dec 31, 2020","Mar 31, 2021",4.55%,12.31%,,,435.51M,127.04,4.30%,108.45M,59.22M,19.82M,5.78,27.20%,101.78M,8.94,238.32M,390.30,1.92,4.94,65.59M,,Value,81677,Technology,9750,"Nagarro SE, a digital engineering company, provides digital engineering and technology solutions in North America, Central Europe, rest of Europe, and internationally. The company offers digital product engineering services, including product architecture design, agile development, software development and IT operations, cloud migration, product management, user experience, and rapid prototyping; digital commerce and customer experience services comprising e-commerce solutions that enable clients to build multi-channel e-commerce businesses with a particular focus on next-generation customer experience; managed services; new generation enterprise resource planning consulting services; and third-party testing services. It serves customers in automotive, banking and financial services, energy and utilities, industry and automation, insurance, ISV, life sciences and healthcare, media and publishing, nonprofits and education, public sector, retail and CPG, telecom, and travel and logistics industries. The company was incorporated in 2020 and is based in Munich, Germany.",Munich,49 89 998421 0,Germany,http://www.nagarro.com,86400,Einsteinstrasse 172,49 89 998421 11,Information Technology Services
t-3,NA9.DE,-61139000.0,11576500,,,16221000,9693000,13383000,698000.0,27345000,9245000,9245000,12246000,-1205000,,,,386000,108772000,99527000,81427000,6976000,,15835000,13383000,8993000.0,282069000.0,50249000.0,31660000.0,342011000.0,50000.0,1258000.0,47922000.0,18660000.0,102395000.0,2277000.0,11193000.0,43758000.0,215933000.0,8332000.0,279000.0,2277000.0,62063000.0,157158000.0,209000.0,1098000.0,106501000.0,244000.0,9000.0,16055000.0,332000.0,0.0,-3320000.0,-7431000.0,-6130000.0,4203000.0,8891000.0,-149000.0,18490000.0,4690000.0,1301000.0,-4252000.0,-846000.0,-1000.0,120000.0,-58775000.0,en-US,US,EQUITY,False,Delayed Quote,EUR,26.111015,5.783,4.937,126.2,24.800003,0.1965135,101.532394,49.467606,0.48721007,1748051456,30.585377,15,Europe/Berlin,CEST,7200000,2,-1.6286645,149.0 - 155.0,153.5,150.5,151.0,finmb_689155829,REGULAR,NAGARRO SE  NA O.N.,de_market,0,GER,False,False,151.0,1630578351,-2.5,154.5,155.0,149.0,6601,XETRA,Nagarro SE,EUR,13333,25302,81.0,1.1571429,70.0 - 155.0,-4.0,-0.025806451,70.0,155.0,,,,155.0,70.0,126.2,101.53,13.33k,25.3k,11.58M,,6.35M,38.24%,26.93%,,,,,,,,,,,0.00%,,,,,"Dec 31, 2020","Mar 31, 2021",4.55%,12.31%,,,435.51M,127.04,4.30%,108.45M,59.22M,19.82M,5.78,27.20%,101.78M,8.94,238.32M,390.30,1.92,4.94,65.59M,,Value,81677,Technology,9750,"Nagarro SE, a digital engineering company, provides digital engineering and technology solutions in North America, Central Europe, rest of Europe, and internationally. The company offers digital product engineering services, including product architecture design, agile development, software development and IT operations, cloud migration, product management, user experience, and rapid prototyping; digital commerce and customer experience services comprising e-commerce solutions that enable clients to build multi-channel e-commerce businesses with a particular focus on next-generation customer experience; managed services; new generation enterprise resource planning consulting services; and third-party testing services. It serves customers in automotive, banking and financial services, energy and utilities, industry and automation, insurance, ISV, life sciences and healthcare, media and publishing, nonprofits and education, public sector, retail and CPG, telecom, and travel and logistics industries. The company was incorporated in 2020 and is based in Munich, Germany.",Munich,49 89 998421 0,Germany,http://www.nagarro.com,86400,Einsteinstrasse 172,49 89 998421 11,Information Technology Services
