Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,deferredLongTermLiab,otherCurrentLiab,totalAssets,otherCurrentAssets,retainedEarnings,otherLiab,goodWill,treasuryStock,otherAssets,cash,totalCurrentLiabilities,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,shortTermInvestments,netReceivables,longTermDebt,accountsPayable,investments,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,repurchaseOfStock,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,otherCashflowsFromInvestingActivities,changeToAccountReceivables,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,WC,language,region,quoteType,triggerable,quoteSourceName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,currency,exchange,marketCap,gmtOffSetMilliseconds,esgPopulated,tradeable,marketState,priceHint,regularMarketChangePercent,regularMarketDayRange,market,exchangeDataDelayedBy,shortName,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,forwardPE,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,"Shares Short (Jun 14, 2021) 4","Short Ratio (Jun 14, 2021) 4","Short % of Float (Jun 14, 2021) 4","Short % of Shares Outstanding (Jun 14, 2021) 4","Shares Short (prior month May 13, 2021) 4",Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,compensationRisk,auditRisk,longBusinessSummary,city,phone,state,shareHolderRightsRisk,compensationAsOfEpochDate,governanceEpochDate,boardRisk,country,website,maxAge,overallRisk,address1,industry
t0,DBX,-482000000.0,307708992,181200000,,46400000,,47600000,160100000,402300000,61000000,61000000,,-3100000,,,,-1200000,511600000,450600000,109300000,-14600000,,47600000,47600000,53000000.0,2420200000.0,3390300000.0,-83000000.0,44100000.0,641000000.0,3307300000.0,27100000.0,-2507800000.0,38000000.0,346000000.0,4600000.0,87600000.0,845500000.0,1074900000.0,4600000.0,786700000.0,2034000000.0,1070900000.0,50500000.0,1367400000.0,27700000.0,-269800000,39000000,-398800000,1364500000,814600000,-91200000,2900000,530600000,-467700000,-900000,115700000,34700000,3300000,-7100000,-85100000,84300000,-6900000,959100000.0,en-US,US,EQUITY,True,Nasdaq Real Time Price,31.79,1630503821,0.08000183,31.565,31.89,31.63,145283,USD,NMS,12425979904,-14400000,False,False,REGULAR,2,0.25229213,31.63 - 31.89,us_market,0,"Dropbox, Inc.",31.71,31.72,31.8,8,31,finmb_49093148,NasdaqGS,"Dropbox, Inc.",USD,4629506,2872083,14.135,0.80062306,17.655 - 33.0,-1.2099991,-0.03666664,17.655,33.0,1620331200,1635937140,1636372800,-0.606,1.52,1.45,21.924137,-0.213,31.12,0.6700001,0.021529565,27.912573,3.877428,0.13891332,20.914474,-149.24883,15,America/New_York,EDT,0.89,,,33.0,17.66,31.12,27.91,4.63M,2.87M,307.71M,,286.84M,4.74%,88.37%,27.66M,4.12,9.42%,7.08%,24.56M,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",-12.59%,7.89%,3.22%,-69.14%,1.97B,4.81,12.40%,1.5B,309.9M,-248M,-0.61,21.10%,1.92B,4.94,2.47B,,1.89,-0.21,633.2M,554.72M,Value,94158,Technology,2760,9,2,"Dropbox, Inc. provides a collaboration platform worldwide. Its platform allows individuals, teams, and organizations to collaborate and sign up for free through its website or app, as well as upgrade to a paid subscription plan for premium features. As of December 31, 2020, the company had approximately 700 million registered users across 180 countries. The company was formerly known as Evenflow, Inc. and changed its name to Dropbox, Inc. in October 2009. Dropbox, Inc. was incorporated in 2007 and is headquartered in San Francisco, California.",San Francisco,415 857 6800,CA,10,1609372800,1622505600,7,United States,http://www.dropbox.com,86400,9,1800 Owens Street,Software—Infrastructure
t-1,DBX,63400000.0,307708992,176600000,,-345500000,,-345800000,170100000,398300000,51600000,51600000,,-10800000,,,,300000,504100000,452500000,105800000,-397100000,,-345800000,-345800000,33500000.0,2564300000.0,2053400000.0,333800000.0,47300000.0,610500000.0,2387200000.0,26700000.0,-2241400000.0,34400000.0,236900000.0,10900000.0,80100000.0,314900000.0,1087800000.0,10900000.0,809200000.0,1227500000.0,806400000.0,46100000.0,,18700000.0,-34400000,700000,-42000000,-24600000,-269800000,-3200000,700000,-137800000,-245900000,3300000,170700000,38800000,4900000,7400000,-85100000,465900000,-12300000,139700000.0,en-US,US,EQUITY,True,Nasdaq Real Time Price,31.79,1630503821,0.08000183,31.565,31.89,31.63,145283,USD,NMS,12425979904,-14400000,False,False,REGULAR,2,0.25229213,31.63 - 31.89,us_market,0,"Dropbox, Inc.",31.71,31.72,31.8,8,31,finmb_49093148,NasdaqGS,"Dropbox, Inc.",USD,4629506,2872083,14.135,0.80062306,17.655 - 33.0,-1.2099991,-0.03666664,17.655,33.0,1620331200,1635937140,1636372800,-0.606,1.52,1.45,21.924137,-0.213,31.12,0.6700001,0.021529565,27.912573,3.877428,0.13891332,20.914474,-149.24883,15,America/New_York,EDT,0.89,,,33.0,17.66,31.12,27.91,4.63M,2.87M,307.71M,,286.84M,4.74%,88.37%,27.66M,4.12,9.42%,7.08%,24.56M,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",-12.59%,7.89%,3.22%,-69.14%,1.97B,4.81,12.40%,1.5B,309.9M,-248M,-0.61,21.10%,1.92B,4.94,2.47B,,1.89,-0.21,633.2M,554.72M,Value,94158,Technology,2760,9,2,"Dropbox, Inc. provides a collaboration platform worldwide. Its platform allows individuals, teams, and organizations to collaborate and sign up for free through its website or app, as well as upgrade to a paid subscription plan for premium features. As of December 31, 2020, the company had approximately 700 million registered users across 180 countries. The company was formerly known as Evenflow, Inc. and changed its name to Dropbox, Inc. in October 2009. Dropbox, Inc. was incorporated in 2007 and is headquartered in San Francisco, California.",San Francisco,415 857 6800,CA,10,1609372800,1622505600,7,United States,http://www.dropbox.com,86400,9,1800 Owens Street,Software—Infrastructure
t-2,DBX,580000000.0,307708992,183300000,,33600000,,32700000,170900000,384200000,30000000,30000000,,-10800000,,,,900000,487400000,457400000,103200000,3600000,,32700000,32700000,37000000.0,2608800000.0,2011000000.0,851300000.0,48200000.0,598600000.0,2862300000.0,25300000.0,-1764300000.0,37400000.0,234300000.0,6800000.0,66500000.0,452700000.0,1026900000.0,6800000.0,1194300000.0,1330200000.0,773800000.0,49600000.0,,29500000.0,8800000,18600000,-2000000,-21500000,-81700000,31200000,100000,118600000,-60000000,1400000,200900000,40900000,3100000,-4100000,-300000,74900000,-13900000,303300000.0,en-US,US,EQUITY,True,Nasdaq Real Time Price,31.79,1630503821,0.08000183,31.565,31.89,31.63,145283,USD,NMS,12425979904,-14400000,False,False,REGULAR,2,0.25229213,31.63 - 31.89,us_market,0,"Dropbox, Inc.",31.71,31.72,31.8,8,31,finmb_49093148,NasdaqGS,"Dropbox, Inc.",USD,4629506,2872083,14.135,0.80062306,17.655 - 33.0,-1.2099991,-0.03666664,17.655,33.0,1620331200,1635937140,1636372800,-0.606,1.52,1.45,21.924137,-0.213,31.12,0.6700001,0.021529565,27.912573,3.877428,0.13891332,20.914474,-149.24883,15,America/New_York,EDT,0.89,,,33.0,17.66,31.12,27.91,4.63M,2.87M,307.71M,,286.84M,4.74%,88.37%,27.66M,4.12,9.42%,7.08%,24.56M,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",-12.59%,7.89%,3.22%,-69.14%,1.97B,4.81,12.40%,1.5B,309.9M,-248M,-0.61,21.10%,1.92B,4.94,2.47B,,1.89,-0.21,633.2M,554.72M,Value,94158,Technology,2760,9,2,"Dropbox, Inc. provides a collaboration platform worldwide. Its platform allows individuals, teams, and organizations to collaborate and sign up for free through its website or app, as well as upgrade to a paid subscription plan for premium features. As of December 31, 2020, the company had approximately 700 million registered users across 180 countries. The company was formerly known as Evenflow, Inc. and changed its name to Dropbox, Inc. in October 2009. Dropbox, Inc. was incorporated in 2007 and is headquartered in San Francisco, California.",San Francisco,415 857 6800,CA,10,1609372800,1622505600,7,United States,http://www.dropbox.com,86400,9,1800 Owens Street,Software—Infrastructure
t-3,DBX,528200000.0,307708992,185800000,,21900000,,17500000,166300000,364900000,12800000,12800000,,-10800000,,,,4400000,467400000,454600000,102500000,9100000,,17500000,17500000,40500000.0,2560400000.0,1938900000.0,803400000.0,46700000.0,583500000.0,2742300000.0,24900000.0,-1764400000.0,33700000.0,234700000.0,7400000.0,67600000.0,334100000.0,981800000.0,7400000.0,1177200000.0,1222300000.0,783500000.0,45600000.0,,26300000.0,-157300000,1500000,-177900000,-21700000,-121900000,19900000,800000,-152300000,-100900000,1600000,145900000,40100000,5500000,-7600000,-100000,68800000,-26100000,240500000.0,en-US,US,EQUITY,True,Nasdaq Real Time Price,31.79,1630503821,0.08000183,31.565,31.89,31.63,145283,USD,NMS,12425979904,-14400000,False,False,REGULAR,2,0.25229213,31.63 - 31.89,us_market,0,"Dropbox, Inc.",31.71,31.72,31.8,8,31,finmb_49093148,NasdaqGS,"Dropbox, Inc.",USD,4629506,2872083,14.135,0.80062306,17.655 - 33.0,-1.2099991,-0.03666664,17.655,33.0,1620331200,1635937140,1636372800,-0.606,1.52,1.45,21.924137,-0.213,31.12,0.6700001,0.021529565,27.912573,3.877428,0.13891332,20.914474,-149.24883,15,America/New_York,EDT,0.89,,,33.0,17.66,31.12,27.91,4.63M,2.87M,307.71M,,286.84M,4.74%,88.37%,27.66M,4.12,9.42%,7.08%,24.56M,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",-12.59%,7.89%,3.22%,-69.14%,1.97B,4.81,12.40%,1.5B,309.9M,-248M,-0.61,21.10%,1.92B,4.94,2.47B,,1.89,-0.21,633.2M,554.72M,Value,94158,Technology,2760,9,2,"Dropbox, Inc. provides a collaboration platform worldwide. Its platform allows individuals, teams, and organizations to collaborate and sign up for free through its website or app, as well as upgrade to a paid subscription plan for premium features. As of December 31, 2020, the company had approximately 700 million registered users across 180 countries. The company was formerly known as Evenflow, Inc. and changed its name to Dropbox, Inc. in October 2009. Dropbox, Inc. was incorporated in 2007 and is headquartered in San Francisco, California.",San Francisco,415 857 6800,CA,10,1609372800,1622505600,7,United States,http://www.dropbox.com,86400,9,1800 Owens Street,Software—Infrastructure
