Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,deferredLongTermLiab,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,treasuryStock,otherAssets,cash,totalCurrentLiabilities,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netReceivables,inventory,accountsPayable,longTermDebt,investments,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,otherCashflowsFromInvestingActivities,changeToInventory,changeToAccountReceivables,changeToNetincome,capitalExpenditures,issuanceOfStock,WC,language,region,quoteType,triggerable,quoteSourceName,currency,shortName,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,marketState,exchangeDataDelayedBy,priceHint,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,exchange,market,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,trailingPE,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,compensationAsOfEpochDate,country,maxAge,address1,fax,industry,address2
t0,IICN,2297376.0,68791504,,,309736,,309736,751122,1354530,218419,218419,,-67340,,,,0,2607184,2388765,1252654,91317,,309736,309736,3220034.0,8701938.0,6896005.0,5517410.0,26122.0,936924.0,12413415.0,68791.0,359108.0,-3757182.0,503863.0,103396.0,438799.0,6896005.0,503863.0,1386547.0,5789593.0,1913845.0,3671346.0,1320340.0,1295405.0,,10530.0,-808532.0,70902.0,1975563.0,1975563.0,-956668.0,-14498.0,-556888.0,-1504075.0,384989.0,-44340.0,-498781.0,20465.0,44716.0,-47254.0,,-1106412.0,en-US,US,EQUITY,False,Delayed Quote,USD,CHINA INTELLIGENCE INFORMATION ,0.7308841,8915379,1.6200001,15,America/New_York,EDT,-14400000,False,False,PRE,0,4,0.1296,1630525625,-0.050400004,0.0781,0.18,0.0781,4878,PNK,us_market,-28.0,0.0781 - 0.18,0.18,0.0,0.0,0,0,finmb_30190498,Other OTC,"China Intelligence Information Systems, Inc.",USD,27250,7774,0.1106,5.821053,0.019 - 0.2337,-0.104100004,-0.4454429,0.019,0.2337,2.8173914,0.046,0.08,0.158575,-0.028974995,-0.18272108,0.074875034,0.05472497,0.82,,,0.2337,0.019,0.1586,0.0749,27.25k,7.77k,68.79M,,,,,,,,,,,,,,,0.00%,,,3:1,"Sep 06, 2006","Dec 30, 2010","Mar 30, 2011",28.79%,18.02%,11.80%,156.96%,10.66M,0.16,124.70%,4.64M,3.03M,3.07M,0.0460,,438.8k,0.01,4.57M,82.89,0.84,0.08,250.76k,-2.2M,Value,250101,Technology,90,"China Intelligence Information Systems, Inc. develops and provides virtualization and cloud computing solutions and services in China. It offers virtualization technology related hardware products, software products, and services. The company develops and promotes server virtualization technology; and offers virtual desktop infrastructures, disaster tolerance backup and management technology under virtualization infrastructure, information technology outsourcing services of virtualization products and technology, and info-security storage products. It is also involved in the development and promotion of cloud computing platform; and provision of cloud computing products and consultation, and solution services for large-scale enterprises and government departments, as well as cloud computing services for SME and individuals. The company was formerly known as China VoIP & Digital Telecom Inc. and changed its name to China Intelligence Information Systems, Inc. in November 2010. China Intelligence Information Systems, Inc. was founded in 2001 and is based in Jinan, China.",Jinan,86 531 5558 5726,1293753600,China,86400,No.11 Building,86 531 8887 6660,Software—Application,"11th Floor Shuntai Square, No. 2000 Shunhua Road High-tech Industrial Development Zone"
t-1,IICN,2186178.0,68791504,,,-1983464,,-1983464,1768434,2135581,-61608,-61608,,-70545,,,,0,3612127,3673735,1476546,-1921856,,-1983464,-1983464,3540511.0,9712938.0,5762803.0,5726689.0,28555.0,996571.0,11489492.0,69791.0,1655842.0,-4066918.0,10878.0,105828.0,453297.0,5762803.0,10878.0,1378748.0,4540030.0,1924375.0,1614720.0,816171.0,2096565.0,,8485.0,-19357.0,-57730.0,-1470115.0,-1470113.0,-962221.0,4003.0,172986.0,1358860.0,685143.0,75077.0,-332029.0,1367714.0,1296810.0,-31536.0,2.0,-1222773.0,en-US,US,EQUITY,False,Delayed Quote,USD,CHINA INTELLIGENCE INFORMATION ,0.7308841,8915379,1.6200001,15,America/New_York,EDT,-14400000,False,False,PRE,0,4,0.1296,1630525625,-0.050400004,0.0781,0.18,0.0781,4878,PNK,us_market,-28.0,0.0781 - 0.18,0.18,0.0,0.0,0,0,finmb_30190498,Other OTC,"China Intelligence Information Systems, Inc.",USD,27250,7774,0.1106,5.821053,0.019 - 0.2337,-0.104100004,-0.4454429,0.019,0.2337,2.8173914,0.046,0.08,0.158575,-0.028974995,-0.18272108,0.074875034,0.05472497,0.82,,,0.2337,0.019,0.1586,0.0749,27.25k,7.77k,68.79M,,,,,,,,,,,,,,,0.00%,,,3:1,"Sep 06, 2006","Dec 30, 2010","Mar 30, 2011",28.79%,18.02%,11.80%,156.96%,10.66M,0.16,124.70%,4.64M,3.03M,3.07M,0.0460,,438.8k,0.01,4.57M,82.89,0.84,0.08,250.76k,-2.2M,Value,250101,Technology,90,"China Intelligence Information Systems, Inc. develops and provides virtualization and cloud computing solutions and services in China. It offers virtualization technology related hardware products, software products, and services. The company develops and promotes server virtualization technology; and offers virtual desktop infrastructures, disaster tolerance backup and management technology under virtualization infrastructure, information technology outsourcing services of virtualization products and technology, and info-security storage products. It is also involved in the development and promotion of cloud computing platform; and provision of cloud computing products and consultation, and solution services for large-scale enterprises and government departments, as well as cloud computing services for SME and individuals. The company was formerly known as China VoIP & Digital Telecom Inc. and changed its name to China Intelligence Information Systems, Inc. in November 2010. China Intelligence Information Systems, Inc. was founded in 2001 and is based in Jinan, China.",Jinan,86 531 5558 5726,1293753600,China,86400,No.11 Building,86 531 8887 6660,Software—Application,"11th Floor Shuntai Square, No. 2000 Shunhua Road High-tech Industrial Development Zone"
t-2,IICN,1345419.0,68791504,,,2690387,,2690387,144592,1921601,2747556,2747556,,-56871,,,,0,3388676,641120,1467075,-57169,,2690387,2690387,4010966.0,7459247.0,7374690.0,5356385.0,30968.0,1205536.0,12731075.0,69791.0,1033539.0,-2172377.0,-276.0,107007.0,449294.0,5881729.0,-276.0,1434249.0,5245993.0,1932860.0,2975610.0,625329.0,2099889.0,1492961.0,-1932860.0,1271828.0,-2416079.0,-2075287.0,-474287.0,782319.0,-562193.0,55848.0,2272325.0,-204148.0,209032.0,23576.0,-1144237.0,-1324808.0,-169287.0,1601000.0,-635736.0,en-US,US,EQUITY,False,Delayed Quote,USD,CHINA INTELLIGENCE INFORMATION ,0.7308841,8915379,1.6200001,15,America/New_York,EDT,-14400000,False,False,PRE,0,4,0.1296,1630525625,-0.050400004,0.0781,0.18,0.0781,4878,PNK,us_market,-28.0,0.0781 - 0.18,0.18,0.0,0.0,0,0,finmb_30190498,Other OTC,"China Intelligence Information Systems, Inc.",USD,27250,7774,0.1106,5.821053,0.019 - 0.2337,-0.104100004,-0.4454429,0.019,0.2337,2.8173914,0.046,0.08,0.158575,-0.028974995,-0.18272108,0.074875034,0.05472497,0.82,,,0.2337,0.019,0.1586,0.0749,27.25k,7.77k,68.79M,,,,,,,,,,,,,,,0.00%,,,3:1,"Sep 06, 2006","Dec 30, 2010","Mar 30, 2011",28.79%,18.02%,11.80%,156.96%,10.66M,0.16,124.70%,4.64M,3.03M,3.07M,0.0460,,438.8k,0.01,4.57M,82.89,0.84,0.08,250.76k,-2.2M,Value,250101,Technology,90,"China Intelligence Information Systems, Inc. develops and provides virtualization and cloud computing solutions and services in China. It offers virtualization technology related hardware products, software products, and services. The company develops and promotes server virtualization technology; and offers virtual desktop infrastructures, disaster tolerance backup and management technology under virtualization infrastructure, information technology outsourcing services of virtualization products and technology, and info-security storage products. It is also involved in the development and promotion of cloud computing platform; and provision of cloud computing products and consultation, and solution services for large-scale enterprises and government departments, as well as cloud computing services for SME and individuals. The company was formerly known as China VoIP & Digital Telecom Inc. and changed its name to China Intelligence Information Systems, Inc. in November 2010. China Intelligence Information Systems, Inc. was founded in 2001 and is based in Jinan, China.",Jinan,86 531 5558 5726,1293753600,China,86400,No.11 Building,86 531 8887 6660,Software—Application,"11th Floor Shuntai Square, No. 2000 Shunhua Road High-tech Industrial Development Zone"
t-3,IICN,440523.0,68791504,,,-111730,,-111730,1108334,376186,-984087,-984087,,-62716,,,,0,1047980,2032067,671794,872357,,-111730,-111730,421306.0,6039773.0,7580097.0,861829.0,29311.0,3745197.0,8441926.0,63961.0,1155543.0,-4773838.0,-468067.0,104116.0,1011487.0,7580097.0,-468067.0,1151083.0,6765421.0,,3884512.0,639708.0,794627.0,,-1932860.0,301357.0,292285.0,-1140980.0,1389020.0,-2546788.0,87514.0,282561.0,-1876352.0,247352.0,-232481.0,57268.0,-808103.0,979706.0,-114882.0,2530000.0,-814676.0,en-US,US,EQUITY,False,Delayed Quote,USD,CHINA INTELLIGENCE INFORMATION ,0.7308841,8915379,1.6200001,15,America/New_York,EDT,-14400000,False,False,PRE,0,4,0.1296,1630525625,-0.050400004,0.0781,0.18,0.0781,4878,PNK,us_market,-28.0,0.0781 - 0.18,0.18,0.0,0.0,0,0,finmb_30190498,Other OTC,"China Intelligence Information Systems, Inc.",USD,27250,7774,0.1106,5.821053,0.019 - 0.2337,-0.104100004,-0.4454429,0.019,0.2337,2.8173914,0.046,0.08,0.158575,-0.028974995,-0.18272108,0.074875034,0.05472497,0.82,,,0.2337,0.019,0.1586,0.0749,27.25k,7.77k,68.79M,,,,,,,,,,,,,,,0.00%,,,3:1,"Sep 06, 2006","Dec 30, 2010","Mar 30, 2011",28.79%,18.02%,11.80%,156.96%,10.66M,0.16,124.70%,4.64M,3.03M,3.07M,0.0460,,438.8k,0.01,4.57M,82.89,0.84,0.08,250.76k,-2.2M,Value,250101,Technology,90,"China Intelligence Information Systems, Inc. develops and provides virtualization and cloud computing solutions and services in China. It offers virtualization technology related hardware products, software products, and services. The company develops and promotes server virtualization technology; and offers virtual desktop infrastructures, disaster tolerance backup and management technology under virtualization infrastructure, information technology outsourcing services of virtualization products and technology, and info-security storage products. It is also involved in the development and promotion of cloud computing platform; and provision of cloud computing products and consultation, and solution services for large-scale enterprises and government departments, as well as cloud computing services for SME and individuals. The company was formerly known as China VoIP & Digital Telecom Inc. and changed its name to China Intelligence Information Systems, Inc. in November 2010. China Intelligence Information Systems, Inc. was founded in 2001 and is based in Jinan, China.",Jinan,86 531 5558 5726,1293753600,China,86400,No.11 Building,86 531 8887 6660,Software—Application,"11th Floor Shuntai Square, No. 2000 Shunhua Road High-tech Industrial Development Zone"
