Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,totalLiab,totalStockholderEquity,totalAssets,commonStock,retainedEarnings,treasuryStock,cash,totalCurrentLiabilities,otherStockholderEquity,totalCurrentAssets,shortTermInvestments,netReceivables,accountsPayable,changeToLiabilities,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,effectOfExchangeRate,totalCashFromOperatingActivities,changeToNetincome,otherCashflowsFromFinancingActivities,investments,totalCashflowsFromInvestingActivities,WC,language,region,quoteType,triggerable,quoteSourceName,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,gmtOffSetMilliseconds,esgPopulated,tradeable,currency,marketState,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,shortName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,exchangeDataDelayedBy,exchange,priceHint,market,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,state,country,website,maxAge,address1,industry,address2
t0,GTAGF,6979999,168527008,,,-1400450,,-1400450,585304,-753267,-1338571,-1338571,,,,,,0,0,1338571,753267,-61879,,-1400450,-1400450,298953,6979999,7278952,22209695,-22028118,6798422,6631698,298953,6798422,7278952,175260,330206,298953,-479546.0,255814.0,-153866.0,255814.0,-1769459.0,-3546.0,-2021727.0,12135.0,,,,6979999,en-US,US,EQUITY,False,Delayed Quote,-1.7865505,0.2043 - 0.215,0.21382,finmb_876487,Other OTC,Golden Tag Resources Ltd.,CAD,111075,73042,0.03999999,0.23529406,0.17 - 0.6,-0.39000005,-0.65000004,0.17,0.6,-14400000,False,False,USD,PREPRE,-0.036,0.041,0.20685714,0.0031428486,0.015193329,0.29369566,-0.083695665,-0.28497413,35390672,5.121951,15,America/New_York,EDT,GOLDEN TAG RESOURCES,0.21,1630523405,-0.003820002,0.215,0.215,0.2043,112202,0,PNK,4,us_market,2.59,,,0.6,0.17,0.2069,0.2937,111.08k,73.04k,168.53M,,133.4M,27.82%,0.14%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",0.00%,0.00%,-88.81%,-151.94%,,,,-246.61k,,-6.35M,-0.0360,,6.81M,0.04,,,24.35,0.04,-3.59M,-860.49k,Value,M5H 4E3,Basic Materials,"Golden Tag Resources Ltd., a mineral resource exploration company, engages in the acquisition, exploration, and development of mineral properties. It explores for silver, zinc, copper, lead, and gold deposits. The company holds a 100% interest in the San Diego property that consists of 4 mining concessions covering an area of 91.65 hectares located in Durango State, Mexico. Golden Tag Resources Ltd. was incorporated in 1995 and is headquartered in Toronto, Canada.",Toronto,416 504 2024,ON,Canada,http://www.goldentag.ca,86400,Bay Adelaide Centre - East Tower,Other Industrial Metals & Mining,22 Adelaide Street West Suite 2020
t-1,GTAGF,8122294,168527008,,,-1305903,,-1305903,1042882,-162093,-1287560,-1287560,,-5064.0,,,,0,0,1287560,162093,-18343,,-1305903,-1305903,778499,8122294,8900793,21896373,-20627668,6853589,8401157,778499,6853589,8900793,181508,185411,778499,599321.0,127090.0,-97872.0,137500.0,-624920.0,-10849.0,-741161.0,63293.0,-10410.0,,,8122294,en-US,US,EQUITY,False,Delayed Quote,-1.7865505,0.2043 - 0.215,0.21382,finmb_876487,Other OTC,Golden Tag Resources Ltd.,CAD,111075,73042,0.03999999,0.23529406,0.17 - 0.6,-0.39000005,-0.65000004,0.17,0.6,-14400000,False,False,USD,PREPRE,-0.036,0.041,0.20685714,0.0031428486,0.015193329,0.29369566,-0.083695665,-0.28497413,35390672,5.121951,15,America/New_York,EDT,GOLDEN TAG RESOURCES,0.21,1630523405,-0.003820002,0.215,0.215,0.2043,112202,0,PNK,4,us_market,2.59,,,0.6,0.17,0.2069,0.2937,111.08k,73.04k,168.53M,,133.4M,27.82%,0.14%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",0.00%,0.00%,-88.81%,-151.94%,,,,-246.61k,,-6.35M,-0.0360,,6.81M,0.04,,,24.35,0.04,-3.59M,-860.49k,Value,M5H 4E3,Basic Materials,"Golden Tag Resources Ltd., a mineral resource exploration company, engages in the acquisition, exploration, and development of mineral properties. It explores for silver, zinc, copper, lead, and gold deposits. The company holds a 100% interest in the San Diego property that consists of 4 mining concessions covering an area of 91.65 hectares located in Durango State, Mexico. Golden Tag Resources Ltd. was incorporated in 1995 and is headquartered in Toronto, Canada.",Toronto,416 504 2024,ON,Canada,http://www.goldentag.ca,86400,Bay Adelaide Centre - East Tower,Other Industrial Metals & Mining,22 Adelaide Street West Suite 2020
t-2,GTAGF,9223431,168527008,,,-3245148,,-3245148,454527,-19179,-3199525,-3199525,,-5064.0,,,,0,0,3199525,19179,-45623,,-3245148,-3245148,179178,9223431,9402609,21708822,-19321765,6836374,9026077,179178,6836374,9402609,156276,135057,179178,56963.0,7534290.0,-144727.0,7980300.0,6937787.0,-10849.0,-596503.0,2736409.0,-446010.0,,,9223431,en-US,US,EQUITY,False,Delayed Quote,-1.7865505,0.2043 - 0.215,0.21382,finmb_876487,Other OTC,Golden Tag Resources Ltd.,CAD,111075,73042,0.03999999,0.23529406,0.17 - 0.6,-0.39000005,-0.65000004,0.17,0.6,-14400000,False,False,USD,PREPRE,-0.036,0.041,0.20685714,0.0031428486,0.015193329,0.29369566,-0.083695665,-0.28497413,35390672,5.121951,15,America/New_York,EDT,GOLDEN TAG RESOURCES,0.21,1630523405,-0.003820002,0.215,0.215,0.2043,112202,0,PNK,4,us_market,2.59,,,0.6,0.17,0.2069,0.2937,111.08k,73.04k,168.53M,,133.4M,27.82%,0.14%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",0.00%,0.00%,-88.81%,-151.94%,,,,-246.61k,,-6.35M,-0.0360,,6.81M,0.04,,,24.35,0.04,-3.59M,-860.49k,Value,M5H 4E3,Basic Materials,"Golden Tag Resources Ltd., a mineral resource exploration company, engages in the acquisition, exploration, and development of mineral properties. It explores for silver, zinc, copper, lead, and gold deposits. The company holds a 100% interest in the San Diego property that consists of 4 mining concessions covering an area of 91.65 hectares located in Durango State, Mexico. Golden Tag Resources Ltd. was incorporated in 1995 and is headquartered in Toronto, Canada.",Toronto,416 504 2024,ON,Canada,http://www.goldentag.ca,86400,Bay Adelaide Centre - East Tower,Other Industrial Metals & Mining,22 Adelaide Street West Suite 2020
t-3,GTAGF,2214688,168527008,,,-396257,,-396257,281246,-18023,-474422,-474422,,-5064.0,,,,0,0,474422,18023,78165,,-396257,-396257,122215,2214688,2336903,15907947,-16099465,2406206,2088290,122215,2406206,2336903,173084,75529,122215,91133.0,1060291.0,-14752.0,1125000.0,825501.0,-10849.0,-234791.0,85085.0,-64709.0,1.0,1.0,2214688,en-US,US,EQUITY,False,Delayed Quote,-1.7865505,0.2043 - 0.215,0.21382,finmb_876487,Other OTC,Golden Tag Resources Ltd.,CAD,111075,73042,0.03999999,0.23529406,0.17 - 0.6,-0.39000005,-0.65000004,0.17,0.6,-14400000,False,False,USD,PREPRE,-0.036,0.041,0.20685714,0.0031428486,0.015193329,0.29369566,-0.083695665,-0.28497413,35390672,5.121951,15,America/New_York,EDT,GOLDEN TAG RESOURCES,0.21,1630523405,-0.003820002,0.215,0.215,0.2043,112202,0,PNK,4,us_market,2.59,,,0.6,0.17,0.2069,0.2937,111.08k,73.04k,168.53M,,133.4M,27.82%,0.14%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",0.00%,0.00%,-88.81%,-151.94%,,,,-246.61k,,-6.35M,-0.0360,,6.81M,0.04,,,24.35,0.04,-3.59M,-860.49k,Value,M5H 4E3,Basic Materials,"Golden Tag Resources Ltd., a mineral resource exploration company, engages in the acquisition, exploration, and development of mineral properties. It explores for silver, zinc, copper, lead, and gold deposits. The company holds a 100% interest in the San Diego property that consists of 4 mining concessions covering an area of 91.65 hectares located in Durango State, Mexico. Golden Tag Resources Ltd. was incorporated in 1995 and is headquartered in Toronto, Canada.",Toronto,416 504 2024,ON,Canada,http://www.goldentag.ca,86400,Bay Adelaide Centre - East Tower,Other Industrial Metals & Mining,22 Adelaide Street West Suite 2020
