Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,retainedEarnings,otherLiab,treasuryStock,cash,totalCurrentLiabilities,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,shortTermInvestments,netReceivables,accountsPayable,investments,changeToLiabilities,totalCashflowsFromInvestingActivities,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,totalCashFromOperatingActivities,changeToAccountReceivables,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,otherCashflowsFromInvestingActivities,WC,language,region,quoteType,triggerable,quoteSourceName,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,currency,esgPopulated,tradeable,market,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,marketState,shortName,exchange,exchangeDataDelayedBy,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,priceHint,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,fax,industry,address2
t0,GTBAF,72630746.0,57005400,,,-1362121,,-6279487,2618850,0,-2618850,-2618850,,-118498,,,,4917366,0,2618850,0,1256729,,-6279487,-6279487,17842327.0,13909291.0,72630746.0,7718734.0,86540037.0,89524230.0,-34753849.0,3259847.0,18038.0,39356165.0,10649444.0,18038.0,45077662.0,41404875.0,57500.0,719100.0,1070350.0,2078678.0,-57500.0,544217.0,-7262299.0,487448.0,188940.0,487166.0,-7653175.0,-878324.0,-351923.0,282.0,5019929.0,-7204799.0,,30755431.0,en-US,US,EQUITY,False,Delayed Quote,-0.83876234,10.6359 - 10.76,10.73,finmb_30120511,Other OTC,Great Bear Resources Ltd.,CAD,13095,7871,0.5600004,0.055555597,10.08 - 14.89,-4.25,-0.28542647,10.08,14.89,USD,False,False,us_market,10.64,1630526151,-0.0899992,10.75,10.76,10.6359,4271,PREPRE,GREAT BEAR RESOURCES LTD,PNK,0,11.137143,-0.4971428,-0.04463827,11.978261,-1.3382607,-0.111724116,607659968,15,America/New_York,EDT,-14400000,2,0.22,,,14.89,10.08,11.14,11.98,13.1k,7.87k,57.01M,,50.09M,10.10%,23.85%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Dec 30, 2020",0.00%,0.00%,-9.34%,-15.53%,,,,,,-9M,,,40.08M,0.76,,,3.89,,-3.31M,-17.33M,Value,V6C 2V6,Basic Materials,"Great Bear Resources Ltd. operates as a mineral exploration company in Canada. The company primarily explores for gold. Its flagship property is the Dixie project covering an area of 9,140 hectares located in the Red Lake district of Ontario. The company was formerly known as Great Bear Uranium Corp. and changed its name to Great Bear Resources Ltd. in January 2010. Great Bear Resources Ltd. was incorporated in 2001 and is headquartered in Vancouver, Canada.",Vancouver,604 646 8354,BC,1577750400,Canada,http://www.greatbearresources.ca,86400,800 West Pender Street,604 646 4526,Other Industrial Metals & Mining,Suite 1020
t-1,GTBAF,74285230.0,57005400,,,1600798,,1600798,525686,0,-525686,-525686,,-118498,,,,0,0,525686,0,2126484,,1600798,1600798,16108142.0,12714703.0,74285230.0,9931210.0,86999933.0,86797649.0,-28474362.0,,-146199.0,47009340.0,12714703.0,-146199.0,38245867.0,48754066.0,,578100.0,718427.0,2636798.0,-57500.0,-541558.0,-4569651.0,3869018.0,-299849.0,3891657.0,-1926444.0,-1225811.0,-8649.0,-22639.0,-1976553.0,-4569651.0,,36039363.0,en-US,US,EQUITY,False,Delayed Quote,-0.83876234,10.6359 - 10.76,10.73,finmb_30120511,Other OTC,Great Bear Resources Ltd.,CAD,13095,7871,0.5600004,0.055555597,10.08 - 14.89,-4.25,-0.28542647,10.08,14.89,USD,False,False,us_market,10.64,1630526151,-0.0899992,10.75,10.76,10.6359,4271,PREPRE,GREAT BEAR RESOURCES LTD,PNK,0,11.137143,-0.4971428,-0.04463827,11.978261,-1.3382607,-0.111724116,607659968,15,America/New_York,EDT,-14400000,2,0.22,,,14.89,10.08,11.14,11.98,13.1k,7.87k,57.01M,,50.09M,10.10%,23.85%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Dec 30, 2020",0.00%,0.00%,-9.34%,-15.53%,,,,,,-9M,,,40.08M,0.76,,,3.89,,-3.31M,-17.33M,Value,V6C 2V6,Basic Materials,"Great Bear Resources Ltd. operates as a mineral exploration company in Canada. The company primarily explores for gold. Its flagship property is the Dixie project covering an area of 9,140 hectares located in the Red Lake district of Ontario. The company was formerly known as Great Bear Uranium Corp. and changed its name to Great Bear Resources Ltd. in January 2010. Great Bear Resources Ltd. was incorporated in 2001 and is headquartered in Vancouver, Canada.",Vancouver,604 646 8354,BC,1577750400,Canada,http://www.greatbearresources.ca,86400,800 West Pender Street,604 646 4526,Other Industrial Metals & Mining,Suite 1020
t-2,GTBAF,68186551.0,57005400,,,-26877,,-26877,6349649,0,-1440937,-1440937,,-118498,,,,0,0,1440937,0,1414060,,-26877,-26877,,13570836.0,68186551.0,11664445.0,81757387.0,81174106.0,-31986363.0,,18998808.0,48935784.0,13570836.0,18998808.0,31620975.0,50136412.0,,342500.0,709778.0,1696666.0,-57500.0,1257678.0,-6408683.0,31905070.0,266109.0,34117877.0,25948896.0,452509.0,-184218.0,-2212807.0,-932704.0,-5958683.0,-450000.0,36565576.0,en-US,US,EQUITY,False,Delayed Quote,-0.83876234,10.6359 - 10.76,10.73,finmb_30120511,Other OTC,Great Bear Resources Ltd.,CAD,13095,7871,0.5600004,0.055555597,10.08 - 14.89,-4.25,-0.28542647,10.08,14.89,USD,False,False,us_market,10.64,1630526151,-0.0899992,10.75,10.76,10.6359,4271,PREPRE,GREAT BEAR RESOURCES LTD,PNK,0,11.137143,-0.4971428,-0.04463827,11.978261,-1.3382607,-0.111724116,607659968,15,America/New_York,EDT,-14400000,2,0.22,,,14.89,10.08,11.14,11.98,13.1k,7.87k,57.01M,,50.09M,10.10%,23.85%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Dec 30, 2020",0.00%,0.00%,-9.34%,-15.53%,,,,,,-9M,,,40.08M,0.76,,,3.89,,-3.31M,-17.33M,Value,V6C 2V6,Basic Materials,"Great Bear Resources Ltd. operates as a mineral exploration company in Canada. The company primarily explores for gold. Its flagship property is the Dixie project covering an area of 9,140 hectares located in the Red Lake district of Ontario. The company was formerly known as Great Bear Uranium Corp. and changed its name to Great Bear Resources Ltd. in January 2010. Great Bear Resources Ltd. was incorporated in 2001 and is headquartered in Vancouver, Canada.",Vancouver,604 646 8354,BC,1577750400,Canada,http://www.greatbearresources.ca,86400,800 West Pender Street,604 646 4526,Other Industrial Metals & Mining,Suite 1020
t-3,GTBAF,45098962.0,57005400,,,-4296894,,-4296894,671436,0,-5580148,-5580148,,-118498,,,,0,0,5580148,0,1283254,,-4296894,-4296894,,4792955.0,45098962.0,3877702.0,49891917.0,56487367.0,-28593745.0,,17205340.0,22986888.0,4792955.0,17205340.0,25024072.0,24867845.0,,868417.0,598081.0,885328.0,-57500.0,-793557.0,-4554254.0,680137.0,-188318.0,680137.0,-5528989.0,-1654872.0,7875.0,-2212807.0,3688543.0,-4554254.0,-450000.0,20074890.0,en-US,US,EQUITY,False,Delayed Quote,-0.83876234,10.6359 - 10.76,10.73,finmb_30120511,Other OTC,Great Bear Resources Ltd.,CAD,13095,7871,0.5600004,0.055555597,10.08 - 14.89,-4.25,-0.28542647,10.08,14.89,USD,False,False,us_market,10.64,1630526151,-0.0899992,10.75,10.76,10.6359,4271,PREPRE,GREAT BEAR RESOURCES LTD,PNK,0,11.137143,-0.4971428,-0.04463827,11.978261,-1.3382607,-0.111724116,607659968,15,America/New_York,EDT,-14400000,2,0.22,,,14.89,10.08,11.14,11.98,13.1k,7.87k,57.01M,,50.09M,10.10%,23.85%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Dec 30, 2020",0.00%,0.00%,-9.34%,-15.53%,,,,,,-9M,,,40.08M,0.76,,,3.89,,-3.31M,-17.33M,Value,V6C 2V6,Basic Materials,"Great Bear Resources Ltd. operates as a mineral exploration company in Canada. The company primarily explores for gold. Its flagship property is the Dixie project covering an area of 9,140 hectares located in the Red Lake district of Ontario. The company was formerly known as Great Bear Uranium Corp. and changed its name to Great Bear Resources Ltd. in January 2010. Great Bear Resources Ltd. was incorporated in 2001 and is headquartered in Vancouver, Canada.",Vancouver,604 646 8354,BC,1577750400,Canada,http://www.greatbearresources.ca,86400,800 West Pender Street,604 646 4526,Other Industrial Metals & Mining,Suite 1020
