Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,totalLiab,totalStockholderEquity,totalAssets,commonStock,retainedEarnings,otherLiab,treasuryStock,otherAssets,cash,totalCurrentLiabilities,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,netReceivables,accountsPayable,deferredLongTermLiab,changeToLiabilities,totalCashflowsFromInvestingActivities,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,totalCashFromOperatingActivities,depreciation,otherCashflowsFromInvestingActivities,changeToAccountReceivables,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,WC,language,region,quoteType,triggerable,quoteSourceName,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,marketCap,priceHint,regularMarketChangePercent,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,regularMarketDayRange,regularMarketPreviousClose,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,currency,esgPopulated,tradeable,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,exchange,shortName,exchangeDataDelayedBy,market,marketState,twoHundredDayAverageChangePercent,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,industry,address2
t0,GRSLF,7096978.0,158224000,,,-4558876,,-4558876,1662170,-3632,-4417354,-4417354,150836,,,,,0,0,4417354,3632,-141522,,-4558876,-4558876,18814557.0,7096978.0,25911535.0,28702251.0,-24681063.0,4320918.0,3075790.0,2667537.0,2641761.0,14493639.0,3075790.0,20333566.0,2910432.0,61238.0,1855869.0,,1104906,-361974,863453,-343969,870074,-2251817,-2753296,35303,158860,-7365,-6621,1016705,-193785,-11583207.0,en-US,US,EQUITY,False,Delayed Quote,240271,0.0076999962,0.028914744,0.2663 - 0.688,-0.41400003,-0.60174423,0.2663,0.688,1619233200,1637269200,1637960400,0.35631427,-0.08231428,-0.23101595,0.4909855,-0.21698552,44086052,4,-2.4911032,15,America/New_York,EDT,-14400000,0.2663 - 0.281,0.281,finmb_538213073,Other OTC,GR Silver Mining Ltd.,CAD,120039,USD,False,False,0.274,1630526308,-0.0069999993,0.281,0.281,0.2663,322282,PNK,GR SILVER MINING LTD,0,us_market,PREPRE,-0.44193876,2.37,,,0.688,0.2663,0.3563,0.491,120.04k,240.27k,158.22M,,130.18M,17.56%,21.89%,,,,,,,,,,,0.00%,,,1:2,"Mar 05, 2018","Dec 30, 2020","Mar 30, 2021",0.00%,0.00%,-43.30%,-199.75%,,,,-43.57k,-10.35M,-12.34M,,,2.64M,0.02,,,0.20,,-8.41M,8.83M,Value,V6C 2W2,Basic Materials,"GR Silver Mining Ltd. engages in the acquisition, exploration, and development of mineral resource properties primarily in Mexico. The company explores for gold, silver, lead, and zinc deposits. Its flagship projects include San Marcial project covering an area of 1,250 hectares, and Plomosas silver project covering an area of 8,515 hectares located in the Rosario Mining District. The company was formerly known as Goldplay Exploration Ltd. and changed its name to GR Silver Mining Ltd. in January 2020. GR Silver Mining Ltd. was incorporated in 2012 and is headquartered in Vancouver, Canada.",Vancouver,604-202-3155,BC,1577750400,Canada,http://www.grsilvermining.com,86400,999 West Hastings Street,Other Industrial Metals & Mining,Suite 900
t-1,GRSLF,9667253.0,158224000,,,-3496302,,-3496302,1251938,-27679,-2940672,-2940672,6150,,,,,0,0,2940672,27679,-555630,,-3496302,-3496302,1176758.0,9667253.0,10844011.0,27300384.0,-20122187.0,215461.0,2489056.0,940538.0,4893578.0,961297.0,2489056.0,4873317.0,5030156.0,38559.0,921297.0,158860.0,127988,-475153,1381206,-273120,1404160,-1674658,-2580711,607432,158860,-5297,-22954,458588,-367898,4068859.0,en-US,US,EQUITY,False,Delayed Quote,240271,0.0076999962,0.028914744,0.2663 - 0.688,-0.41400003,-0.60174423,0.2663,0.688,1619233200,1637269200,1637960400,0.35631427,-0.08231428,-0.23101595,0.4909855,-0.21698552,44086052,4,-2.4911032,15,America/New_York,EDT,-14400000,0.2663 - 0.281,0.281,finmb_538213073,Other OTC,GR Silver Mining Ltd.,CAD,120039,USD,False,False,0.274,1630526308,-0.0069999993,0.281,0.281,0.2663,322282,PNK,GR SILVER MINING LTD,0,us_market,PREPRE,-0.44193876,2.37,,,0.688,0.2663,0.3563,0.491,120.04k,240.27k,158.22M,,130.18M,17.56%,21.89%,,,,,,,,,,,0.00%,,,1:2,"Mar 05, 2018","Dec 30, 2020","Mar 30, 2021",0.00%,0.00%,-43.30%,-199.75%,,,,-43.57k,-10.35M,-12.34M,,,2.64M,0.02,,,0.20,,-8.41M,8.83M,Value,V6C 2W2,Basic Materials,"GR Silver Mining Ltd. engages in the acquisition, exploration, and development of mineral resource properties primarily in Mexico. The company explores for gold, silver, lead, and zinc deposits. Its flagship projects include San Marcial project covering an area of 1,250 hectares, and Plomosas silver project covering an area of 8,515 hectares located in the Rosario Mining District. The company was formerly known as Goldplay Exploration Ltd. and changed its name to GR Silver Mining Ltd. in January 2020. GR Silver Mining Ltd. was incorporated in 2012 and is headquartered in Vancouver, Canada.",Vancouver,604-202-3155,BC,1577750400,Canada,http://www.grsilvermining.com,86400,999 West Hastings Street,Other Industrial Metals & Mining,Suite 900
t-2,GRSLF,11626358.0,158224000,,,-2756943,,-2756943,1415653,-14422,-2586806,-2586806,1590,,,,,0,0,2586806,14422,-170137,,-2756943,-2756943,931356.0,11626358.0,12557714.0,25587065.0,-16625885.0,213859.0,2665178.0,831781.0,6568236.0,717497.0,2665178.0,4995438.0,6730495.0,33262.0,689061.0,51605.0,-271468,-337945,533493,79236,558365,-1884161,-2079709,25421,158860,9238,-24872,834807,-336340,6012998.0,en-US,US,EQUITY,False,Delayed Quote,240271,0.0076999962,0.028914744,0.2663 - 0.688,-0.41400003,-0.60174423,0.2663,0.688,1619233200,1637269200,1637960400,0.35631427,-0.08231428,-0.23101595,0.4909855,-0.21698552,44086052,4,-2.4911032,15,America/New_York,EDT,-14400000,0.2663 - 0.281,0.281,finmb_538213073,Other OTC,GR Silver Mining Ltd.,CAD,120039,USD,False,False,0.274,1630526308,-0.0069999993,0.281,0.281,0.2663,322282,PNK,GR SILVER MINING LTD,0,us_market,PREPRE,-0.44193876,2.37,,,0.688,0.2663,0.3563,0.491,120.04k,240.27k,158.22M,,130.18M,17.56%,21.89%,,,,,,,,,,,0.00%,,,1:2,"Mar 05, 2018","Dec 30, 2020","Mar 30, 2021",0.00%,0.00%,-43.30%,-199.75%,,,,-43.57k,-10.35M,-12.34M,,,2.64M,0.02,,,0.20,,-8.41M,8.83M,Value,V6C 2W2,Basic Materials,"GR Silver Mining Ltd. engages in the acquisition, exploration, and development of mineral resource properties primarily in Mexico. The company explores for gold, silver, lead, and zinc deposits. Its flagship projects include San Marcial project covering an area of 1,250 hectares, and Plomosas silver project covering an area of 8,515 hectares located in the Rosario Mining District. The company was formerly known as Goldplay Exploration Ltd. and changed its name to GR Silver Mining Ltd. in January 2020. GR Silver Mining Ltd. was incorporated in 2012 and is headquartered in Vancouver, Canada.",Vancouver,604-202-3155,BC,1577750400,Canada,http://www.grsilvermining.com,86400,999 West Hastings Street,Other Industrial Metals & Mining,Suite 900
t-3,GRSLF,12811996.0,158224000,,,-1523741,,-1523741,461153,-430,-1322830,-1322830,1578,,,,,0,0,1322830,430,-200911,,-1523741,-1523741,1404240.0,12811996.0,14216236.0,24712109.0,-13868942.0,212269.0,1968829.0,685270.0,8452397.0,1191971.0,1968829.0,4682930.0,8848036.0,42500.0,1175971.0,50000.0,697706,60078,8644395,-390273,9482459,7703615,-1000858,18402,158860,-15153,-838064,212201,60078,7656065.0,en-US,US,EQUITY,False,Delayed Quote,240271,0.0076999962,0.028914744,0.2663 - 0.688,-0.41400003,-0.60174423,0.2663,0.688,1619233200,1637269200,1637960400,0.35631427,-0.08231428,-0.23101595,0.4909855,-0.21698552,44086052,4,-2.4911032,15,America/New_York,EDT,-14400000,0.2663 - 0.281,0.281,finmb_538213073,Other OTC,GR Silver Mining Ltd.,CAD,120039,USD,False,False,0.274,1630526308,-0.0069999993,0.281,0.281,0.2663,322282,PNK,GR SILVER MINING LTD,0,us_market,PREPRE,-0.44193876,2.37,,,0.688,0.2663,0.3563,0.491,120.04k,240.27k,158.22M,,130.18M,17.56%,21.89%,,,,,,,,,,,0.00%,,,1:2,"Mar 05, 2018","Dec 30, 2020","Mar 30, 2021",0.00%,0.00%,-43.30%,-199.75%,,,,-43.57k,-10.35M,-12.34M,,,2.64M,0.02,,,0.20,,-8.41M,8.83M,Value,V6C 2W2,Basic Materials,"GR Silver Mining Ltd. engages in the acquisition, exploration, and development of mineral resource properties primarily in Mexico. The company explores for gold, silver, lead, and zinc deposits. Its flagship projects include San Marcial project covering an area of 1,250 hectares, and Plomosas silver project covering an area of 8,515 hectares located in the Rosario Mining District. The company was formerly known as Goldplay Exploration Ltd. and changed its name to GR Silver Mining Ltd. in January 2020. GR Silver Mining Ltd. was incorporated in 2012 and is headquartered in Vancouver, Canada.",Vancouver,604-202-3155,BC,1577750400,Canada,http://www.grsilvermining.com,86400,999 West Hastings Street,Other Industrial Metals & Mining,Suite 900
