Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,treasuryStock,otherAssets,cash,totalCurrentLiabilities,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netReceivables,longTermDebt,accountsPayable,inventory,changeToLiabilities,WC,language,region,quoteType,triggerable,quoteSourceName,exchange,currency,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,trailingPE,marketState,market,shortName,exchangeDataDelayedBy,esgPopulated,tradeable,priceHint,regularMarketChangePercent,regularMarketDayRange,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,website,maxAge,address1,fax,industry
t0,WSO1.DE,25380313.0,14382100,,,810657,,625826,1030211,840984,-334643,-334643,98436,-63740,,,,184831,3725637,4060280,2884653,1145301,,625826,625826,5126329.0,19753827.0,30506642.0,5456832.0,50260467.0,14382144.0,400381.0,5261143.0,1500253.0,10863355.0,207358.0,5671946.0,13291744.0,4984576.0,10863355.0,36216.0,13981192.0,30909372.0,7908865.0,4961830.0,1471828.0,,0,689448.0,en-US,US,EQUITY,False,Delayed Quote,GER,EUR,22.4,1630578227,-0.10000038,22.4,22.7,22.4,1058,22.5,22.4,22.6,0,0,finmb_186728,XETRA,wallstreet:online AG,EUR,16027,11870,14.474999,1.8264983,7.925 - 29.7,-7.300001,-0.24579127,7.925,29.7,1614250740,1614250740,1614250740,95.726494,REGULAR,de_market,WALLSTREET:ONLINE INH ON,0,False,False,2,-0.44444615,22.4 - 22.7,0.234,2.121,23.285715,-0.8857155,-0.03803686,23.063732,-0.6637325,-0.028778194,322159040,10.561056,15,Europe/Berlin,CEST,7200000,2.36,,,29.7,7.93,23.29,23.06,16.03k,11.87k,14.38M,,6.07M,57.81%,0.00%,,,,,,,,,,,0.00%,,"Mar 20, 2014",8:1,"Oct 14, 2020","Dec 31, 2020","Dec 31, 2020",24.46%,-9.12%,-1.81%,11.66%,13.74M,0.95,80.50%,3.77M,-1.14M,3.36M,0.23,171.50%,5.67M,0.39,9.95M,32.60,1.05,2.12,,,Value,10117,Financial Services,42,"wallstreet:online AG operates wallstreet-online.de, a financial portal in Germany. The company's portal offers information on the topics of stock market, economy, and finance. It provides national and international market price data, charts, and insider data, as well as financial and analytical tools in the area of stock exchange and markets. The company was founded in 1998 and is based in Berlin, Germany.",Berlin,49 30 20 456 382,Germany,http://www.wallstreet-online.ag,86400,Seydelstrasse 18,49 30 20 456 450,Capital Markets
t-1,WSO1.DE,25380313.0,14382100,,,810657,,625826,1030211,840984,-334643,-334643,98436,-63740,,,,184831,3725637,4060280,2884653,1145301,,625826,625826,5126329.0,19753827.0,30506642.0,5456832.0,50260467.0,14382144.0,400381.0,5261143.0,1500253.0,10863355.0,207358.0,5671946.0,13291744.0,4984576.0,10863355.0,36216.0,13981192.0,30909372.0,7908865.0,4961830.0,1471828.0,,0,689448.0,en-US,US,EQUITY,False,Delayed Quote,GER,EUR,22.4,1630578227,-0.10000038,22.4,22.7,22.4,1058,22.5,22.4,22.6,0,0,finmb_186728,XETRA,wallstreet:online AG,EUR,16027,11870,14.474999,1.8264983,7.925 - 29.7,-7.300001,-0.24579127,7.925,29.7,1614250740,1614250740,1614250740,95.726494,REGULAR,de_market,WALLSTREET:ONLINE INH ON,0,False,False,2,-0.44444615,22.4 - 22.7,0.234,2.121,23.285715,-0.8857155,-0.03803686,23.063732,-0.6637325,-0.028778194,322159040,10.561056,15,Europe/Berlin,CEST,7200000,2.36,,,29.7,7.93,23.29,23.06,16.03k,11.87k,14.38M,,6.07M,57.81%,0.00%,,,,,,,,,,,0.00%,,"Mar 20, 2014",8:1,"Oct 14, 2020","Dec 31, 2020","Dec 31, 2020",24.46%,-9.12%,-1.81%,11.66%,13.74M,0.95,80.50%,3.77M,-1.14M,3.36M,0.23,171.50%,5.67M,0.39,9.95M,32.60,1.05,2.12,,,Value,10117,Financial Services,42,"wallstreet:online AG operates wallstreet-online.de, a financial portal in Germany. The company's portal offers information on the topics of stock market, economy, and finance. It provides national and international market price data, charts, and insider data, as well as financial and analytical tools in the area of stock exchange and markets. The company was founded in 1998 and is based in Berlin, Germany.",Berlin,49 30 20 456 382,Germany,http://www.wallstreet-online.ag,86400,Seydelstrasse 18,49 30 20 456 450,Capital Markets
t-2,WSO1.DE,29042691.0,14382100,,,1054686,,1054686,828438,1042248,-291641,-291641,497687,-43907,,,,0,3143962,3435603,2101714,1346326,,1054686,1054686,212299.0,13509965.0,29254990.0,543744.0,42764952.0,1797768.0,3312057.0,4009491.0,2731047.0,23447731.0,32991.0,7530181.0,2869918.0,,23447731.0,30831.0,13817818.0,28671013.0,2961272.0,7909000.0,1173196.0,14308.0,0,10947900.0,en-US,US,EQUITY,False,Delayed Quote,GER,EUR,22.4,1630578227,-0.10000038,22.4,22.7,22.4,1058,22.5,22.4,22.6,0,0,finmb_186728,XETRA,wallstreet:online AG,EUR,16027,11870,14.474999,1.8264983,7.925 - 29.7,-7.300001,-0.24579127,7.925,29.7,1614250740,1614250740,1614250740,95.726494,REGULAR,de_market,WALLSTREET:ONLINE INH ON,0,False,False,2,-0.44444615,22.4 - 22.7,0.234,2.121,23.285715,-0.8857155,-0.03803686,23.063732,-0.6637325,-0.028778194,322159040,10.561056,15,Europe/Berlin,CEST,7200000,2.36,,,29.7,7.93,23.29,23.06,16.03k,11.87k,14.38M,,6.07M,57.81%,0.00%,,,,,,,,,,,0.00%,,"Mar 20, 2014",8:1,"Oct 14, 2020","Dec 31, 2020","Dec 31, 2020",24.46%,-9.12%,-1.81%,11.66%,13.74M,0.95,80.50%,3.77M,-1.14M,3.36M,0.23,171.50%,5.67M,0.39,9.95M,32.60,1.05,2.12,,,Value,10117,Financial Services,42,"wallstreet:online AG operates wallstreet-online.de, a financial portal in Germany. The company's portal offers information on the topics of stock market, economy, and finance. It provides national and international market price data, charts, and insider data, as well as financial and analytical tools in the area of stock exchange and markets. The company was founded in 1998 and is based in Berlin, Germany.",Berlin,49 30 20 456 382,Germany,http://www.wallstreet-online.ag,86400,Seydelstrasse 18,49 30 20 456 450,Capital Markets
t-3,WSO1.DE,29042691.0,14382100,,,1054686,,1054686,828438,1042248,-291641,-291641,497687,-43907,,,,0,3143962,3435603,2101714,1346326,,1054686,1054686,212299.0,13509965.0,29254990.0,543744.0,42764952.0,1797768.0,3312057.0,4009491.0,2731047.0,23447731.0,32991.0,7530181.0,2869918.0,,23447731.0,30831.0,13817818.0,28671013.0,2961272.0,7909000.0,1173196.0,14308.0,0,10947900.0,en-US,US,EQUITY,False,Delayed Quote,GER,EUR,22.4,1630578227,-0.10000038,22.4,22.7,22.4,1058,22.5,22.4,22.6,0,0,finmb_186728,XETRA,wallstreet:online AG,EUR,16027,11870,14.474999,1.8264983,7.925 - 29.7,-7.300001,-0.24579127,7.925,29.7,1614250740,1614250740,1614250740,95.726494,REGULAR,de_market,WALLSTREET:ONLINE INH ON,0,False,False,2,-0.44444615,22.4 - 22.7,0.234,2.121,23.285715,-0.8857155,-0.03803686,23.063732,-0.6637325,-0.028778194,322159040,10.561056,15,Europe/Berlin,CEST,7200000,2.36,,,29.7,7.93,23.29,23.06,16.03k,11.87k,14.38M,,6.07M,57.81%,0.00%,,,,,,,,,,,0.00%,,"Mar 20, 2014",8:1,"Oct 14, 2020","Dec 31, 2020","Dec 31, 2020",24.46%,-9.12%,-1.81%,11.66%,13.74M,0.95,80.50%,3.77M,-1.14M,3.36M,0.23,171.50%,5.67M,0.39,9.95M,32.60,1.05,2.12,,,Value,10117,Financial Services,42,"wallstreet:online AG operates wallstreet-online.de, a financial portal in Germany. The company's portal offers information on the topics of stock market, economy, and finance. It provides national and international market price data, charts, and insider data, as well as financial and analytical tools in the area of stock exchange and markets. The company was founded in 1998 and is based in Berlin, Germany.",Berlin,49 30 20 456 382,Germany,http://www.wallstreet-online.ag,86400,Seydelstrasse 18,49 30 20 456 450,Capital Markets
