Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,otherCurrentAssets,retainedEarnings,goodWill,treasuryStock,otherAssets,cash,totalCurrentLiabilities,shortLongTermDebt,propertyPlantEquipment,totalCurrentAssets,netReceivables,longTermDebt,accountsPayable,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,totalCashFromOperatingActivities,depreciation,changeToAccountReceivables,changeToNetincome,capitalExpenditures,issuanceOfStock,otherCashflowsFromFinancingActivities,repurchaseOfStock,WC,language,region,quoteType,triggerable,quoteSourceName,marketState,currency,exchange,shortName,market,priceHint,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,epsCurrentYear,exchangeDataDelayedBy,priceEpsCurrentYear,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,postMarketChangePercent,postMarketTime,postMarketPrice,postMarketChange,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,"Shares Short (May 27, 2021) 4","Short Ratio (May 27, 2021) 4","Short % of Float (May 27, 2021) 4","Short % of Shares Outstanding (May 27, 2021) 4","Shares Short (prior month Apr 29, 2021) 4",Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,industry,address2
t0,FTHM,22359474.0,14672300,,,-3394718,,-3399718,6625946,3176872,-3449074,-3449074,,-1312,,,,5000,49645489,53094563,46468617,54356,,-3399718,-3399718,4925696.0,39211307.0,9070032.0,28293438.0,2117318.0,37363470.0,992205.0,-10887869.0,1008268.0,-30000.0,57186.0,24918369.0,6833407.0,244922.0,2761827.0,28610493.0,2084465.0,260538.0,3262188.0,571014.0,-2665526.0,-4320.0,-4320.0,818516.0,-3651060.0,-981214.0,102359.0,1857.0,924758.0,-401513.0,,,,21777086.0,en-US,US,EQUITY,True,Nasdaq Real Time Price,POST,USD,NCM,Fathom Holdings Inc.,us_market,2,NasdaqCM,Fathom Holdings Inc.,USD,44623,21500,16.005001,1.1712404,13.665 - 56.81,-27.140001,-0.4777328,13.665,56.81,1620921907,1629144000,1629489600,-1.0,0,-29.67,27.654861,2.0151386,0.07286743,33.720036,-4.0500355,-0.12010769,435327136,15,America/New_York,EDT,-14400000,False,False,1.1122344,1630531334,30.0,0.32999992,3.8138564,28.6923 - 29.8799,28.58,27.09,30.0,9,9,finmb_589080953,29.67,1630526403,1.0900002,28.73,29.8799,28.6923,26431,,,,56.81,13.66,27.65,33.72,44.62k,21.5k,14.67M,,5.08M,64.63%,15.70%,921.1k,11.71,15.79%,6.28%,710.16k,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",-2.38%,-2.33%,-13.93%,-34.42%,197.59M,16.11,72.10%,10.42M,-4.48M,-4.7M,,,24.92M,1.7,2.73M,9.66,4.19,,-2.5M,-1.42M,Value,27518,Real Estate,38,"Fathom Holdings Inc. provides cloud-based real estate brokerage services in the South, Atlantic, Southwest, and Western parts of the United States. The company offers access to various properties for sale or lease through its Website, www.FathomRealty.com to buyers, sellers, landlords, and tenants. It also operates intelliAgent, a real estate technology platform that is designed to provide a suite of brokerage and agent level tools, technology, business processes, business intelligence and reporting, training, customer relationship management, social media marketing, marketing repository, and marketing services, as well as marketplace for add-on services and third-party technology. Fathom Holdings Inc. was founded in 2010 and is headquartered in Cary, North Carolina.",Cary,888 455 6040,NC,1609372800,United States,http://www.fathomrealty.com,86400,2000 Regency Parkway Drive,Real Estate Services,Suite 300
t-1,FTHM,27929540.0,14672300,,,-1316835,,-1274864,4154403,2957941,-1196462,-1196462,,-3373,,,,-41971,53408570,54605032,50450629,-120373,,-1274864,-1274864,922147.0,37168896.0,5574234.0,29650745.0,1508293.0,35224979.0,984238.0,-7488151.0,799058.0,-30000.0,55301.0,28577396.0,4989855.0,256324.0,592020.0,32856453.0,2045169.0,282950.0,2596206.0,40568.0,-542768.0,-4302.0,-4302.0,96680.0,-1431482.0,-884412.0,9960.0,-169997.0,366241.0,-40376.0,,,,27866598.0,en-US,US,EQUITY,True,Nasdaq Real Time Price,POST,USD,NCM,Fathom Holdings Inc.,us_market,2,NasdaqCM,Fathom Holdings Inc.,USD,44623,21500,16.005001,1.1712404,13.665 - 56.81,-27.140001,-0.4777328,13.665,56.81,1620921907,1629144000,1629489600,-1.0,0,-29.67,27.654861,2.0151386,0.07286743,33.720036,-4.0500355,-0.12010769,435327136,15,America/New_York,EDT,-14400000,False,False,1.1122344,1630531334,30.0,0.32999992,3.8138564,28.6923 - 29.8799,28.58,27.09,30.0,9,9,finmb_589080953,29.67,1630526403,1.0900002,28.73,29.8799,28.6923,26431,,,,56.81,13.66,27.65,33.72,44.62k,21.5k,14.67M,,5.08M,64.63%,15.70%,921.1k,11.71,15.79%,6.28%,710.16k,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",-2.38%,-2.33%,-13.93%,-34.42%,197.59M,16.11,72.10%,10.42M,-4.48M,-4.7M,,,24.92M,1.7,2.73M,9.66,4.19,,-2.5M,-1.42M,Value,27518,Real Estate,38,"Fathom Holdings Inc. provides cloud-based real estate brokerage services in the South, Atlantic, Southwest, and Western parts of the United States. The company offers access to various properties for sale or lease through its Website, www.FathomRealty.com to buyers, sellers, landlords, and tenants. It also operates intelliAgent, a real estate technology platform that is designed to provide a suite of brokerage and agent level tools, technology, business processes, business intelligence and reporting, training, customer relationship management, social media marketing, marketing repository, and marketing services, as well as marketplace for add-on services and third-party technology. Fathom Holdings Inc. was founded in 2010 and is headquartered in Cary, North Carolina.",Cary,888 455 6040,NC,1609372800,United States,http://www.fathomrealty.com,86400,2000 Regency Parkway Drive,Real Estate Services,Suite 300
t-2,FTHM,29545472.0,14672300,,,-152247,,-183747,3112986,2976842,-136144,-136144,,-16103,,,,31500,55847915,55984059,52871073,-16103,,-183747,-183747,721786.0,36510545.0,4979171.0,30267258.0,1048979.0,35246429.0,,-6213287.0,,-30000.0,,30993116.0,4516329.0,204297.0,356624.0,34168019.0,2143052.0,288679.0,2069797.0,-113426.0,-130209.0,-504282.0,30612434.0,-636418.0,29502838.0,-979387.0,8686.0,-194176.0,103694.0,-16509.0,34300000.0,-3183284.0,,29651690.0,en-US,US,EQUITY,True,Nasdaq Real Time Price,POST,USD,NCM,Fathom Holdings Inc.,us_market,2,NasdaqCM,Fathom Holdings Inc.,USD,44623,21500,16.005001,1.1712404,13.665 - 56.81,-27.140001,-0.4777328,13.665,56.81,1620921907,1629144000,1629489600,-1.0,0,-29.67,27.654861,2.0151386,0.07286743,33.720036,-4.0500355,-0.12010769,435327136,15,America/New_York,EDT,-14400000,False,False,1.1122344,1630531334,30.0,0.32999992,3.8138564,28.6923 - 29.8799,28.58,27.09,30.0,9,9,finmb_589080953,29.67,1630526403,1.0900002,28.73,29.8799,28.6923,26431,,,,56.81,13.66,27.65,33.72,44.62k,21.5k,14.67M,,5.08M,64.63%,15.70%,921.1k,11.71,15.79%,6.28%,710.16k,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",-2.38%,-2.33%,-13.93%,-34.42%,197.59M,16.11,72.10%,10.42M,-4.48M,-4.7M,,,24.92M,1.7,2.73M,9.66,4.19,,-2.5M,-1.42M,Value,27518,Real Estate,38,"Fathom Holdings Inc. provides cloud-based real estate brokerage services in the South, Atlantic, Southwest, and Western parts of the United States. The company offers access to various properties for sale or lease through its Website, www.FathomRealty.com to buyers, sellers, landlords, and tenants. It also operates intelliAgent, a real estate technology platform that is designed to provide a suite of brokerage and agent level tools, technology, business processes, business intelligence and reporting, training, customer relationship management, social media marketing, marketing repository, and marketing services, as well as marketplace for add-on services and third-party technology. Fathom Holdings Inc. was founded in 2010 and is headquartered in Cary, North Carolina.",Cary,888 455 6040,NC,1609372800,United States,http://www.fathomrealty.com,86400,2000 Regency Parkway Drive,Real Estate Services,Suite 300
t-3,FTHM,-1407351.0,14672300,,,161798,,160798,2147508,2331965,184457,184457,,-32659,,,,1000,38688744,38504287,36356779,-22659,,160798,160798,644421.0,5296610.0,5583853.0,-762930.0,1122852.0,4820923.0,213000.0,-6029540.0,,-30000.0,,1490278.0,4586374.0,152593.0,312892.0,3863610.0,1975322.0,844665.0,1802129.0,291944.0,-119951.0,449316.0,419316.0,145101.0,645829.0,346464.0,7496.0,-460754.0,164879.0,-6252.0,34300000.0,-3183284.0,-30000.0,-722764.0,en-US,US,EQUITY,True,Nasdaq Real Time Price,POST,USD,NCM,Fathom Holdings Inc.,us_market,2,NasdaqCM,Fathom Holdings Inc.,USD,44623,21500,16.005001,1.1712404,13.665 - 56.81,-27.140001,-0.4777328,13.665,56.81,1620921907,1629144000,1629489600,-1.0,0,-29.67,27.654861,2.0151386,0.07286743,33.720036,-4.0500355,-0.12010769,435327136,15,America/New_York,EDT,-14400000,False,False,1.1122344,1630531334,30.0,0.32999992,3.8138564,28.6923 - 29.8799,28.58,27.09,30.0,9,9,finmb_589080953,29.67,1630526403,1.0900002,28.73,29.8799,28.6923,26431,,,,56.81,13.66,27.65,33.72,44.62k,21.5k,14.67M,,5.08M,64.63%,15.70%,921.1k,11.71,15.79%,6.28%,710.16k,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",-2.38%,-2.33%,-13.93%,-34.42%,197.59M,16.11,72.10%,10.42M,-4.48M,-4.7M,,,24.92M,1.7,2.73M,9.66,4.19,,-2.5M,-1.42M,Value,27518,Real Estate,38,"Fathom Holdings Inc. provides cloud-based real estate brokerage services in the South, Atlantic, Southwest, and Western parts of the United States. The company offers access to various properties for sale or lease through its Website, www.FathomRealty.com to buyers, sellers, landlords, and tenants. It also operates intelliAgent, a real estate technology platform that is designed to provide a suite of brokerage and agent level tools, technology, business processes, business intelligence and reporting, training, customer relationship management, social media marketing, marketing repository, and marketing services, as well as marketplace for add-on services and third-party technology. Fathom Holdings Inc. was founded in 2010 and is headquartered in Cary, North Carolina.",Cary,888 455 6040,NC,1609372800,United States,http://www.fathomrealty.com,86400,2000 Regency Parkway Drive,Real Estate Services,Suite 300
