Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,retainedEarnings,otherAssets,cash,totalCurrentLiabilities,shortLongTermDebt,propertyPlantEquipment,totalCurrentAssets,netReceivables,longTermDebt,accountsPayable,otherLiab,treasuryStock,otherStockholderEquity,changeToLiabilities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,totalCashFromOperatingActivities,depreciation,changeToAccountReceivables,changeToNetincome,WC,language,region,quoteType,triggerable,quoteSourceName,currency,esgPopulated,tradeable,exchangeDataDelayedBy,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,epsTrailingTwelveMonths,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,priceHint,exchange,marketState,market,shortName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,maxAge,address1,industry,address2
t0,DKTS,-3235970.0,2137280000,,,-416032,,-416032,716785,379074,-337711,-337711,,-57489,,,,0,379074,716785,0,-78321,,-416032,-416032,710000.0,1195445.0,5572778.0,-2525970.0,1273487.0,3046809.0,1357446.0,-5078861.0,2170519.0,16399.0,3309853.0,528595.0,18774.0,147516.0,197.0,2262925.0,525366.0,,,,-23670,-43813,-43813,351141,9916,53729,5734,-197,112832,-3162337.0,en-US,US,EQUITY,False,Delayed Quote,USD,False,False,0,0.0,0.0,1.0E-6 - 0.0012,-0.001199,-0.99916667,1e-06,0.0012,0.0,0.0,1.0E-6 - 1.0E-6,1e-06,0.0,0.0,0,0,finmb_46267146,Other OTC,Top Shelf Brands Holdings Corp.,USD,1002681,0,-0.002,0.0001,-9.9e-05,-0.99,0.000244507,-0.00024350702,-0.99591017,6946,-0.00049999997,15,America/New_York,EDT,-14400000,4,PNK,REGULAR,us_market,TOP SHELF BRANDS HLDGS CORP,1e-06,1629746156,0.0,0.0001,1e-06,1e-06,5284731,-106.54,,,0.0012,0.0,0.0001,0.0002,1M,,2.14B,,,,,,,,,,,,,,,0.00%,,,,,"Dec 30, 2010","Sep 29, 2011",20.29%,-9.49%,-4.82%,,2.47M,0.00,-22.80%,2.64M,-212.04k,501.18k,0.0000,,16.4k,0,3.57M,,0.05,-0.00,82.24k,-1.26M,Value,77002,Consumer Defensive,16,"Top Shelf Brands Holdings Corp. develops, imports, markets, and supplies branded alcoholic beverages. The company specializes in brand creation and strategic identity marketing for its products to the United States marketplace. Its initial offerings comprise Champagne, Tequila, Liqueur, and Bourbon products. The company was formerly known as Team Nation Holding Corporation and changed its name to Top Shelf Brands Holdings Corp. in April 2014. The company was incorporated in 2004 and is based in Houston, Texas.",Houston,832-390-2782,TX,United States,86400,700 Louisiana Street,Beverages—Wineries & Distilleries,Suite 3950
t-1,DKTS,-2892856.0,2137280000,,,867637,,861916,763906,306066,-457840,-457840,,-572452,,,,5721,306066,763906,0,1325477,,861916,861916,710000.0,1368180.0,5375925.0,-2182856.0,1014260.0,3193070.0,1111794.0,-4662830.0,2191557.0,6483.0,3052785.0,623462.0,24508.0,267005.0,,2323140.0,549036.0,,,,67524,-47638,-47638,420207,6483,54121,5499,-197,-1836991,-2785780.0,en-US,US,EQUITY,False,Delayed Quote,USD,False,False,0,0.0,0.0,1.0E-6 - 0.0012,-0.001199,-0.99916667,1e-06,0.0012,0.0,0.0,1.0E-6 - 1.0E-6,1e-06,0.0,0.0,0,0,finmb_46267146,Other OTC,Top Shelf Brands Holdings Corp.,USD,1002681,0,-0.002,0.0001,-9.9e-05,-0.99,0.000244507,-0.00024350702,-0.99591017,6946,-0.00049999997,15,America/New_York,EDT,-14400000,4,PNK,REGULAR,us_market,TOP SHELF BRANDS HLDGS CORP,1e-06,1629746156,0.0,0.0001,1e-06,1e-06,5284731,-106.54,,,0.0012,0.0,0.0001,0.0002,1M,,2.14B,,,,,,,,,,,,,,,0.00%,,,,,"Dec 30, 2010","Sep 29, 2011",20.29%,-9.49%,-4.82%,,2.47M,0.00,-22.80%,2.64M,-212.04k,501.18k,0.0000,,16.4k,0,3.57M,,0.05,-0.00,82.24k,-1.26M,Value,77002,Consumer Defensive,16,"Top Shelf Brands Holdings Corp. develops, imports, markets, and supplies branded alcoholic beverages. The company specializes in brand creation and strategic identity marketing for its products to the United States marketplace. Its initial offerings comprise Champagne, Tequila, Liqueur, and Bourbon products. The company was formerly known as Team Nation Holding Corporation and changed its name to Top Shelf Brands Holdings Corp. in April 2014. The company was incorporated in 2004 and is based in Houston, Texas.",Houston,832-390-2782,TX,United States,86400,700 Louisiana Street,Beverages—Wineries & Distilleries,Suite 3950
t-2,DKTS,-4281788.0,2137280000,,,-122833,,-122833,648630,396160,-252470,-252470,,-543695,,,,0,396160,648630,0,129637,,-122833,-122833,710000.0,1516641.0,6582017.0,-3571788.0,2544760.0,3010230.0,811316.0,-5524745.0,2245050.0,,4086976.0,295751.0,30007.0,25173.0,,2462202.0,481512.0,32839.0,-375000.0,-375000.0,-1895,62540,62540,106666,-8056,-70596,5499,-197,-562349,-4061803.0,en-US,US,EQUITY,False,Delayed Quote,USD,False,False,0,0.0,0.0,1.0E-6 - 0.0012,-0.001199,-0.99916667,1e-06,0.0012,0.0,0.0,1.0E-6 - 1.0E-6,1e-06,0.0,0.0,0,0,finmb_46267146,Other OTC,Top Shelf Brands Holdings Corp.,USD,1002681,0,-0.002,0.0001,-9.9e-05,-0.99,0.000244507,-0.00024350702,-0.99591017,6946,-0.00049999997,15,America/New_York,EDT,-14400000,4,PNK,REGULAR,us_market,TOP SHELF BRANDS HLDGS CORP,1e-06,1629746156,0.0,0.0001,1e-06,1e-06,5284731,-106.54,,,0.0012,0.0,0.0001,0.0002,1M,,2.14B,,,,,,,,,,,,,,,0.00%,,,,,"Dec 30, 2010","Sep 29, 2011",20.29%,-9.49%,-4.82%,,2.47M,0.00,-22.80%,2.64M,-212.04k,501.18k,0.0000,,16.4k,0,3.57M,,0.05,-0.00,82.24k,-1.26M,Value,77002,Consumer Defensive,16,"Top Shelf Brands Holdings Corp. develops, imports, markets, and supplies branded alcoholic beverages. The company specializes in brand creation and strategic identity marketing for its products to the United States marketplace. Its initial offerings comprise Champagne, Tequila, Liqueur, and Bourbon products. The company was formerly known as Team Nation Holding Corporation and changed its name to Top Shelf Brands Holdings Corp. in April 2014. The company was incorporated in 2004 and is based in Houston, Texas.",Houston,832-390-2782,TX,United States,86400,700 Louisiana Street,Beverages—Wineries & Distilleries,Suite 3950
t-3,DKTS,-4615173.0,2137280000,,,-122833,,0,648630,0,0,-252470,,-543695,,,,0,0,0,0,0,,-122833,-122833,710000.0,1685642.0,6939178.0,-3905173.0,3176107.0,3034006.0,261097.0,-5401912.0,2259658.0,8056.0,4260249.0,260716.0,35506.0,28842.0,,2652090.0,483407.0,26839.0,-450000.0,-450000.0,0,62540,62540,106666,-8056,-70596,5499,-197,-562349,-4231407.0,en-US,US,EQUITY,False,Delayed Quote,USD,False,False,0,0.0,0.0,1.0E-6 - 0.0012,-0.001199,-0.99916667,1e-06,0.0012,0.0,0.0,1.0E-6 - 1.0E-6,1e-06,0.0,0.0,0,0,finmb_46267146,Other OTC,Top Shelf Brands Holdings Corp.,USD,1002681,0,-0.002,0.0001,-9.9e-05,-0.99,0.000244507,-0.00024350702,-0.99591017,6946,-0.00049999997,15,America/New_York,EDT,-14400000,4,PNK,REGULAR,us_market,TOP SHELF BRANDS HLDGS CORP,1e-06,1629746156,0.0,0.0001,1e-06,1e-06,5284731,-106.54,,,0.0012,0.0,0.0001,0.0002,1M,,2.14B,,,,,,,,,,,,,,,0.00%,,,,,"Dec 30, 2010","Sep 29, 2011",20.29%,-9.49%,-4.82%,,2.47M,0.00,-22.80%,2.64M,-212.04k,501.18k,0.0000,,16.4k,0,3.57M,,0.05,-0.00,82.24k,-1.26M,Value,77002,Consumer Defensive,16,"Top Shelf Brands Holdings Corp. develops, imports, markets, and supplies branded alcoholic beverages. The company specializes in brand creation and strategic identity marketing for its products to the United States marketplace. Its initial offerings comprise Champagne, Tequila, Liqueur, and Bourbon products. The company was formerly known as Team Nation Holding Corporation and changed its name to Top Shelf Brands Holdings Corp. in April 2014. The company was incorporated in 2004 and is based in Houston, Texas.",Houston,832-390-2782,TX,United States,86400,700 Louisiana Street,Beverages—Wineries & Distilleries,Suite 3950
