Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,deferredLongTermLiab,totalAssets,commonStock,retainedEarnings,goodWill,otherAssets,cash,totalCurrentLiabilities,shortLongTermDebt,propertyPlantEquipment,totalCurrentAssets,netReceivables,longTermInvestments,accountsPayable,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,totalCashFromOperatingActivities,depreciation,changeToNetincome,repurchaseOfStock,otherCashflowsFromInvestingActivities,otherCashflowsFromFinancingActivities,capitalExpenditures,WC,language,region,quoteType,triggerable,quoteSourceName,exchange,currency,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,marketState,market,shortName,exchangeDataDelayedBy,esgPopulated,tradeable,priceHint,regularMarketChangePercent,regularMarketDayRange,epsTrailingTwelveMonths,bookValue,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,state,country,maxAge,address1,industry,address2
t0,HTRE,-787241.0,170738000,,,-310488,,-310488,33382,63479,27782,27782,,,,,,0,63479,35697,0,-338270,,-310488,-310488,2722788.0,3117046.0,192759.0,1493160.0,3373780.0,26572.0,-2556601.0,980000.0,2233530.0,2303.0,3117046.0,3117046.0,37947.0,122303.0,120000.0,,,0.0,36914.0,273736.0,273736.0,-263414.0,-25677.0,-336327.0,2315.0,235260.0,,,,,-2994743.0,en-US,US,EQUITY,False,Delayed Quote,PNK,USD,0.0001,1628702778,0.0,0.0001,0.0001,0.0001,1000,0.0001,0.0,0.0,0,0,finmb_20356739,Other OTC,"H3Enterprises, Inc.",USD,0.0,0.0,1.0E-4 - 1.0E-4,0.0,0.0,0.0001,0.0001,PRE,us_market,H3 ENTERPRISES INC,0,False,False,4,0.0,1.0E-4 - 1.0E-4,-0.007,0.001,17073,0.099999994,15,America/New_York,EDT,-14400000,191.89,,,0.0001,0.0001,,,,,170.74M,,,,,,,,,,,,,,,,,,,,"Dec 30, 2008","Jun 29, 2009",-210.26%,39.74%,,,926.73k,0.00,,650.92k,,-1.95M,-0.0070,,2.3k,0,3.12M,1214.11,0.04,0.00,-698.18k,,Value,33432,,"H3Enterprises, Inc. owns, creates, licenses, franchises, and operates HipHopSodaShops in the United States. Its HipHopSodaShops provide food, merchandising, memorabilia, recording studio, liquid crystal display screens, and video gaming facilities. The company also operates H3GameLine.com, an online gaming portal for cyber sports competition. H3Enterprises, Inc. is based in Boca Raton, Florida.",Boca Raton,561-962-4124,FL,United States,86400,350 Camino Gardens Boulevard,,Suite 106
t-1,HTRE,-477083.0,170738000,,,-260910,,-260910,149266,212323,46731,46731,,,,,,0,212323,165592,0,-307641,,-260910,-260910,2722788.0,3068886.0,502917.0,,3635778.0,-690.0,-2219181.0,980000.0,740370.0,27056.0,3068886.0,3068886.0,275192.0,147056.0,120000.0,1493160.0,,0.0,-36914.0,273736.0,273736.0,226500.0,-54998.0,-18084.0,16326.0,235260.0,,,,,-2921830.0,en-US,US,EQUITY,False,Delayed Quote,PNK,USD,0.0001,1628702778,0.0,0.0001,0.0001,0.0001,1000,0.0001,0.0,0.0,0,0,finmb_20356739,Other OTC,"H3Enterprises, Inc.",USD,0.0,0.0,1.0E-4 - 1.0E-4,0.0,0.0,0.0001,0.0001,PRE,us_market,H3 ENTERPRISES INC,0,False,False,4,0.0,1.0E-4 - 1.0E-4,-0.007,0.001,17073,0.099999994,15,America/New_York,EDT,-14400000,191.89,,,0.0001,0.0001,,,,,170.74M,,,,,,,,,,,,,,,,,,,,"Dec 30, 2008","Jun 29, 2009",-210.26%,39.74%,,,926.73k,0.00,,650.92k,,-1.95M,-0.0070,,2.3k,0,3.12M,1214.11,0.04,0.00,-698.18k,,Value,33432,,"H3Enterprises, Inc. owns, creates, licenses, franchises, and operates HipHopSodaShops in the United States. Its HipHopSodaShops provide food, merchandising, memorabilia, recording studio, liquid crystal display screens, and video gaming facilities. The company also operates H3GameLine.com, an online gaming portal for cyber sports competition. H3Enterprises, Inc. is based in Boca Raton, Florida.",Boca Raton,561-962-4124,FL,United States,86400,350 Camino Gardens Boulevard,,Suite 106
t-2,HTRE,-215249.0,170738000,,,-1195996,,-1195996,130161,650925,474946,474946,,,,,,0,650925,175979,0,-1670942,,-1195996,-1195996,2722788.0,2842386.0,764751.0,1456246.0,3671112.0,-690.0,-1957347.0,980000.0,2196617.0,82978.0,2842386.0,2842386.0,291517.0,202978.0,120000.0,,,0.0,843930.0,273736.0,273736.0,382600.0,76352.0,-767578.0,45818.0,235260.0,-1173150.0,200725.0,1173150.0,-194846.0,-2639408.0,en-US,US,EQUITY,False,Delayed Quote,PNK,USD,0.0001,1628702778,0.0,0.0001,0.0001,0.0001,1000,0.0001,0.0,0.0,0,0,finmb_20356739,Other OTC,"H3Enterprises, Inc.",USD,0.0,0.0,1.0E-4 - 1.0E-4,0.0,0.0,0.0001,0.0001,PRE,us_market,H3 ENTERPRISES INC,0,False,False,4,0.0,1.0E-4 - 1.0E-4,-0.007,0.001,17073,0.099999994,15,America/New_York,EDT,-14400000,191.89,,,0.0001,0.0001,,,,,170.74M,,,,,,,,,,,,,,,,,,,,"Dec 30, 2008","Jun 29, 2009",-210.26%,39.74%,,,926.73k,0.00,,650.92k,,-1.95M,-0.0070,,2.3k,0,3.12M,1214.11,0.04,0.00,-698.18k,,Value,33432,,"H3Enterprises, Inc. owns, creates, licenses, franchises, and operates HipHopSodaShops in the United States. Its HipHopSodaShops provide food, merchandising, memorabilia, recording studio, liquid crystal display screens, and video gaming facilities. The company also operates H3GameLine.com, an online gaming portal for cyber sports competition. H3Enterprises, Inc. is based in Boca Raton, Florida.",Boca Raton,561-962-4124,FL,United States,86400,350 Camino Gardens Boulevard,,Suite 106
t-3,HTRE,-195783.0,170738000,,,-181192,,-181192,181192,0,-181192,-181192,,,,,,0,0,181192,0,0,,-181192,-181192,1560650.0,3640161.0,784217.0,1979691.0,4488353.0,-15082.0,-761351.0,980000.0,2720061.0,6627.0,3640161.0,3626461.0,142489.0,126627.0,120000.0,519176.0,13700.0,0.0,-437542.0,273736.0,273736.0,605000.0,-13734.0,423808.0,45818.0,235260.0,-1173150.0,-437542.0,1173150.0,-194846.0,-3513534.0,en-US,US,EQUITY,False,Delayed Quote,PNK,USD,0.0001,1628702778,0.0,0.0001,0.0001,0.0001,1000,0.0001,0.0,0.0,0,0,finmb_20356739,Other OTC,"H3Enterprises, Inc.",USD,0.0,0.0,1.0E-4 - 1.0E-4,0.0,0.0,0.0001,0.0001,PRE,us_market,H3 ENTERPRISES INC,0,False,False,4,0.0,1.0E-4 - 1.0E-4,-0.007,0.001,17073,0.099999994,15,America/New_York,EDT,-14400000,191.89,,,0.0001,0.0001,,,,,170.74M,,,,,,,,,,,,,,,,,,,,"Dec 30, 2008","Jun 29, 2009",-210.26%,39.74%,,,926.73k,0.00,,650.92k,,-1.95M,-0.0070,,2.3k,0,3.12M,1214.11,0.04,0.00,-698.18k,,Value,33432,,"H3Enterprises, Inc. owns, creates, licenses, franchises, and operates HipHopSodaShops in the United States. Its HipHopSodaShops provide food, merchandising, memorabilia, recording studio, liquid crystal display screens, and video gaming facilities. The company also operates H3GameLine.com, an online gaming portal for cyber sports competition. H3Enterprises, Inc. is based in Boca Raton, Florida.",Boca Raton,561-962-4124,FL,United States,86400,350 Camino Gardens Boulevard,,Suite 106
