Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,treasuryStock,otherAssets,cash,totalCurrentLiabilities,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,netReceivables,longTermDebt,inventory,accountsPayable,goodWill,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,otherCashflowsFromInvestingActivities,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,WC,language,region,quoteType,triggerable,quoteSourceName,currency,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,epsTrailingTwelveMonths,gmtOffSetMilliseconds,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,priceHint,shortName,longName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,marketState,exchange,market,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,esgPopulated,tradeable,exchangeDataDelayedBy,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,industry,address2
t0,GABLF,1842711.0,317934016,,,-2527138,,-2519830,1111102,235240,-1106697,-1106697,,-135261,,,,-7308,3411901,4518598,3176661,-1420441,,-2519830,-2519830,2358840.0,6726216.0,9028010.0,4201551.0,61341.0,13229561.0,47604460.0,8158309.0,-58453476.0,9240.0,8324351.0,19894.0,146739.0,8284221.0,86544.0,8324351.0,1019124.0,9831703.0,625155.0,188720.0,548264.0,7074138.0,,0.0,1899.0,-1442206.0,2349619.0,-256022.0,12569718.0,43931.0,-2026.0,-2305561.0,61191.0,1899.0,-8777893.0,409100.0,,1547482.0,en-US,US,EQUITY,False,Delayed Quote,USD,-17.50121,0.032 - 0.03947,0.04146,0.0,0.0,0,0,finmb_433968359,Other OTC,CAD,176392,133259,0.012603998,0.58351845,0.0216 - 0.195,-0.16079599,-0.82459486,0.0216,0.195,1620385140,1620385140,1620385140,-0.041,-14400000,0.013,0.035016943,-0.000812944,-0.023215733,0.06068838,-0.026484381,4,GABY INC,GABY Inc.,0.034204,1630526128,-0.0072560012,0.03947,0.03947,0.032,295505,POST,PNK,us_market,-0.43639955,10874615,2.6310768,15,America/New_York,EDT,False,False,0,1.22,,,0.195,0.0216,0.035,0.0607,176.39k,133.26k,317.93M,,234.3M,15.28%,0.00%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",-207.31%,-100.86%,-23.55%,-278.46%,6.03M,0.03,135.50%,-152.01k,-5.63M,-12.19M,-0.0410,,146.74k,0,1.81M,43.01,1.19,0.01,-2.67M,-7.6M,Value,T2P 1B8,Consumer Defensive,"GABY Inc., together with its subsidiaries, a wellness focused company, packages and markets various cannabis products in Canada and United States. Its products include flower, concentrates, pre?rolls, edibles, topicals, tinctures, and other products derived from or infused with cannabis or hemp. The company offers its cannabis products under the Mankind, Kind Republic, Lulus, 2Rise, and Sonama Pacific Distribution brand names. The company was formerly known as Gabriella's Kitchen Inc. and changed its name to GABY Inc. in September 2019. GABY Inc. was incorporated in 2009 and is based in Calgary, Canada.",Calgary,800 674 2239,AB,1609372800,Canada,http://www.gabyinc.com,86400,209 â 8th Avenue SW,Packaged Foods,Suite 200
t-1,GABLF,-7731881.0,317934016,,,-2527138,,0,1111102,0,0,-1106697,,-135261,,,,0,0,0,0,0,,-2519830,-2519830,1020160.0,5721708.0,10376472.0,-5339839.0,72575.0,5036633.0,45074695.0,83760.0,-55933646.0,16729.0,-202596.0,22086.0,102808.0,9583390.0,85400.0,-202596.0,1095090.0,1527415.0,611107.0,207196.0,642883.0,4902030.0,1371882.0,0.0,1899.0,-1442206.0,2349619.0,-256022.0,12569718.0,43931.0,-2026.0,-2305561.0,61191.0,1899.0,-8777893.0,409100.0,,-8055975.0,en-US,US,EQUITY,False,Delayed Quote,USD,-17.50121,0.032 - 0.03947,0.04146,0.0,0.0,0,0,finmb_433968359,Other OTC,CAD,176392,133259,0.012603998,0.58351845,0.0216 - 0.195,-0.16079599,-0.82459486,0.0216,0.195,1620385140,1620385140,1620385140,-0.041,-14400000,0.013,0.035016943,-0.000812944,-0.023215733,0.06068838,-0.026484381,4,GABY INC,GABY Inc.,0.034204,1630526128,-0.0072560012,0.03947,0.03947,0.032,295505,POST,PNK,us_market,-0.43639955,10874615,2.6310768,15,America/New_York,EDT,False,False,0,1.22,,,0.195,0.0216,0.035,0.0607,176.39k,133.26k,317.93M,,234.3M,15.28%,0.00%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",-207.31%,-100.86%,-23.55%,-278.46%,6.03M,0.03,135.50%,-152.01k,-5.63M,-12.19M,-0.0410,,146.74k,0,1.81M,43.01,1.19,0.01,-2.67M,-7.6M,Value,T2P 1B8,Consumer Defensive,"GABY Inc., together with its subsidiaries, a wellness focused company, packages and markets various cannabis products in Canada and United States. Its products include flower, concentrates, pre?rolls, edibles, topicals, tinctures, and other products derived from or infused with cannabis or hemp. The company offers its cannabis products under the Mankind, Kind Republic, Lulus, 2Rise, and Sonama Pacific Distribution brand names. The company was formerly known as Gabriella's Kitchen Inc. and changed its name to GABY Inc. in September 2019. GABY Inc. was incorporated in 2009 and is based in Calgary, Canada.",Calgary,800 674 2239,AB,1609372800,Canada,http://www.gabyinc.com,86400,209 â 8th Avenue SW,Packaged Foods,Suite 200
t-2,GABLF,-6524392.0,317934016,,,-1471219,,-1536080,1476981,22497,-1547010,-1547010,,-72549,,,,-80255,806699,2353709,784202,75791,-145116.0,-1390964,-1536080,7668230.0,5627520.0,9630685.0,1143838.0,67190.0,10774523.0,44785613.0,,-49278138.0,179602.0,8843.0,23074.0,123052.0,8606790.0,84994.0,8843.0,1206239.0,1876980.0,1199410.0,233798.0,407437.0,5864813.0,,0.0,24434.0,292818.0,282890.0,1230345.0,12569718.0,37973.0,-23972.0,-245379.0,60982.0,1899.0,-9928.0,-626.0,,-6729810.0,en-US,US,EQUITY,False,Delayed Quote,USD,-17.50121,0.032 - 0.03947,0.04146,0.0,0.0,0,0,finmb_433968359,Other OTC,CAD,176392,133259,0.012603998,0.58351845,0.0216 - 0.195,-0.16079599,-0.82459486,0.0216,0.195,1620385140,1620385140,1620385140,-0.041,-14400000,0.013,0.035016943,-0.000812944,-0.023215733,0.06068838,-0.026484381,4,GABY INC,GABY Inc.,0.034204,1630526128,-0.0072560012,0.03947,0.03947,0.032,295505,POST,PNK,us_market,-0.43639955,10874615,2.6310768,15,America/New_York,EDT,False,False,0,1.22,,,0.195,0.0216,0.035,0.0607,176.39k,133.26k,317.93M,,234.3M,15.28%,0.00%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",-207.31%,-100.86%,-23.55%,-278.46%,6.03M,0.03,135.50%,-152.01k,-5.63M,-12.19M,-0.0410,,146.74k,0,1.81M,43.01,1.19,0.01,-2.67M,-7.6M,Value,T2P 1B8,Consumer Defensive,"GABY Inc., together with its subsidiaries, a wellness focused company, packages and markets various cannabis products in Canada and United States. Its products include flower, concentrates, pre?rolls, edibles, topicals, tinctures, and other products derived from or infused with cannabis or hemp. The company offers its cannabis products under the Mankind, Kind Republic, Lulus, 2Rise, and Sonama Pacific Distribution brand names. The company was formerly known as Gabriella's Kitchen Inc. and changed its name to GABY Inc. in September 2019. GABY Inc. was incorporated in 2009 and is based in Calgary, Canada.",Calgary,800 674 2239,AB,1609372800,Canada,http://www.gabyinc.com,86400,209 â 8th Avenue SW,Packaged Foods,Suite 200
t-3,GABLF,-5380706.0,317934016,,,-1723097,,-1798161,1612054,21794,-1596006,-1596006,,-140447,,,,-35790,740202,2336208,718408,-127091,-110854.0,-1687307,-1798161,7836009.0,5365212.0,9340760.0,2455303.0,64918.0,11796063.0,44666477.0,,-47742058.0,264992.0,165672.0,43305.0,72577.0,7968767.0,85477.0,165672.0,1603056.0,2313693.0,1511505.0,190413.0,511268.0,5310400.0,,0.0,65972.0,-14576.0,-98433.0,1578126.0,12569718.0,-121155.0,-339.0,-88355.0,119706.0,-2043.0,-83857.0,11974.0,-3446.0,-5655074.0,en-US,US,EQUITY,False,Delayed Quote,USD,-17.50121,0.032 - 0.03947,0.04146,0.0,0.0,0,0,finmb_433968359,Other OTC,CAD,176392,133259,0.012603998,0.58351845,0.0216 - 0.195,-0.16079599,-0.82459486,0.0216,0.195,1620385140,1620385140,1620385140,-0.041,-14400000,0.013,0.035016943,-0.000812944,-0.023215733,0.06068838,-0.026484381,4,GABY INC,GABY Inc.,0.034204,1630526128,-0.0072560012,0.03947,0.03947,0.032,295505,POST,PNK,us_market,-0.43639955,10874615,2.6310768,15,America/New_York,EDT,False,False,0,1.22,,,0.195,0.0216,0.035,0.0607,176.39k,133.26k,317.93M,,234.3M,15.28%,0.00%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",-207.31%,-100.86%,-23.55%,-278.46%,6.03M,0.03,135.50%,-152.01k,-5.63M,-12.19M,-0.0410,,146.74k,0,1.81M,43.01,1.19,0.01,-2.67M,-7.6M,Value,T2P 1B8,Consumer Defensive,"GABY Inc., together with its subsidiaries, a wellness focused company, packages and markets various cannabis products in Canada and United States. Its products include flower, concentrates, pre?rolls, edibles, topicals, tinctures, and other products derived from or infused with cannabis or hemp. The company offers its cannabis products under the Mankind, Kind Republic, Lulus, 2Rise, and Sonama Pacific Distribution brand names. The company was formerly known as Gabriella's Kitchen Inc. and changed its name to GABY Inc. in September 2019. GABY Inc. was incorporated in 2009 and is based in Calgary, Canada.",Calgary,800 674 2239,AB,1609372800,Canada,http://www.gabyinc.com,86400,209 â 8th Avenue SW,Packaged Foods,Suite 200
