Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,goodWill,treasuryStock,otherAssets,cash,totalCurrentLiabilities,deferredLongTermAssetCharges,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,shortTermInvestments,investments,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,repurchaseOfStock,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,dividendsPaid,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,otherCashflowsFromInvestingActivities,changeToInventory,changeToAccountReceivables,WC,language,region,quoteType,triggerable,quoteSourceName,market,currency,twoHundredDayAverageChangePercent,exchangeDataDelayedBy,marketState,exchange,esgPopulated,tradeable,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,priceHint,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,trailingAnnualDividendRate,trailingPE,trailingAnnualDividendYield,epsTrailingTwelveMonths,gmtOffSetMilliseconds,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,marketCap,shortName,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,compensationRisk,auditRisk,longBusinessSummary,city,phone,shareHolderRightsRisk,governanceEpochDate,boardRisk,country,website,maxAge,overallRisk,address1,industry
t0,LOR.DE,15616200000.0,560665984,244550000,,1511000000,6600000,1181300000,3924900000,5663550000,1494100000,1494100000,,-11250000,,,,327000000,7598300000,6104200000,1934750000,16900000,,1184000000,1181300000,3455000000.0,3265600000.0,14318800000.0,29630200000.0,4698900000.0,43955600000.0,112100000.0,1869300000.0,21271900000.0,1782100000.0,10559000000.0,4980600000.0,906300000.0,4824300000.0,11331300000.0,784500000.0,104700000.0,4980600000.0,4597200000.0,13762900000.0,10675200000.0,4121100000.0,8900000.0,2948200000.0,5386300000.0,,-11950000.0,0.0,-347900000.0,-87200000.0,-1797650000.0,-337550000.0,2900000.0,-790800000.0,-552400000.0,24250000.0,1330500000.0,350450000.0,-1161000000.0,50000.0,136300000.0,-261550000.0,,,,2431600000.0,en-US,US,EQUITY,False,Delayed Quote,de_market,EUR,0.12168448,0,REGULAR,GER,False,False,401.05,1630576296,1.5499878,398.55,401.05,397.65,690,7.74452,15,Europe/Berlin,CEST,2,0.38798192,397.65 - 401.05,399.5,400.85,401.1,0,0,finmb_874249,XETRA,L'Oréal S.A.,EUR,1151,707,131.15,0.4859207,269.9 - 406.2,-5.1500244,-0.012678543,269.9,406.2,4.0,63.257095,0.010012516,6.34,7200000,51.785,390.32428,10.725708,0.027478967,357.5426,43.507385,224855080960,"OREAL (L') INH.  EO 0,2",0.5,,,406.2,269.9,390.32,357.54,1.15k,707,560.67M,,233.65M,58.17%,13.41%,,,,,,4,1.00%,4.00,1.00%,,54.79%,,"Apr 27, 2021",2:1,"May 19, 2017","Dec 31, 2020","Jun 30, 2021",13.63%,19.35%,8.11%,14.03%,30.11B,53.81,16.20%,20.46B,7.13B,4.1B,6.34,29.60%,4.82B,8.65,2.45B,8.27,1.22,51.78,7.33B,3.79B,Value,92117,Consumer Defensive,85392,2,5,"L'OrÃ©al S.A., through its subsidiaries, manufactures and sells cosmetic products for women and men worldwide. The company operates through four divisions: Consumer Products, L'orÃ©al Luxe, Professional Products, and Active Cosmetics. It offers shampoos, hair care products, shower gels, skin care products, cleansers, hair colors, styling products, deodorants, sun care products, make-up, perfumes, etc. The company provides its products under the L'OrÃ©al Paris, Garnier, Maybelline New York, NYX Professional Makeup, Essie, Niely, Dark and Lovely, LancÃ´me, Yves Saint Laurent BeautÃ©, Giorgio Armani Beauty, Kiehl's, Urban Decay, Biotherm, Ralph Lauren, IT Cosmetics, L'OrÃ©al Professionnel, KÃ©rastase, Redken, Matrix, Biolage, Pureology, DeclÃ©or, Carita, Vichy, La Roche-Posay, SkinCeuticals, Roger&Gallet, CeraVe, Stylenanda, Mixa, Magic Mask, Prada, Helena Rubinstein, Valentino, Mugler, Shu Uemura, Viktor&Rolf, Azzaro, Diesel, Atelier Cologne, Cacharel, and Yue Sai brands. It sells its products through distribution channels, such as hair salons, mass-market retail channels, perfumeries, department stores, pharmacies, drugstores, medispas, branded retail, travel retail, and e-commerce. The company was founded in 1909 and is headquartered in Clichy, France.",Clichy,33 1 47 56 70 00,5,1625097600,3,France,http://www.loreal.com,86400,2,"41, rue Martre",Household & Personal Products
t-1,LOR.DE,15616200000.0,560665984,244550000,,1511000000,6600000,1181300000,3924900000,5663550000,1494100000,1494100000,,-11250000,,,,327000000,7598300000,6104200000,1934750000,16900000,,1184000000,1181300000,3455000000.0,3265600000.0,14318800000.0,29630200000.0,4698900000.0,43955600000.0,112100000.0,1869300000.0,21271900000.0,1782100000.0,10559000000.0,4980600000.0,906300000.0,4824300000.0,11331300000.0,784500000.0,104700000.0,4980600000.0,4597200000.0,13762900000.0,10675200000.0,4121100000.0,8900000.0,2948200000.0,5386300000.0,,-11950000.0,0.0,-347900000.0,-87200000.0,-1797650000.0,-337550000.0,2900000.0,-790800000.0,-552400000.0,24250000.0,1330500000.0,350450000.0,-1161000000.0,50000.0,136300000.0,-261550000.0,,,,2431600000.0,en-US,US,EQUITY,False,Delayed Quote,de_market,EUR,0.12168448,0,REGULAR,GER,False,False,401.05,1630576296,1.5499878,398.55,401.05,397.65,690,7.74452,15,Europe/Berlin,CEST,2,0.38798192,397.65 - 401.05,399.5,400.85,401.1,0,0,finmb_874249,XETRA,L'Oréal S.A.,EUR,1151,707,131.15,0.4859207,269.9 - 406.2,-5.1500244,-0.012678543,269.9,406.2,4.0,63.257095,0.010012516,6.34,7200000,51.785,390.32428,10.725708,0.027478967,357.5426,43.507385,224855080960,"OREAL (L') INH.  EO 0,2",0.5,,,406.2,269.9,390.32,357.54,1.15k,707,560.67M,,233.65M,58.17%,13.41%,,,,,,4,1.00%,4.00,1.00%,,54.79%,,"Apr 27, 2021",2:1,"May 19, 2017","Dec 31, 2020","Jun 30, 2021",13.63%,19.35%,8.11%,14.03%,30.11B,53.81,16.20%,20.46B,7.13B,4.1B,6.34,29.60%,4.82B,8.65,2.45B,8.27,1.22,51.78,7.33B,3.79B,Value,92117,Consumer Defensive,85392,2,5,"L'OrÃ©al S.A., through its subsidiaries, manufactures and sells cosmetic products for women and men worldwide. The company operates through four divisions: Consumer Products, L'orÃ©al Luxe, Professional Products, and Active Cosmetics. It offers shampoos, hair care products, shower gels, skin care products, cleansers, hair colors, styling products, deodorants, sun care products, make-up, perfumes, etc. The company provides its products under the L'OrÃ©al Paris, Garnier, Maybelline New York, NYX Professional Makeup, Essie, Niely, Dark and Lovely, LancÃ´me, Yves Saint Laurent BeautÃ©, Giorgio Armani Beauty, Kiehl's, Urban Decay, Biotherm, Ralph Lauren, IT Cosmetics, L'OrÃ©al Professionnel, KÃ©rastase, Redken, Matrix, Biolage, Pureology, DeclÃ©or, Carita, Vichy, La Roche-Posay, SkinCeuticals, Roger&Gallet, CeraVe, Stylenanda, Mixa, Magic Mask, Prada, Helena Rubinstein, Valentino, Mugler, Shu Uemura, Viktor&Rolf, Azzaro, Diesel, Atelier Cologne, Cacharel, and Yue Sai brands. It sells its products through distribution channels, such as hair salons, mass-market retail channels, perfumeries, department stores, pharmacies, drugstores, medispas, branded retail, travel retail, and e-commerce. The company was founded in 1909 and is headquartered in Clichy, France.",Clichy,33 1 47 56 70 00,5,1625097600,3,France,http://www.loreal.com,86400,2,"41, rue Martre",Household & Personal Products
t-2,LOR.DE,15122500000.0,560665984,254550000,,1245350000,5800000,870450000,3774000000,5447800000,1419250000,1419250000,,-22950000,,,,373350000,7457800000,6038550000,2010000000,-173900000,,872000000,870450000,3356300000.0,3259800000.0,14608100000.0,28993000000.0,3588600000.0,43606900000.0,112000000.0,634800000.0,22205900000.0,2174800000.0,10514200000.0,3415300000.0,925000000.0,6405900000.0,11130100000.0,809900000.0,88300000.0,3415300000.0,4750500000.0,14560100000.0,9500800000.0,4384700000.0,8500000.0,2675800000.0,4764500000.0,6700000.0,-36550000.0,172650000.0,-421550000.0,-909900000.0,-1913100000.0,427950000.0,50800000.0,-17850000.0,-552400000.0,-20200000.0,2336950000.0,521650000.0,-1054000000.0,50000.0,43950000.0,-233800000.0,-50000.0,50950000.0,157650000.0,3430000000.0,en-US,US,EQUITY,False,Delayed Quote,de_market,EUR,0.12168448,0,REGULAR,GER,False,False,401.05,1630576296,1.5499878,398.55,401.05,397.65,690,7.74452,15,Europe/Berlin,CEST,2,0.38798192,397.65 - 401.05,399.5,400.85,401.1,0,0,finmb_874249,XETRA,L'Oréal S.A.,EUR,1151,707,131.15,0.4859207,269.9 - 406.2,-5.1500244,-0.012678543,269.9,406.2,4.0,63.257095,0.010012516,6.34,7200000,51.785,390.32428,10.725708,0.027478967,357.5426,43.507385,224855080960,"OREAL (L') INH.  EO 0,2",0.5,,,406.2,269.9,390.32,357.54,1.15k,707,560.67M,,233.65M,58.17%,13.41%,,,,,,4,1.00%,4.00,1.00%,,54.79%,,"Apr 27, 2021",2:1,"May 19, 2017","Dec 31, 2020","Jun 30, 2021",13.63%,19.35%,8.11%,14.03%,30.11B,53.81,16.20%,20.46B,7.13B,4.1B,6.34,29.60%,4.82B,8.65,2.45B,8.27,1.22,51.78,7.33B,3.79B,Value,92117,Consumer Defensive,85392,2,5,"L'OrÃ©al S.A., through its subsidiaries, manufactures and sells cosmetic products for women and men worldwide. The company operates through four divisions: Consumer Products, L'orÃ©al Luxe, Professional Products, and Active Cosmetics. It offers shampoos, hair care products, shower gels, skin care products, cleansers, hair colors, styling products, deodorants, sun care products, make-up, perfumes, etc. The company provides its products under the L'OrÃ©al Paris, Garnier, Maybelline New York, NYX Professional Makeup, Essie, Niely, Dark and Lovely, LancÃ´me, Yves Saint Laurent BeautÃ©, Giorgio Armani Beauty, Kiehl's, Urban Decay, Biotherm, Ralph Lauren, IT Cosmetics, L'OrÃ©al Professionnel, KÃ©rastase, Redken, Matrix, Biolage, Pureology, DeclÃ©or, Carita, Vichy, La Roche-Posay, SkinCeuticals, Roger&Gallet, CeraVe, Stylenanda, Mixa, Magic Mask, Prada, Helena Rubinstein, Valentino, Mugler, Shu Uemura, Viktor&Rolf, Azzaro, Diesel, Atelier Cologne, Cacharel, and Yue Sai brands. It sells its products through distribution channels, such as hair salons, mass-market retail channels, perfumeries, department stores, pharmacies, drugstores, medispas, branded retail, travel retail, and e-commerce. The company was founded in 1909 and is headquartered in Clichy, France.",Clichy,33 1 47 56 70 00,5,1625097600,3,France,http://www.loreal.com,86400,2,"41, rue Martre",Household & Personal Products
t-3,LOR.DE,15122500000.0,560665984,254550000,,1245350000,5800000,870450000,3774000000,5447800000,1419250000,1419250000,,-22950000,,,,373350000,7457800000,6038550000,2010000000,-173900000,,872000000,870450000,3356300000.0,3259800000.0,14608100000.0,28993000000.0,3588600000.0,43606900000.0,112000000.0,634800000.0,22205900000.0,2174800000.0,10514200000.0,3415300000.0,925000000.0,6405900000.0,11130100000.0,809900000.0,88300000.0,3415300000.0,4750500000.0,14560100000.0,9500800000.0,4384700000.0,8500000.0,2675800000.0,4764500000.0,6700000.0,-36550000.0,172650000.0,-421550000.0,-909900000.0,-1913100000.0,427950000.0,50800000.0,-17850000.0,-552400000.0,-20200000.0,2336950000.0,521650000.0,-1054000000.0,50000.0,43950000.0,-233800000.0,-50000.0,50950000.0,157650000.0,3430000000.0,en-US,US,EQUITY,False,Delayed Quote,de_market,EUR,0.12168448,0,REGULAR,GER,False,False,401.05,1630576296,1.5499878,398.55,401.05,397.65,690,7.74452,15,Europe/Berlin,CEST,2,0.38798192,397.65 - 401.05,399.5,400.85,401.1,0,0,finmb_874249,XETRA,L'Oréal S.A.,EUR,1151,707,131.15,0.4859207,269.9 - 406.2,-5.1500244,-0.012678543,269.9,406.2,4.0,63.257095,0.010012516,6.34,7200000,51.785,390.32428,10.725708,0.027478967,357.5426,43.507385,224855080960,"OREAL (L') INH.  EO 0,2",0.5,,,406.2,269.9,390.32,357.54,1.15k,707,560.67M,,233.65M,58.17%,13.41%,,,,,,4,1.00%,4.00,1.00%,,54.79%,,"Apr 27, 2021",2:1,"May 19, 2017","Dec 31, 2020","Jun 30, 2021",13.63%,19.35%,8.11%,14.03%,30.11B,53.81,16.20%,20.46B,7.13B,4.1B,6.34,29.60%,4.82B,8.65,2.45B,8.27,1.22,51.78,7.33B,3.79B,Value,92117,Consumer Defensive,85392,2,5,"L'OrÃ©al S.A., through its subsidiaries, manufactures and sells cosmetic products for women and men worldwide. The company operates through four divisions: Consumer Products, L'orÃ©al Luxe, Professional Products, and Active Cosmetics. It offers shampoos, hair care products, shower gels, skin care products, cleansers, hair colors, styling products, deodorants, sun care products, make-up, perfumes, etc. The company provides its products under the L'OrÃ©al Paris, Garnier, Maybelline New York, NYX Professional Makeup, Essie, Niely, Dark and Lovely, LancÃ´me, Yves Saint Laurent BeautÃ©, Giorgio Armani Beauty, Kiehl's, Urban Decay, Biotherm, Ralph Lauren, IT Cosmetics, L'OrÃ©al Professionnel, KÃ©rastase, Redken, Matrix, Biolage, Pureology, DeclÃ©or, Carita, Vichy, La Roche-Posay, SkinCeuticals, Roger&Gallet, CeraVe, Stylenanda, Mixa, Magic Mask, Prada, Helena Rubinstein, Valentino, Mugler, Shu Uemura, Viktor&Rolf, Azzaro, Diesel, Atelier Cologne, Cacharel, and Yue Sai brands. It sells its products through distribution channels, such as hair salons, mass-market retail channels, perfumeries, department stores, pharmacies, drugstores, medispas, branded retail, travel retail, and e-commerce. The company was founded in 1909 and is headquartered in Clichy, France.",Clichy,33 1 47 56 70 00,5,1625097600,3,France,http://www.loreal.com,86400,2,"41, rue Martre",Household & Personal Products
