Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,treasuryStock,cash,totalCurrentLiabilities,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,netReceivables,longTermDebt,inventory,accountsPayable,deferredLongTermLiab,otherAssets,changeToLiabilities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,changeToInventory,changeToAccountReceivables,changeToNetincome,totalCashflowsFromInvestingActivities,capitalExpenditures,WC,language,region,quoteType,triggerable,quoteSourceName,currency,trailingPE,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,priceHint,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,marketState,shortName,market,exchangeDataDelayedBy,exchange,esgPopulated,tradeable,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,maxAge,address1,industry,address2
t0,GACR,-16636908.0,747836992,,,122427,,-4225072,341361,381802,1744,1744,,,,,,0,1662918,1661174,1281116,120683,-4347499,122427,-4225072,47312340.0,17622511.0,-16636908.0,15768434.0,1021949.0,639988.0,5138.0,-64402618.0,1.0,-186618.0,44135.0,17600010.0,1067426.0,-186618.0,372219.0,649730.0,800.0,22500.0,599657.0,554127.0,,,0.0,,,,,,,,,,,,,,-16950280.0,en-US,US,EQUITY,False,Delayed Quote,USD,0.07837838,0.037,-0.026,0.0009975,0.0019024999,1.907268,0.0028943971,5.6028366e-06,0.0019357526,2168727,-0.111538455,15,America/New_York,EDT,-14400000,4,189.99998,0.002 - 0.0043,0.001,0.0,0.0,0,0,finmb_1025718,POST,GREEN AUTOMOTIVE COMPANY CORP,us_market,0,PNK,False,False,0.0029,1630526067,0.0018999999,0.002,0.0043,0.002,9010164,Other OTC,Green Automotive Company,USD,414757,1134109,0.0027,13.500001,2.0E-4 - 0.0092,-0.0063000005,-0.6847826,0.0002,0.0092,-1.53,,,0.0092,0.0002,0.001,0.0029,414.76k,1.13M,747.84M,,,9.99%,0.00%,,,,,,,,,,,,,,1:100,"Mar 16, 2008","Dec 30, 2013","Sep 29, 2014",361.61%,-144.63%,-307.67%,,5.66M,0.01,158.00%,1.08M,-8.1M,21.34M,0.0370,,44.13k,0,1.13M,,0.04,-0.03,-1.54M,-29.99M,Value,92660,Consumer Cyclical,60,"Green Automotive Company, together with its subsidiaries, engages in the development, manufacturing, and sale of diesel, gas, CNG, and electric buses in the United States. The company offers prototype electric buses under the E-Patriot name. It is also involved in the retail of electric vehicles under the G-Wiz and GoinGreen brands. The company is headquartered in Newport Beach, California.",Newport Beach,310-884-3332,CA,1388448000,United States,86400,2618 San Miguel,Auto Manufacturers,Suite 203
t-1,GACR,-16468686.0,747836992,,,122427,,0,341361,0,0,1744,,,,,,0,0,0,0,0,-4347499,122427,-4225072,47182586.0,17936032.0,-16468686.0,14153150.0,1468129.0,643629.0,1423.0,-64159810.0,,-135091.0,40810.0,17642675.0,1031506.0,-135091.0,533115.0,911014.0,106051.0,293357.0,702390.0,2060565.0,24000.0,24000.0,0.0,,,,,,,,,,,,,,-16731661.0,en-US,US,EQUITY,False,Delayed Quote,USD,0.07837838,0.037,-0.026,0.0009975,0.0019024999,1.907268,0.0028943971,5.6028366e-06,0.0019357526,2168727,-0.111538455,15,America/New_York,EDT,-14400000,4,189.99998,0.002 - 0.0043,0.001,0.0,0.0,0,0,finmb_1025718,POST,GREEN AUTOMOTIVE COMPANY CORP,us_market,0,PNK,False,False,0.0029,1630526067,0.0018999999,0.002,0.0043,0.002,9010164,Other OTC,Green Automotive Company,USD,414757,1134109,0.0027,13.500001,2.0E-4 - 0.0092,-0.0063000005,-0.6847826,0.0002,0.0092,-1.53,,,0.0092,0.0002,0.001,0.0029,414.76k,1.13M,747.84M,,,9.99%,0.00%,,,,,,,,,,,,,,1:100,"Mar 16, 2008","Dec 30, 2013","Sep 29, 2014",361.61%,-144.63%,-307.67%,,5.66M,0.01,158.00%,1.08M,-8.1M,21.34M,0.0370,,44.13k,0,1.13M,,0.04,-0.03,-1.54M,-29.99M,Value,92660,Consumer Cyclical,60,"Green Automotive Company, together with its subsidiaries, engages in the development, manufacturing, and sale of diesel, gas, CNG, and electric buses in the United States. The company offers prototype electric buses under the E-Patriot name. It is also involved in the retail of electric vehicles under the G-Wiz and GoinGreen brands. The company is headquartered in Newport Beach, California.",Newport Beach,310-884-3332,CA,1388448000,United States,86400,2618 San Miguel,Auto Manufacturers,Suite 203
t-2,GACR,-11314913.0,747836992,,,56431400,,56431400,628444,241031,-6109528,-6109528,,-718688.0,,,,0,1247870,7357398,1006839,62540928,-4347499,56431400,56431400,42833377.0,13297909.0,-11314913.0,10000332.0,1983909.0,524048.0,-322.0,-54458547.0,,-213791.0,224428.0,13075068.0,743397.0,-213791.0,566784.0,1375125.0,39751.0,222841.0,503536.0,1778634.0,42000.0,42000.0,106150.0,542570.0,547570.0,174527.0,5000.0,162705.0,-20345.0,-364520.0,46598.0,-91224.0,114527.0,-57391331.0,,,-11699943.0,en-US,US,EQUITY,False,Delayed Quote,USD,0.07837838,0.037,-0.026,0.0009975,0.0019024999,1.907268,0.0028943971,5.6028366e-06,0.0019357526,2168727,-0.111538455,15,America/New_York,EDT,-14400000,4,189.99998,0.002 - 0.0043,0.001,0.0,0.0,0,0,finmb_1025718,POST,GREEN AUTOMOTIVE COMPANY CORP,us_market,0,PNK,False,False,0.0029,1630526067,0.0018999999,0.002,0.0043,0.002,9010164,Other OTC,Green Automotive Company,USD,414757,1134109,0.0027,13.500001,2.0E-4 - 0.0092,-0.0063000005,-0.6847826,0.0002,0.0092,-1.53,,,0.0092,0.0002,0.001,0.0029,414.76k,1.13M,747.84M,,,9.99%,0.00%,,,,,,,,,,,,,,1:100,"Mar 16, 2008","Dec 30, 2013","Sep 29, 2014",361.61%,-144.63%,-307.67%,,5.66M,0.01,158.00%,1.08M,-8.1M,21.34M,0.0370,,44.13k,0,1.13M,,0.04,-0.03,-1.54M,-29.99M,Value,92660,Consumer Cyclical,60,"Green Automotive Company, together with its subsidiaries, engages in the development, manufacturing, and sale of diesel, gas, CNG, and electric buses in the United States. The company offers prototype electric buses under the E-Patriot name. It is also involved in the retail of electric vehicles under the G-Wiz and GoinGreen brands. The company is headquartered in Newport Beach, California.",Newport Beach,310-884-3332,CA,1388448000,United States,86400,2618 San Miguel,Auto Manufacturers,Suite 203
t-3,GACR,-73663685.0,747836992,,,-26032639,,-26032639,895095,541409,-383447,-383447,,-254885.0,,,,0,1359239,1742686,817830,-25649192,-4347499,-26032639,-26032639,37019643.0,75549629.0,-73663685.0,72314860.0,1886868.0,405043.0,4647.0,-110889947.0,,-198424.0,61723.0,75345683.0,845396.0,-198424.0,608405.0,1218463.0,154278.0,203946.0,412312.0,1717214.0,60000.0,60000.0,-237827.0,339824.0,554824.0,476625.0,215000.0,-460.0,-41334.0,-580940.0,-7570.0,-120677.0,-105486.0,25460753.0,66990.0,64618.0,-74127220.0,en-US,US,EQUITY,False,Delayed Quote,USD,0.07837838,0.037,-0.026,0.0009975,0.0019024999,1.907268,0.0028943971,5.6028366e-06,0.0019357526,2168727,-0.111538455,15,America/New_York,EDT,-14400000,4,189.99998,0.002 - 0.0043,0.001,0.0,0.0,0,0,finmb_1025718,POST,GREEN AUTOMOTIVE COMPANY CORP,us_market,0,PNK,False,False,0.0029,1630526067,0.0018999999,0.002,0.0043,0.002,9010164,Other OTC,Green Automotive Company,USD,414757,1134109,0.0027,13.500001,2.0E-4 - 0.0092,-0.0063000005,-0.6847826,0.0002,0.0092,-1.53,,,0.0092,0.0002,0.001,0.0029,414.76k,1.13M,747.84M,,,9.99%,0.00%,,,,,,,,,,,,,,1:100,"Mar 16, 2008","Dec 30, 2013","Sep 29, 2014",361.61%,-144.63%,-307.67%,,5.66M,0.01,158.00%,1.08M,-8.1M,21.34M,0.0370,,44.13k,0,1.13M,,0.04,-0.03,-1.54M,-29.99M,Value,92660,Consumer Cyclical,60,"Green Automotive Company, together with its subsidiaries, engages in the development, manufacturing, and sale of diesel, gas, CNG, and electric buses in the United States. The company offers prototype electric buses under the E-Patriot name. It is also involved in the retail of electric vehicles under the G-Wiz and GoinGreen brands. The company is headquartered in Newport Beach, California.",Newport Beach,310-884-3332,CA,1388448000,United States,86400,2618 San Miguel,Auto Manufacturers,Suite 203
