Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherAssets,cash,totalCurrentLiabilities,totalCurrentAssets,netReceivables,longTermDebt,accountsPayable,capitalSurplus,deferredLongTermLiab,otherCurrentAssets,retainedEarnings,treasuryStock,otherStockholderEquity,propertyPlantEquipment,inventory,goodWill,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,totalCashFromOperatingActivities,depreciation,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,effectOfExchangeRate,otherCashflowsFromInvestingActivities,changeToInventory,changeToAccountReceivables,WC,language,region,quoteType,triggerable,quoteSourceName,exchange,currency,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,trailingPE,marketState,market,shortName,exchangeDataDelayedBy,esgPopulated,tradeable,priceHint,regularMarketChangePercent,regularMarketDayRange,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,industry,address2
t0,FPWM,-1301832.0,40463300,,,-81916,,-81916,66653,2828,-63825,-63825,,,,,,0,4075,67900,1247,-18091,,-81916,-81916,2810000.0,1373651.0,1508168.0,21058.0,2881819.0,1508168.0,24557.0,1208.0,273651.0,47262.0,46054.0,1100000.0,62593.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,-226389.0,en-US,US,EQUITY,False,Delayed Quote,PNK,USD,0.008,1630521086,-0.022,0.008,0.008,0.008,208,0.03,0.0,0.0,0,0,finmb_121194,Other OTC,Charlestowne Premium Beverages Inc.,USD,6882,6300,0.007,7.0,0.001 - 9.75,-9.742,-0.9991794,0.001,9.75,0.00019530774,POST,us_market,CHARLESTOWNE PREM BEVERAGE INC,0,False,False,4,-73.333336,0.008 - 0.008,40.961,-192.726,0.048611112,-0.04061111,-0.83542854,1.4161232,-1.4081231,-0.9943508,323706,-4.150971e-05,15,America/New_York,EDT,-14400000,-8.72,,,9.75,0.001,0.0486,1.4161,6.88k,6.3k,40.46M,,,,,,,,,,,,,,,0.00%,,,1:10000,"Jul 30, 2014","Jan 30, 2007","Jun 29, 2011","2,602.09%","-6,784.51%",-163.84%,,23.44k,1.57,,-8.03k,-1.55M,609.83k,40.9610,,1.21k,0.08,1.29M,85.53,0.07,-192.73,-857.21k,-3.85M,Value,29407,Consumer Defensive,"Charlestowne Premium Beverages Inc. develops, produces, markets, and distributes alcoholic beverages worldwide. It offers vodkas, CBD infused vodkas, and whiskeys under the Papa, Crocodile Tears, and Proprietor's Reserve Whiskey names. The company was formerly known as 1st Prestige Wealth Management and changed its name to Charlestowne Premium Beverages Inc. in February 2020. Charlestowne Premium Beverages Inc. is based in Charleston, South Carolina.",Charleston,843 410 3931,SC,1199059200,United States,http://www.charlestownepremiumbeverages.com,86400,498 Albemarle Road,Beverages—Wineries & Distilleries,Suite 507
t-1,FPWM,-3040066.0,40463300,93881.0,,-219830,,-219830,381989,339,-484377,-484377,,-245166.0,,,,0,339,484716,0,264547,,-219830,-219830,,3378427.0,-3040066.0,1164227.0,338361.0,157736.0,46085.0,7374.0,2379917.0,156331.0,1372.0,998510.0,766690.0,14263785.0,43377.0,3022.0,-17458691.0,-2896.0,-2896.0,135945.0,144563.0,,66404.0,-2525.0,90000.0,72500.0,16584.0,-73275.0,-143250.0,8846.0,-17500.0,-245283.0,-2525.0,,,,,-2223586.0,en-US,US,EQUITY,False,Delayed Quote,PNK,USD,0.008,1630521086,-0.022,0.008,0.008,0.008,208,0.03,0.0,0.0,0,0,finmb_121194,Other OTC,Charlestowne Premium Beverages Inc.,USD,6882,6300,0.007,7.0,0.001 - 9.75,-9.742,-0.9991794,0.001,9.75,0.00019530774,POST,us_market,CHARLESTOWNE PREM BEVERAGE INC,0,False,False,4,-73.333336,0.008 - 0.008,40.961,-192.726,0.048611112,-0.04061111,-0.83542854,1.4161232,-1.4081231,-0.9943508,323706,-4.150971e-05,15,America/New_York,EDT,-14400000,-8.72,,,9.75,0.001,0.0486,1.4161,6.88k,6.3k,40.46M,,,,,,,,,,,,,,,0.00%,,,1:10000,"Jul 30, 2014","Jan 30, 2007","Jun 29, 2011","2,602.09%","-6,784.51%",-163.84%,,23.44k,1.57,,-8.03k,-1.55M,609.83k,40.9610,,1.21k,0.08,1.29M,85.53,0.07,-192.73,-857.21k,-3.85M,Value,29407,Consumer Defensive,"Charlestowne Premium Beverages Inc. develops, produces, markets, and distributes alcoholic beverages worldwide. It offers vodkas, CBD infused vodkas, and whiskeys under the Papa, Crocodile Tears, and Proprietor's Reserve Whiskey names. The company was formerly known as 1st Prestige Wealth Management and changed its name to Charlestowne Premium Beverages Inc. in February 2020. Charlestowne Premium Beverages Inc. is based in Charleston, South Carolina.",Charleston,843 410 3931,SC,1199059200,United States,http://www.charlestownepremiumbeverages.com,86400,498 Albemarle Road,Beverages—Wineries & Distilleries,Suite 507
t-2,FPWM,-3283622.0,40463300,21869.0,,-2279604,,-2279604,153982,748,-196743,-196743,,-218878.0,,,,0,5244,201987,4496,-2082861,,-2279604,-2279604,,3733122.0,-3283622.0,1733570.0,449500.0,149391.0,61044.0,80649.0,2824682.0,246190.0,1372.0,908440.0,714612.0,13808744.0,58336.0,,-17238861.0,-2896.0,-2896.0,142266.0,144563.0,,202918.0,40209.0,92500.0,92500.0,-10928.0,41053.0,-90321.0,21640.0,-17500.0,1864018.0,24342.0,-1335.0,15867.0,-60112.0,3897.0,-2578492.0,en-US,US,EQUITY,False,Delayed Quote,PNK,USD,0.008,1630521086,-0.022,0.008,0.008,0.008,208,0.03,0.0,0.0,0,0,finmb_121194,Other OTC,Charlestowne Premium Beverages Inc.,USD,6882,6300,0.007,7.0,0.001 - 9.75,-9.742,-0.9991794,0.001,9.75,0.00019530774,POST,us_market,CHARLESTOWNE PREM BEVERAGE INC,0,False,False,4,-73.333336,0.008 - 0.008,40.961,-192.726,0.048611112,-0.04061111,-0.83542854,1.4161232,-1.4081231,-0.9943508,323706,-4.150971e-05,15,America/New_York,EDT,-14400000,-8.72,,,9.75,0.001,0.0486,1.4161,6.88k,6.3k,40.46M,,,,,,,,,,,,,,,0.00%,,,1:10000,"Jul 30, 2014","Jan 30, 2007","Jun 29, 2011","2,602.09%","-6,784.51%",-163.84%,,23.44k,1.57,,-8.03k,-1.55M,609.83k,40.9610,,1.21k,0.08,1.29M,85.53,0.07,-192.73,-857.21k,-3.85M,Value,29407,Consumer Defensive,"Charlestowne Premium Beverages Inc. develops, produces, markets, and distributes alcoholic beverages worldwide. It offers vodkas, CBD infused vodkas, and whiskeys under the Papa, Crocodile Tears, and Proprietor's Reserve Whiskey names. The company was formerly known as 1st Prestige Wealth Management and changed its name to Charlestowne Premium Beverages Inc. in February 2020. Charlestowne Premium Beverages Inc. is based in Charleston, South Carolina.",Charleston,843 410 3931,SC,1199059200,United States,http://www.charlestownepremiumbeverages.com,86400,498 Albemarle Road,Beverages—Wineries & Distilleries,Suite 507
t-3,FPWM,-2176791.0,40463300,98908.0,,471623,,471623,227771,-13876,-347825,-347825,,-208060.0,,,,0,6385,354210,20261,819448,,471623,471623,,2594899.0,-1002684.0,1043659.0,1592215.0,149391.0,104331.0,39596.0,1604352.0,137430.0,5268.0,990547.0,511693.0,13808743.0,73294.0,,-14959257.0,-1561.0,-1561.0,176347.0,84450.0,1174107.0,209873.0,-38636.0,92500.0,92500.0,-1151.0,-288036.0,-249400.0,7270.0,-17500.0,-1025285.0,-22769.0,-1335.0,-15867.0,-80333.0,10013.0,-1466922.0,en-US,US,EQUITY,False,Delayed Quote,PNK,USD,0.008,1630521086,-0.022,0.008,0.008,0.008,208,0.03,0.0,0.0,0,0,finmb_121194,Other OTC,Charlestowne Premium Beverages Inc.,USD,6882,6300,0.007,7.0,0.001 - 9.75,-9.742,-0.9991794,0.001,9.75,0.00019530774,POST,us_market,CHARLESTOWNE PREM BEVERAGE INC,0,False,False,4,-73.333336,0.008 - 0.008,40.961,-192.726,0.048611112,-0.04061111,-0.83542854,1.4161232,-1.4081231,-0.9943508,323706,-4.150971e-05,15,America/New_York,EDT,-14400000,-8.72,,,9.75,0.001,0.0486,1.4161,6.88k,6.3k,40.46M,,,,,,,,,,,,,,,0.00%,,,1:10000,"Jul 30, 2014","Jan 30, 2007","Jun 29, 2011","2,602.09%","-6,784.51%",-163.84%,,23.44k,1.57,,-8.03k,-1.55M,609.83k,40.9610,,1.21k,0.08,1.29M,85.53,0.07,-192.73,-857.21k,-3.85M,Value,29407,Consumer Defensive,"Charlestowne Premium Beverages Inc. develops, produces, markets, and distributes alcoholic beverages worldwide. It offers vodkas, CBD infused vodkas, and whiskeys under the Papa, Crocodile Tears, and Proprietor's Reserve Whiskey names. The company was formerly known as 1st Prestige Wealth Management and changed its name to Charlestowne Premium Beverages Inc. in February 2020. Charlestowne Premium Beverages Inc. is based in Charleston, South Carolina.",Charleston,843 410 3931,SC,1199059200,United States,http://www.charlestownepremiumbeverages.com,86400,498 Albemarle Road,Beverages—Wineries & Distilleries,Suite 507
