Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,totalLiab,totalStockholderEquity,deferredLongTermLiab,otherCurrentLiab,totalAssets,commonStock,retainedEarnings,treasuryStock,otherAssets,cash,totalCurrentLiabilities,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,netReceivables,accountsPayable,capitalSurplus,changeToLiabilities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,totalCashFromOperatingActivities,changeToAccountReceivables,changeToNetincome,capitalExpenditures,totalCashflowsFromInvestingActivities,WC,language,region,quoteType,triggerable,quoteSourceName,currency,market,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,shortName,exchange,marketState,twoHundredDayAverageChangePercent,exchangeDataDelayedBy,esgPopulated,tradeable,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,epsTrailingTwelveMonths,priceHint,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,website,maxAge,address1,industry,address2
t0,DMAN,-261553.0,256724992,2000,,-54558,,-54558,52558,0,-54558,-54558,,,,,,0,0,54558,0,0,,-54558,-54558,453145.0,-261553.0,12500.0,113.0,191633.0,43145.0,-291262.0,-13436.0,12500.0,98.0,453145.0,-13436.0,174035.0,5098.0,5000.0,23274.0,,0.0,-121476.0,-121476.0,26001.0,-33.0,121443.0,150000.0,,,,-448047.0,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,0.0138,1630503525,0.00019999966,0.0137,0.0138,0.0135,103899,DEMAND BRANDS INC,PNK,REGULAR,-0.12362932,0,False,False,1.4705857,0.0135 - 0.0138,0.0136,0.0,0.0,0,0,finmb_549925840,Other OTC,"Demand Brands, Inc.",USD,8779689,1365085,0.0117,5.571429,0.0021 - 0.0434,-0.029600002,-0.6820277,0.0021,0.0434,0.0,4,-0.001,0.022580555,-0.008780555,-0.3888547,0.015746761,-0.0019467613,3542804,-13.799999,15,America/New_York,EDT,-14400000,,,,0.0434,0.0021,0.0226,0.0157,8.78M,1.37M,256.72M,,,,,,,,,,,,,,,0.00%,,,1:500,"Apr 19, 2016","Dec 30, 2019","Dec 30, 2019",8.85%,8.85%,4.97%,,165k,0.00,-100.00%,165k,,14.6k,0.0000,,98,0,345.14k,,0.01,-0.00,61.71k,67.12k,Value,90403,Consumer Defensive,6,"Demand Brands, Inc. focuses on developing electroseismic applications and drone programs technologies for the energy industry. The company is based in Santa Monica, California.",Santa Monica,323-967-7900,CA,United States,http://www.pacifictechnologiesgroup.com,86400,2118 Wilshire Boulevard,Packaged Foods,Suite 293
t-1,DMAN,-248107.0,256724992,2000,,-17057,,-17057,22057,5000,-17057,-17057,,,,,,0,5000,22057,0,0,,-17057,-17057,589762.0,-248107.0,12500.0,,341666.0,41145.0,-277846.0,-11406.0,12500.0,131.0,589762.0,-11406.0,174035.0,155131.0,155000.0,41141.0,,0.0,12000.0,12000.0,9862.0,-195.0,-12195.0,-155000.0,150000.0,-12500.0,,-434631.0,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,0.0138,1630503525,0.00019999966,0.0137,0.0138,0.0135,103899,DEMAND BRANDS INC,PNK,REGULAR,-0.12362932,0,False,False,1.4705857,0.0135 - 0.0138,0.0136,0.0,0.0,0,0,finmb_549925840,Other OTC,"Demand Brands, Inc.",USD,8779689,1365085,0.0117,5.571429,0.0021 - 0.0434,-0.029600002,-0.6820277,0.0021,0.0434,0.0,4,-0.001,0.022580555,-0.008780555,-0.3888547,0.015746761,-0.0019467613,3542804,-13.799999,15,America/New_York,EDT,-14400000,,,,0.0434,0.0021,0.0226,0.0157,8.78M,1.37M,256.72M,,,,,,,,,,,,,,,0.00%,,,1:500,"Apr 19, 2016","Dec 30, 2019","Dec 30, 2019",8.85%,8.85%,4.97%,,165k,0.00,-100.00%,165k,,14.6k,0.0000,,98,0,345.14k,,0.01,-0.00,61.71k,67.12k,Value,90403,Consumer Defensive,6,"Demand Brands, Inc. focuses on developing electroseismic applications and drone programs technologies for the energy industry. The company is based in Santa Monica, California.",Santa Monica,323-967-7900,CA,United States,http://www.pacifictechnologiesgroup.com,86400,2118 Wilshire Boulevard,Packaged Foods,Suite 293
t-2,DMAN,-189997.0,256724992,11000,,43106,,43106,25894,80000,43106,43106,,,,,,0,80000,36894,0,0,,43106,43106,526758.0,-189997.0,12500.0,,336861.0,3.0,-219647.0,,12500.0,326.0,526758.0,,174035.0,150326.0,150000.0,,29647.0,0.0,29600.0,29600.0,8125.0,-419.0,-23769.0,-155000.0,-75000.0,-12500.0,-6250.0,-376432.0,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,0.0138,1630503525,0.00019999966,0.0137,0.0138,0.0135,103899,DEMAND BRANDS INC,PNK,REGULAR,-0.12362932,0,False,False,1.4705857,0.0135 - 0.0138,0.0136,0.0,0.0,0,0,finmb_549925840,Other OTC,"Demand Brands, Inc.",USD,8779689,1365085,0.0117,5.571429,0.0021 - 0.0434,-0.029600002,-0.6820277,0.0021,0.0434,0.0,4,-0.001,0.022580555,-0.008780555,-0.3888547,0.015746761,-0.0019467613,3542804,-13.799999,15,America/New_York,EDT,-14400000,,,,0.0434,0.0021,0.0226,0.0157,8.78M,1.37M,256.72M,,,,,,,,,,,,,,,0.00%,,,1:500,"Apr 19, 2016","Dec 30, 2019","Dec 30, 2019",8.85%,8.85%,4.97%,,165k,0.00,-100.00%,165k,,14.6k,0.0000,,98,0,345.14k,,0.01,-0.00,61.71k,67.12k,Value,90403,Consumer Defensive,6,"Demand Brands, Inc. focuses on developing electroseismic applications and drone programs technologies for the energy industry. The company is based in Santa Monica, California.",Santa Monica,323-967-7900,CA,United States,http://www.pacifictechnologiesgroup.com,86400,2118 Wilshire Boulevard,Packaged Foods,Suite 293
t-3,DMAN,-189997.0,256724992,11000,,43106,,43106,25894,80000,43106,43106,,,,,,0,80000,36894,0,0,,43106,43106,526758.0,-189997.0,12500.0,,336861.0,3.0,-219647.0,,12500.0,326.0,526758.0,,174035.0,150326.0,150000.0,,29647.0,0.0,29600.0,29600.0,8125.0,-419.0,-23769.0,-155000.0,-75000.0,-12500.0,-6250.0,-376432.0,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,0.0138,1630503525,0.00019999966,0.0137,0.0138,0.0135,103899,DEMAND BRANDS INC,PNK,REGULAR,-0.12362932,0,False,False,1.4705857,0.0135 - 0.0138,0.0136,0.0,0.0,0,0,finmb_549925840,Other OTC,"Demand Brands, Inc.",USD,8779689,1365085,0.0117,5.571429,0.0021 - 0.0434,-0.029600002,-0.6820277,0.0021,0.0434,0.0,4,-0.001,0.022580555,-0.008780555,-0.3888547,0.015746761,-0.0019467613,3542804,-13.799999,15,America/New_York,EDT,-14400000,,,,0.0434,0.0021,0.0226,0.0157,8.78M,1.37M,256.72M,,,,,,,,,,,,,,,0.00%,,,1:500,"Apr 19, 2016","Dec 30, 2019","Dec 30, 2019",8.85%,8.85%,4.97%,,165k,0.00,-100.00%,165k,,14.6k,0.0000,,98,0,345.14k,,0.01,-0.00,61.71k,67.12k,Value,90403,Consumer Defensive,6,"Demand Brands, Inc. focuses on developing electroseismic applications and drone programs technologies for the energy industry. The company is based in Santa Monica, California.",Santa Monica,323-967-7900,CA,United States,http://www.pacifictechnologiesgroup.com,86400,2118 Wilshire Boulevard,Packaged Foods,Suite 293
