Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,deferredLongTermLiab,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,treasuryStock,otherAssets,cash,totalCurrentLiabilities,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,shortTermInvestments,netReceivables,longTermDebt,accountsPayable,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,totalCashFromOperatingActivities,depreciation,otherCashflowsFromInvestingActivities,changeToAccountReceivables,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,WC,language,region,quoteType,triggerable,quoteSourceName,currency,postMarketChangePercent,postMarketTime,postMarketPrice,postMarketChange,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,gmtOffSetMilliseconds,esgPopulated,tradeable,market,exchange,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,shortName,priceHint,marketState,exchangeDataDelayedBy,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,"Shares Short (May 27, 2021) 4","Short Ratio (May 27, 2021) 4","Short % of Float (May 27, 2021) 4","Short % of Shares Outstanding (May 27, 2021) 4",Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,industry
t0,FYBR,-5428000000.0,244400000,,,147000000,,60000000,407000000,1056000000,262000000,262000000,25142000,-89000000,,,,87000000,1676000000,1414000000,620000000,-115000000,,60000000,60000000,598000000.0,4817000000.0,21790000000.0,-4830000000.0,113596000.0,777000000.0,16960000000.0,27000000.0,121000000.0,-8915000000.0,3069000000.0,-759000000.0,528000000.0,2107000000.0,7772000000.0,5782000000.0,-744000000.0,12987000000.0,2847000000.0,2052058000.0,534000000.0,10949000000.0,572000000.0,48000000,-380000000,-5000000,-7000000,52000000,278000000,665000000,387000000,2000000,34000000,-2000000,84000000,-384000000,-4925000000.0,en-US,US,EQUITY,True,Nasdaq Real Time Price,USD,0.0,1630526412,29.19,0.0,-0.88285303,29.155 - 29.7,29.45,27.27,29.64,11,29,finmb_261171,NasdaqGS,"Frontier Communications Parent, Inc.",USD,1255275,781983,-14400000,False,False,us_market,NMS,10.54,2.7694497,29.512222,-0.32222176,-0.0109182475,27.336145,1.8538551,0.06781699,7134035968,15,America/New_York,EDT,29.19,1630526403,-0.26000023,29.59,29.7,29.155,278471,"Frontier Communications Parent,",2,POST,0,5.950001,0.25602412,23.24 - 31.895,-2.705,-0.08480953,23.24,31.895,1619785800,1627907400,1628253000,-0.05,,,31.9,23.24,29.51,27.34,1.26M,781.98k,244.4M,,89.59M,0.00%,55.83%,517.75k,0.51,,,,,,,,,,,,,,"Dec 30, 2020","Mar 30, 2021",-2.26%,15.69%,3.93%,,6.9B,66.00,-13.30%,4.45B,2.65B,-156M,,,2.11B,20.13,16.73B,,0.37,,2.18B,2.27B,Value,06851,Communication Services,16201,"Frontier Communications Parent, Inc., together with its subsidiaries, provides various services to residential and business customers over its fiber-optic and copper networks in 25 states in the United States. It offers video, high-speed Internet, advanced voice, and Frontier Secure digital protection solutions. The company also provides Frontier Business that offers communications solutions to small, medium, and enterprise businesses. The company was formerly known as Frontier Communications Corporation and changed its name to Frontier Communications Parent, Inc. in April 2021. Frontier Communications Parent, Inc. was incorporated in 1935 and is based in Norwalk, Connecticut.",Norwalk,203 614 5600,CT,1609372800,United States,http://www.frontier.com,86400,401 Merritt 7,Telecom Services
t-1,FYBR,-5577000000.0,244400000,,,-43000000,,-50000000,401000000,1066000000,271000000,271000000,25142000,-100000000,,,,7000000,1695000000,1424000000,629000000,-314000000,,-50000000,-50000000,677000000.0,4817000000.0,21695000000.0,-4900000000.0,116000000.0,717000000.0,16795000000.0,27000000.0,163000000.0,-8975000000.0,2691000000.0,-769000000.0,318000000.0,1829000000.0,7756000000.0,5781000000.0,-755000000.0,13146000000.0,2654000000.0,,572000000.0,10949000000.0,597000000.0,8000000,-334000000,2000000,-102000000,39000000,61000000,497000000,394000000,2000000,10000000,-104000000,94000000,-356000000,-5102000000.0,en-US,US,EQUITY,True,Nasdaq Real Time Price,USD,0.0,1630526412,29.19,0.0,-0.88285303,29.155 - 29.7,29.45,27.27,29.64,11,29,finmb_261171,NasdaqGS,"Frontier Communications Parent, Inc.",USD,1255275,781983,-14400000,False,False,us_market,NMS,10.54,2.7694497,29.512222,-0.32222176,-0.0109182475,27.336145,1.8538551,0.06781699,7134035968,15,America/New_York,EDT,29.19,1630526403,-0.26000023,29.59,29.7,29.155,278471,"Frontier Communications Parent,",2,POST,0,5.950001,0.25602412,23.24 - 31.895,-2.705,-0.08480953,23.24,31.895,1619785800,1627907400,1628253000,-0.05,,,31.9,23.24,29.51,27.34,1.26M,781.98k,244.4M,,89.59M,0.00%,55.83%,517.75k,0.51,,,,,,,,,,,,,,"Dec 30, 2020","Mar 30, 2021",-2.26%,15.69%,3.93%,,6.9B,66.00,-13.30%,4.45B,2.65B,-156M,,,2.11B,20.13,16.73B,,0.37,,2.18B,2.27B,Value,06851,Communication Services,16201,"Frontier Communications Parent, Inc., together with its subsidiaries, provides various services to residential and business customers over its fiber-optic and copper networks in 25 states in the United States. It offers video, high-speed Internet, advanced voice, and Frontier Secure digital protection solutions. The company also provides Frontier Business that offers communications solutions to small, medium, and enterprise businesses. The company was formerly known as Frontier Communications Corporation and changed its name to Frontier Communications Parent, Inc. in April 2021. Frontier Communications Parent, Inc. was incorporated in 1935 and is based in Norwalk, Connecticut.",Norwalk,203 614 5600,CT,1609372800,United States,http://www.frontier.com,86400,401 Merritt 7,Telecom Services
t-2,FYBR,-5683000000.0,244400000,,,4000000,,15000000,420000000,1069000000,257000000,257000000,25142000,-121000000,,,,-11000000,1726000000,1469000000,657000000,-253000000,,15000000,15000000,757000000.0,4818000000.0,21713000000.0,-4926000000.0,,791000000.0,16787000000.0,27000000.0,178000000.0,-8925000000.0,3652000000.0,-846000000.0,534000000.0,1767000000.0,7112000000.0,5701000000.0,-832000000.0,12858000000.0,2638000000.0,,588000000.0,10949000000.0,564000000.0,56000000,-313000000,-754000000,-754000000,43000000,-525000000,542000000,392000000,-1000000,40000000,-104000000,-6000000,-314000000,-4474000000.0,en-US,US,EQUITY,True,Nasdaq Real Time Price,USD,0.0,1630526412,29.19,0.0,-0.88285303,29.155 - 29.7,29.45,27.27,29.64,11,29,finmb_261171,NasdaqGS,"Frontier Communications Parent, Inc.",USD,1255275,781983,-14400000,False,False,us_market,NMS,10.54,2.7694497,29.512222,-0.32222176,-0.0109182475,27.336145,1.8538551,0.06781699,7134035968,15,America/New_York,EDT,29.19,1630526403,-0.26000023,29.59,29.7,29.155,278471,"Frontier Communications Parent,",2,POST,0,5.950001,0.25602412,23.24 - 31.895,-2.705,-0.08480953,23.24,31.895,1619785800,1627907400,1628253000,-0.05,,,31.9,23.24,29.51,27.34,1.26M,781.98k,244.4M,,89.59M,0.00%,55.83%,517.75k,0.51,,,,,,,,,,,,,,"Dec 30, 2020","Mar 30, 2021",-2.26%,15.69%,3.93%,,6.9B,66.00,-13.30%,4.45B,2.65B,-156M,,,2.11B,20.13,16.73B,,0.37,,2.18B,2.27B,Value,06851,Communication Services,16201,"Frontier Communications Parent, Inc., together with its subsidiaries, provides various services to residential and business customers over its fiber-optic and copper networks in 25 states in the United States. It offers video, high-speed Internet, advanced voice, and Frontier Secure digital protection solutions. The company also provides Frontier Business that offers communications solutions to small, medium, and enterprise businesses. The company was formerly known as Frontier Communications Corporation and changed its name to Frontier Communications Parent, Inc. in April 2021. Frontier Communications Parent, Inc. was incorporated in 1935 and is based in Norwalk, Connecticut.",Norwalk,203 614 5600,CT,1609372800,United States,http://www.frontier.com,86400,401 Merritt 7,Telecom Services
t-3,FYBR,-5935000000.0,244400000,,,-238000000,,-181000000,427000000,1116000000,292000000,292000000,25142000,-160000000,,,,-57000000,1801000000,1509000000,685000000,-530000000,,-181000000,-181000000,838000000.0,4816000000.0,22564000000.0,-5097000000.0,,772000000.0,17467000000.0,27000000.0,147000000.0,-8940000000.0,3803000000.0,-1000000000.0,565000000.0,2290000000.0,7812000000.0,6446000000.0,-987000000.0,12845000000.0,3219000000.0,,635000000.0,10949000000.0,534000000.0,168000000,910000000,-5000000,-24000000,-125000000,1359000000,473000000,397000000,1000000,-6000000,-19000000,217000000,-225000000,-4593000000.0,en-US,US,EQUITY,True,Nasdaq Real Time Price,USD,0.0,1630526412,29.19,0.0,-0.88285303,29.155 - 29.7,29.45,27.27,29.64,11,29,finmb_261171,NasdaqGS,"Frontier Communications Parent, Inc.",USD,1255275,781983,-14400000,False,False,us_market,NMS,10.54,2.7694497,29.512222,-0.32222176,-0.0109182475,27.336145,1.8538551,0.06781699,7134035968,15,America/New_York,EDT,29.19,1630526403,-0.26000023,29.59,29.7,29.155,278471,"Frontier Communications Parent,",2,POST,0,5.950001,0.25602412,23.24 - 31.895,-2.705,-0.08480953,23.24,31.895,1619785800,1627907400,1628253000,-0.05,,,31.9,23.24,29.51,27.34,1.26M,781.98k,244.4M,,89.59M,0.00%,55.83%,517.75k,0.51,,,,,,,,,,,,,,"Dec 30, 2020","Mar 30, 2021",-2.26%,15.69%,3.93%,,6.9B,66.00,-13.30%,4.45B,2.65B,-156M,,,2.11B,20.13,16.73B,,0.37,,2.18B,2.27B,Value,06851,Communication Services,16201,"Frontier Communications Parent, Inc., together with its subsidiaries, provides various services to residential and business customers over its fiber-optic and copper networks in 25 states in the United States. It offers video, high-speed Internet, advanced voice, and Frontier Secure digital protection solutions. The company also provides Frontier Business that offers communications solutions to small, medium, and enterprise businesses. The company was formerly known as Frontier Communications Corporation and changed its name to Frontier Communications Parent, Inc. in April 2021. Frontier Communications Parent, Inc. was incorporated in 1935 and is based in Norwalk, Connecticut.",Norwalk,203 614 5600,CT,1609372800,United States,http://www.frontier.com,86400,401 Merritt 7,Telecom Services
