Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,retainedEarnings,cash,totalCurrentLiabilities,totalCurrentAssets,longTermInvestments,accountsPayable,goodWill,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,repurchaseOfStock,totalCashFromOperatingActivities,otherCashflowsFromInvestingActivities,issuanceOfStock,WC,language,region,quoteType,triggerable,quoteSourceName,currency,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceHint,exchange,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,exchangeDataDelayedBy,shortName,market,marketState,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,state,country,website,maxAge,address1,industry,address2
t0,IKTO,-179298.0,119765,,,341835,,341835,-242332,90000,332332,332332,,,,,,0,0,-332332,-90000,9503,,341835,341835,2000000.0,2391118.0,423361.0,1820702.0,146746.0,2244063.0,299883.0,-870299.0,463.0,423361.0,2863.0,241200.0,19038.0,,14175.0,-1100.0,110057.0,51032.0,13360.0,348952.0,-59025.0,369370.0,-1100.0,,-420498.0,en-US,US,EQUITY,False,Delayed Quote,USD,0.0042,1630525116,0.00019999966,0.0036,0.0042,0.0035,2608172,4.999991,0.0035 - 0.0042,0.004,0.0,0.0,0,0,finmb_25566256,Other OTC,"iTokk, Inc.",USD,10064327,6590643,0.00395,15.799998,2.5E-4 - 0.0197,-0.0155,-0.786802,0.00025,0.0197,4,PNK,0.0,0.0,0.008315278,-0.0041152784,-0.49490568,0.00488993,-0.0006899303,-0.14109205,503,15,America/New_York,EDT,-14400000,False,False,0,ITOKK INC,us_market,PRE,-0.14,,,0.0197,0.0003,0.0083,0.0049,10.06M,6.59M,119.77k,,,,,,,,,,,,,,,0.00%,,,1:500,"Nov 14, 2010","Jun 29, 2011","Jun 29, 2011",0.00%,0.00%,-0.29%,-0.55%,,,,,,-10.85k,0.0000,,463,0,240.92k,13.23,0.01,0.00,22.45k,141.37k,Value,V6B 5C6,Communication Services,"iTokk, Inc. does not have significant operations. Previously, it was engaged in the provision of voice-over-Internet protocol (VOIP) and related products and services in North America and Europe. The company was formerly known as Shadow Marketing Inc. and changed its name to itokk, Inc. in October 2009. iTokk, Inc. was founded in 2003 and is headquartered in Vancouver, Canada.",Vancouver,778-373-6381,BC,Canada,http://www.itokk.com,86400,375 Water Street,Publishing,Suite 200
t-1,IKTO,-834078.0,119765,,,-84663,,-84663,54500,-30000,-84500,-84500,,-163.0,,,,0,0,84500,30000,-163,,-84663,-84663,2000000.0,1964617.0,426261.0,1407122.0,169906.0,2259884.0,299883.0,-857378.0,16284.0,426261.0,18684.0,,15438.0,241200.0,-2405.0,-1100.0,53800.0,102825.0,13360.0,15757.0,-59025.0,-87068.0,-1100.0,49025.0,-407577.0,en-US,US,EQUITY,False,Delayed Quote,USD,0.0042,1630525116,0.00019999966,0.0036,0.0042,0.0035,2608172,4.999991,0.0035 - 0.0042,0.004,0.0,0.0,0,0,finmb_25566256,Other OTC,"iTokk, Inc.",USD,10064327,6590643,0.00395,15.799998,2.5E-4 - 0.0197,-0.0155,-0.786802,0.00025,0.0197,4,PNK,0.0,0.0,0.008315278,-0.0041152784,-0.49490568,0.00488993,-0.0006899303,-0.14109205,503,15,America/New_York,EDT,-14400000,False,False,0,ITOKK INC,us_market,PRE,-0.14,,,0.0197,0.0003,0.0083,0.0049,10.06M,6.59M,119.77k,,,,,,,,,,,,,,,0.00%,,,1:500,"Nov 14, 2010","Jun 29, 2011","Jun 29, 2011",0.00%,0.00%,-0.29%,-0.55%,,,,,,-10.85k,0.0000,,463,0,240.92k,13.23,0.01,0.00,22.45k,141.37k,Value,V6B 5C6,Communication Services,"iTokk, Inc. does not have significant operations. Previously, it was engaged in the provision of voice-over-Internet protocol (VOIP) and related products and services in North America and Europe. The company was formerly known as Shadow Marketing Inc. and changed its name to itokk, Inc. in October 2009. iTokk, Inc. was founded in 2003 and is headquartered in Vancouver, Canada.",Vancouver,778-373-6381,BC,Canada,http://www.itokk.com,86400,375 Water Street,Publishing,Suite 200
t-2,IKTO,-749315.0,119765,,,-95164,,-95164,60164,-30000,-90164,-90164,,-163.0,,,,0,0,90164,30000,-5000,,-95164,-95164,2000000.0,2264354.0,374867.0,1491885.0,116301.0,2244127.0,246.0,-772715.0,527.0,374867.0,2927.0,,17649.0,241200.0,6664.0,-1100.0,76787.0,76787.0,13360.0,-11713.0,-59025.0,-88500.0,-1100.0,49025.0,-371940.0,en-US,US,EQUITY,False,Delayed Quote,USD,0.0042,1630525116,0.00019999966,0.0036,0.0042,0.0035,2608172,4.999991,0.0035 - 0.0042,0.004,0.0,0.0,0,0,finmb_25566256,Other OTC,"iTokk, Inc.",USD,10064327,6590643,0.00395,15.799998,2.5E-4 - 0.0197,-0.0155,-0.786802,0.00025,0.0197,4,PNK,0.0,0.0,0.008315278,-0.0041152784,-0.49490568,0.00488993,-0.0006899303,-0.14109205,503,15,America/New_York,EDT,-14400000,False,False,0,ITOKK INC,us_market,PRE,-0.14,,,0.0197,0.0003,0.0083,0.0049,10.06M,6.59M,119.77k,,,,,,,,,,,,,,,0.00%,,,1:500,"Nov 14, 2010","Jun 29, 2011","Jun 29, 2011",0.00%,0.00%,-0.29%,-0.55%,,,,,,-10.85k,0.0000,,463,0,240.92k,13.23,0.01,0.00,22.45k,141.37k,Value,V6B 5C6,Communication Services,"iTokk, Inc. does not have significant operations. Previously, it was engaged in the provision of voice-over-Internet protocol (VOIP) and related products and services in North America and Europe. The company was formerly known as Shadow Marketing Inc. and changed its name to itokk, Inc. in October 2009. iTokk, Inc. was founded in 2003 and is headquartered in Vancouver, Canada.",Vancouver,778-373-6381,BC,Canada,http://www.itokk.com,86400,375 Water Street,Publishing,Suite 200
t-3,IKTO,-654151.0,119765,,,-172856,,-172856,138516,-30000,-168516,-168516,,-4340.0,,,,0,0,168516,30000,-4340,,-172856,-172856,2000000.0,2264354.0,291416.0,1587049.0,,2255840.0,246.0,-677551.0,12240.0,291416.0,14640.0,,26358.0,241200.0,604.0,-1100.0,-9087.0,913.0,900.0,-170439.0,-59025.0,-171352.0,-1100.0,10000.0,-276776.0,en-US,US,EQUITY,False,Delayed Quote,USD,0.0042,1630525116,0.00019999966,0.0036,0.0042,0.0035,2608172,4.999991,0.0035 - 0.0042,0.004,0.0,0.0,0,0,finmb_25566256,Other OTC,"iTokk, Inc.",USD,10064327,6590643,0.00395,15.799998,2.5E-4 - 0.0197,-0.0155,-0.786802,0.00025,0.0197,4,PNK,0.0,0.0,0.008315278,-0.0041152784,-0.49490568,0.00488993,-0.0006899303,-0.14109205,503,15,America/New_York,EDT,-14400000,False,False,0,ITOKK INC,us_market,PRE,-0.14,,,0.0197,0.0003,0.0083,0.0049,10.06M,6.59M,119.77k,,,,,,,,,,,,,,,0.00%,,,1:500,"Nov 14, 2010","Jun 29, 2011","Jun 29, 2011",0.00%,0.00%,-0.29%,-0.55%,,,,,,-10.85k,0.0000,,463,0,240.92k,13.23,0.01,0.00,22.45k,141.37k,Value,V6B 5C6,Communication Services,"iTokk, Inc. does not have significant operations. Previously, it was engaged in the provision of voice-over-Internet protocol (VOIP) and related products and services in North America and Europe. The company was formerly known as Shadow Marketing Inc. and changed its name to itokk, Inc. in October 2009. iTokk, Inc. was founded in 2003 and is headquartered in Vancouver, Canada.",Vancouver,778-373-6381,BC,Canada,http://www.itokk.com,86400,375 Water Street,Publishing,Suite 200
