Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,retainedEarnings,cash,totalCurrentLiabilities,totalCurrentAssets,accountsPayable,propertyPlantEquipment,treasuryStock,otherStockholderEquity,changeToLiabilities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,totalCashFromOperatingActivities,depreciation,changeToNetincome,totalCashflowsFromInvestingActivities,changeToAccountReceivables,otherCashflowsFromFinancingActivities,capitalExpenditures,WC,language,region,quoteType,triggerable,quoteSourceName,currency,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,priceHint,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,marketState,shortName,market,exchangeDataDelayedBy,exchange,esgPopulated,tradeable,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,website,maxAge,address1,industry
t0,IMTV,-10290681.0,12218800,,,-10453955,,-10460496,72936,0,-104806,-104806,,-1049672,,,,0,0,104806,0,-10349149,-6541,-10453955,-10460496,14893046.0,10484546.0,-10290681.0,9975944.0,196265.0,19.0,-25183746.0,3765.0,10484546.0,196265.0,32672.0,,,,42498.0,86342.0,86342.0,30740.0,-12189.0,-98531.0,470.0,9195918.0,,,,,-10288281.0,en-US,US,EQUITY,False,Delayed Quote,USD,-41.913,-5.36,0.0005536111,-5.361106e-05,-0.09683885,0.0006981119,-0.00019811187,-0.2837824,678,-9.328358e-05,15,America/New_York,EDT,-14400000,4,0.0,5.0E-4 - 6.0E-4,0.0005,0.0,0.0,0,0,finmb_23565292,PRE,IMAGINATION TV INC,us_market,0,PNK,False,False,0.0005,1630514657,0.0,0.0005,0.0006,0.0005,8300792,Other OTC,"Imagination TV, Inc.",USD,9606707,24717117,0.00040000002,4.0000005,1.0E-4 - 0.0022,-0.0016999999,-0.77272725,0.0001,0.0022,1.39,,,0.0022,0.0001,0.0006,0.0007,9.61M,24.72M,12.22M,,,,,,,,,,,,,,,0.00%,,,1:300,"Oct 19, 2014","Dec 30, 2013","Sep 29, 2014",0.00%,0.00%,"-1,293.68%",,,,,,-3.23M,-16.56M,-41.9130,,3.77k,0,431.86k,,0.02,-5.36,-533.13k,11.1M,Value,82609,Communication Services,2,"Imagination TV, Inc. owns and operates a network of city-based Websites for business and vacation travelers, and local individuals. Its Websites provide information about hotels, restaurant dining, golf courses, discount event tickets, discount car rentals, discount airfare, and attraction tickets. The company was formerly known as IC Places, Inc. and changed its name to Imagination TV, Inc. in October 2014. Imagination TV, Inc. was founded in 2005 and is based in Casper, Wyoming.",Casper,307-201-0602,WY,United States,http://imaginationtv.co,86400,5830 East 2nd Street,Entertainment
t-1,IMTV,-827400.0,12218800,,,-518231,,-513790,36059,0,-73778,-73778,,-222320,,,,0,0,73778,0,-444453,4441,-518231,-513790,13895428.0,960465.0,-827400.0,614971.0,135465.0,578.0,-14723406.0,15954.0,960465.0,128454.0,,7011.0,,,-2352.0,98481.0,98481.0,-37740.0,15954.0,-82527.0,471.0,396441.0,,,,,-832011.0,en-US,US,EQUITY,False,Delayed Quote,USD,-41.913,-5.36,0.0005536111,-5.361106e-05,-0.09683885,0.0006981119,-0.00019811187,-0.2837824,678,-9.328358e-05,15,America/New_York,EDT,-14400000,4,0.0,5.0E-4 - 6.0E-4,0.0005,0.0,0.0,0,0,finmb_23565292,PRE,IMAGINATION TV INC,us_market,0,PNK,False,False,0.0005,1630514657,0.0,0.0005,0.0006,0.0005,8300792,Other OTC,"Imagination TV, Inc.",USD,9606707,24717117,0.00040000002,4.0000005,1.0E-4 - 0.0022,-0.0016999999,-0.77272725,0.0001,0.0022,1.39,,,0.0022,0.0001,0.0006,0.0007,9.61M,24.72M,12.22M,,,,,,,,,,,,,,,0.00%,,,1:300,"Oct 19, 2014","Dec 30, 2013","Sep 29, 2014",0.00%,0.00%,"-1,293.68%",,,,,,-3.23M,-16.56M,-41.9130,,3.77k,0,431.86k,,0.02,-5.36,-533.13k,11.1M,Value,82609,Communication Services,2,"Imagination TV, Inc. owns and operates a network of city-based Websites for business and vacation travelers, and local individuals. Its Websites provide information about hotels, restaurant dining, golf courses, discount event tickets, discount car rentals, discount airfare, and attraction tickets. The company was formerly known as IC Places, Inc. and changed its name to Imagination TV, Inc. in October 2014. Imagination TV, Inc. was founded in 2005 and is based in Casper, Wyoming.",Casper,307-201-0602,WY,United States,http://imaginationtv.co,86400,5830 East 2nd Street,Entertainment
t-2,IMTV,-390547.0,12218800,,,-5585,,-5585,6216,0,-19186,-19186,,-3970,,,,0,0,19186,0,13601,4441,-5585,-5585,13818537.0,470545.0,-390547.0,131072.0,82398.0,374.0,-14209457.0,,470545.0,74760.0,,7638.0,-1.0,-1.0,4000.0,2216.0,2216.0,-37740.0,15954.0,-2216.0,470.0,-5071.0,,,,,-395785.0,en-US,US,EQUITY,False,Delayed Quote,USD,-41.913,-5.36,0.0005536111,-5.361106e-05,-0.09683885,0.0006981119,-0.00019811187,-0.2837824,678,-9.328358e-05,15,America/New_York,EDT,-14400000,4,0.0,5.0E-4 - 6.0E-4,0.0005,0.0,0.0,0,0,finmb_23565292,PRE,IMAGINATION TV INC,us_market,0,PNK,False,False,0.0005,1630514657,0.0,0.0005,0.0006,0.0005,8300792,Other OTC,"Imagination TV, Inc.",USD,9606707,24717117,0.00040000002,4.0000005,1.0E-4 - 0.0022,-0.0016999999,-0.77272725,0.0001,0.0022,1.39,,,0.0022,0.0001,0.0006,0.0007,9.61M,24.72M,12.22M,,,,,,,,,,,,,,,0.00%,,,1:300,"Oct 19, 2014","Dec 30, 2013","Sep 29, 2014",0.00%,0.00%,"-1,293.68%",,,,,,-3.23M,-16.56M,-41.9130,,3.77k,0,431.86k,,0.02,-5.36,-533.13k,11.1M,Value,82609,Communication Services,2,"Imagination TV, Inc. owns and operates a network of city-based Websites for business and vacation travelers, and local individuals. Its Websites provide information about hotels, restaurant dining, golf courses, discount event tickets, discount car rentals, discount airfare, and attraction tickets. The company was formerly known as IC Places, Inc. and changed its name to Imagination TV, Inc. in October 2014. Imagination TV, Inc. was founded in 2005 and is based in Casper, Wyoming.",Casper,307-201-0602,WY,United States,http://imaginationtv.co,86400,5830 East 2nd Street,Entertainment
t-3,IMTV,-408222.0,12218800,,,-4539240,,-4539240,55241,0,-3030072,-3030072,,-3970,,,,0,0,3030072,0,-1509168,4441,-4539240,-4539240,13795490.0,501034.0,-408222.0,177761.0,95212.0,316.0,-14204028.0,,501034.0,87260.0,,7952.0,,,-73839.0,349467.0,349872.0,-202742.0,-2007.0,-349861.0,-1569.0,4519892.0,-2018.0,288.0,405.0,-2018.0,-413774.0,en-US,US,EQUITY,False,Delayed Quote,USD,-41.913,-5.36,0.0005536111,-5.361106e-05,-0.09683885,0.0006981119,-0.00019811187,-0.2837824,678,-9.328358e-05,15,America/New_York,EDT,-14400000,4,0.0,5.0E-4 - 6.0E-4,0.0005,0.0,0.0,0,0,finmb_23565292,PRE,IMAGINATION TV INC,us_market,0,PNK,False,False,0.0005,1630514657,0.0,0.0005,0.0006,0.0005,8300792,Other OTC,"Imagination TV, Inc.",USD,9606707,24717117,0.00040000002,4.0000005,1.0E-4 - 0.0022,-0.0016999999,-0.77272725,0.0001,0.0022,1.39,,,0.0022,0.0001,0.0006,0.0007,9.61M,24.72M,12.22M,,,,,,,,,,,,,,,0.00%,,,1:300,"Oct 19, 2014","Dec 30, 2013","Sep 29, 2014",0.00%,0.00%,"-1,293.68%",,,,,,-3.23M,-16.56M,-41.9130,,3.77k,0,431.86k,,0.02,-5.36,-533.13k,11.1M,Value,82609,Communication Services,2,"Imagination TV, Inc. owns and operates a network of city-based Websites for business and vacation travelers, and local individuals. Its Websites provide information about hotels, restaurant dining, golf courses, discount event tickets, discount car rentals, discount airfare, and attraction tickets. The company was formerly known as IC Places, Inc. and changed its name to Imagination TV, Inc. in October 2014. Imagination TV, Inc. was founded in 2005 and is based in Casper, Wyoming.",Casper,307-201-0602,WY,United States,http://imaginationtv.co,86400,5830 East 2nd Street,Entertainment
