Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,retainedEarnings,otherLiab,goodWill,treasuryStock,otherAssets,cash,totalCurrentLiabilities,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,netReceivables,longTermDebt,inventory,accountsPayable,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,repurchaseOfStock,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,otherCashflowsFromInvestingActivities,changeToInventory,changeToAccountReceivables,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,issuanceOfStock,WC,language,region,quoteType,triggerable,quoteSourceName,currency,shortName,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,marketState,exchangeDataDelayedBy,priceHint,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,exchange,market,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,industry,address2
t0,DTPKF,7712597.0,61365500,,,-1085744,906885,-936563,1040349,1013670,-1125732,-1125732,604821,-33654,,,,-44077,1813707,2939439,800037,39989,,-1041667,-936563,1744419.0,31395612.0,7044333.0,9755364.0,1800923.0,17706582.0,190996.0,-21824229.0,518303.0,298348.0,-7015.0,140649.0,7080492.0,4881176.0,3680.0,-7015.0,4209267.0,11313899.0,2857460.0,1017716.0,1375947.0,1364787.0,-338149.0,638468.0,430474.0,398460.0,4720.0,-205261.0,-11261.0,-11028.0,-1231161.0,315461.0,950875.0,-174353.0,-158472.0,-20753.0,-122680.0,-64344.0,,6432723.0,en-US,US,EQUITY,False,Delayed Quote,USD,DIRECTA PLUS PLC,0.10803924,121670800,11.635221,15,America/New_York,EDT,-14400000,False,False,REGULAR,0,4,1.85,1630503060,0.100000024,1.85,1.85,1.85,200,PNK,us_market,5.714287,1.85 - 1.85,1.75,finmb_331713215,Other OTC,Directa Plus Plc,EUR,917,366,1.06,1.3417721,0.79 - 2.63,-0.7800001,-0.29657796,0.79,2.63,-0.083,0.159,1.6282778,0.22172225,0.13616979,1.669616,0.18038404,0.92,,,2.63,0.79,1.6283,1.6696,917,366,61.37M,,24.54M,57.72%,18.13%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Dec 30, 2020",-65.20%,-68.76%,-13.93%,-35.09%,6.43M,0.10,108.80%,4.08M,-3.17M,-4.2M,-0.0830,,7.08M,0.12,2.84M,26.64,2.32,0.16,-4.07M,-3.21M,Value,22074,Basic Materials,193,"Directa Plus Plc manufactures and sells graphene-based products for industrial and commercial applications in Italy and internationally. It operates through Textile, Environmental, and Others segments. The company offers its products under the G+ brand name. Its products are used in elastomers, textiles, composite materials, wastewater treatment, oil-spill recovery, golf balls, and foot wear. The company is based in Lomazzo, Italy.",Lomazzo,39 02 36 71 44 00,CO,1577750400,Italy,http://www.directa-plus.com,86400,ComoNExT Science Park,Specialty Chemicals,Via Cavour 2
t-1,DTPKF,7712597.0,61365500,,,-1085744,906885,-936563,1040349,1013670,-1125732,-1125732,604821,-33654,,,,-44077,1813707,2939439,800037,39989,,-1041667,-936563,1744419.0,31395612.0,7044333.0,9755364.0,1800923.0,17706582.0,190996.0,-21824229.0,518303.0,298348.0,-7015.0,140649.0,7080492.0,4881176.0,3680.0,-7015.0,4209267.0,11313899.0,2857460.0,1017716.0,1375947.0,1364787.0,-338149.0,638468.0,430474.0,398460.0,4720.0,-205261.0,-11261.0,-11028.0,-1231161.0,315461.0,950875.0,-174353.0,-158472.0,-20753.0,-122680.0,-64344.0,,6432723.0,en-US,US,EQUITY,False,Delayed Quote,USD,DIRECTA PLUS PLC,0.10803924,121670800,11.635221,15,America/New_York,EDT,-14400000,False,False,REGULAR,0,4,1.85,1630503060,0.100000024,1.85,1.85,1.85,200,PNK,us_market,5.714287,1.85 - 1.85,1.75,finmb_331713215,Other OTC,Directa Plus Plc,EUR,917,366,1.06,1.3417721,0.79 - 2.63,-0.7800001,-0.29657796,0.79,2.63,-0.083,0.159,1.6282778,0.22172225,0.13616979,1.669616,0.18038404,0.92,,,2.63,0.79,1.6283,1.6696,917,366,61.37M,,24.54M,57.72%,18.13%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Dec 30, 2020",-65.20%,-68.76%,-13.93%,-35.09%,6.43M,0.10,108.80%,4.08M,-3.17M,-4.2M,-0.0830,,7.08M,0.12,2.84M,26.64,2.32,0.16,-4.07M,-3.21M,Value,22074,Basic Materials,193,"Directa Plus Plc manufactures and sells graphene-based products for industrial and commercial applications in Italy and internationally. It operates through Textile, Environmental, and Others segments. The company offers its products under the G+ brand name. Its products are used in elastomers, textiles, composite materials, wastewater treatment, oil-spill recovery, golf balls, and foot wear. The company is based in Lomazzo, Italy.",Lomazzo,39 02 36 71 44 00,CO,1577750400,Italy,http://www.directa-plus.com,86400,ComoNExT Science Park,Specialty Chemicals,Via Cavour 2
t-2,DTPKF,9555480.0,61365500,,,-1242950,1122735,-1160943,849354,1028026,-1086529,-1086529,913998,-33654,,,,-18130,1403533,2490062,375507,-156422,,-1224820,-1160943,2053432.0,31395612.0,4731829.0,11608912.0,,17463476.0,190996.0,-19977696.0,589511.0,,,112306.0,7491014.0,3765823.0,1131901.0,,4338078.0,10959660.0,2446221.0,,1022425.0,2472501.0,-361041.0,-1057374.0,287243.0,285881.0,7702.0,-1707531.0,-11261.0,-129723.0,-806315.0,351102.0,-950287.0,34347.0,248118.0,-12865.0,74401.0,-33652.0,11503.0,7193837.0,en-US,US,EQUITY,False,Delayed Quote,USD,DIRECTA PLUS PLC,0.10803924,121670800,11.635221,15,America/New_York,EDT,-14400000,False,False,REGULAR,0,4,1.85,1630503060,0.100000024,1.85,1.85,1.85,200,PNK,us_market,5.714287,1.85 - 1.85,1.75,finmb_331713215,Other OTC,Directa Plus Plc,EUR,917,366,1.06,1.3417721,0.79 - 2.63,-0.7800001,-0.29657796,0.79,2.63,-0.083,0.159,1.6282778,0.22172225,0.13616979,1.669616,0.18038404,0.92,,,2.63,0.79,1.6283,1.6696,917,366,61.37M,,24.54M,57.72%,18.13%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Dec 30, 2020",-65.20%,-68.76%,-13.93%,-35.09%,6.43M,0.10,108.80%,4.08M,-3.17M,-4.2M,-0.0830,,7.08M,0.12,2.84M,26.64,2.32,0.16,-4.07M,-3.21M,Value,22074,Basic Materials,193,"Directa Plus Plc manufactures and sells graphene-based products for industrial and commercial applications in Italy and internationally. It operates through Textile, Environmental, and Others segments. The company offers its products under the G+ brand name. Its products are used in elastomers, textiles, composite materials, wastewater treatment, oil-spill recovery, golf balls, and foot wear. The company is based in Lomazzo, Italy.",Lomazzo,39 02 36 71 44 00,CO,1577750400,Italy,http://www.directa-plus.com,86400,ComoNExT Science Park,Specialty Chemicals,Via Cavour 2
t-3,DTPKF,9555480.0,61365500,,,-1242950,1122735,-1160943,849354,1028026,-1086529,-1086529,913998,-33654,,,,-18130,1403533,2490062,375507,-156422,,-1224820,-1160943,2053432.0,31395612.0,4731829.0,11608912.0,,17463476.0,190996.0,-19977696.0,589511.0,,,112306.0,7491014.0,3765823.0,1131901.0,,4338078.0,10959660.0,2446221.0,,1022425.0,2472501.0,-361041.0,-1057374.0,287243.0,285881.0,7702.0,-1707531.0,-11261.0,-129723.0,-806315.0,351102.0,-950287.0,34347.0,248118.0,-12865.0,74401.0,-33652.0,11503.0,7193837.0,en-US,US,EQUITY,False,Delayed Quote,USD,DIRECTA PLUS PLC,0.10803924,121670800,11.635221,15,America/New_York,EDT,-14400000,False,False,REGULAR,0,4,1.85,1630503060,0.100000024,1.85,1.85,1.85,200,PNK,us_market,5.714287,1.85 - 1.85,1.75,finmb_331713215,Other OTC,Directa Plus Plc,EUR,917,366,1.06,1.3417721,0.79 - 2.63,-0.7800001,-0.29657796,0.79,2.63,-0.083,0.159,1.6282778,0.22172225,0.13616979,1.669616,0.18038404,0.92,,,2.63,0.79,1.6283,1.6696,917,366,61.37M,,24.54M,57.72%,18.13%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Dec 30, 2020",-65.20%,-68.76%,-13.93%,-35.09%,6.43M,0.10,108.80%,4.08M,-3.17M,-4.2M,-0.0830,,7.08M,0.12,2.84M,26.64,2.32,0.16,-4.07M,-3.21M,Value,22074,Basic Materials,193,"Directa Plus Plc manufactures and sells graphene-based products for industrial and commercial applications in Italy and internationally. It operates through Textile, Environmental, and Others segments. The company offers its products under the G+ brand name. Its products are used in elastomers, textiles, composite materials, wastewater treatment, oil-spill recovery, golf balls, and foot wear. The company is based in Lomazzo, Italy.",Lomazzo,39 02 36 71 44 00,CO,1577750400,Italy,http://www.directa-plus.com,86400,ComoNExT Science Park,Specialty Chemicals,Via Cavour 2
