Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,cash,totalCurrentLiabilities,shortLongTermDebt,propertyPlantEquipment,totalCurrentAssets,netReceivables,longTermDebt,accountsPayable,otherAssets,treasuryStock,otherStockholderEquity,changeToLiabilities,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,totalCashFromOperatingActivities,depreciation,changeToAccountReceivables,otherCashflowsFromFinancingActivities,changeToNetincome,totalCashflowsFromInvestingActivities,capitalExpenditures,netBorrowings,WC,language,region,quoteType,triggerable,quoteSourceName,currency,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,gmtOffSetMilliseconds,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,priceHint,shortName,longName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,marketState,exchange,market,twoHundredDayAverageChangePercent,marketCap,forwardPE,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,esgPopulated,tradeable,exchangeDataDelayedBy,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,"Shares Short (May 27, 2021) 4","Short Ratio (May 27, 2021) 4","Short % of Float (May 27, 2021) 4","Short % of Shares Outstanding (May 27, 2021) 4","Shares Short (prior month Apr 29, 2021) 4",Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,industry,address2
t0,HYRE,19654899.0,20367400,1526718,,-7206535,,-7206535,8411644,2732250,-7206112,-7206112,,-1906,,,,0,7448400,14654512,4716150,-423,,-7206535,-7206535,61562.0,71158828.0,9130365.0,19716461.0,281560.0,28846826.0,203.0,3145178.0,-51442570.0,25499635.0,9021252.0,1890062.0,7624.0,28777640.0,132827.0,109113.0,4497276.0,,,,1792858.0,28111756.0,-5133817.0,29792040.0,21327745.0,-6784011.0,19270.0,-23461.0,-1680284.0,3767674.0,,,,19756388.0,en-US,US,EQUITY,True,Delayed Quote,USD,-0.5338031,10.88 - 12.0899,11.24,0.0,0.0,9,10,finmb_542762173,NasdaqCM,USD,870909,754614,8.2300005,2.7898307,2.95 - 24.21,-13.029999,-0.5382073,2.95,24.21,1617120300,1636491600,1637010000,-0.867,0.45,-1.35,-8.281482,-14400000,-0.254,14.433143,-3.2531424,-0.2253939,14.1874275,-3.0074272,2,HyreCar Inc.,HyreCar Inc.,11.18,1630526402,-0.059999466,11.28,12.0899,10.88,694189,PRE,NCM,us_market,-0.21197833,227707536,24.844446,-44.015747,15,America/New_York,EDT,False,False,0,2.87,,,24.21,2.95,14.43,14.19,870.91k,754.61k,20.37M,,15.09M,16.53%,59.65%,1.25M,0.68,6.86%,6.13%,680.06k,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",-68.29%,-68.30%,-61.49%,-160.17%,26.9M,1.47,28.90%,8.27M,-18.37M,-18.37M,-0.87,,25.5M,1.25,2M,10.14,3.19,-0.25,-11.73M,-5.76M,Value,90071,Industrials,86,"HyreCar Inc., together with subsidiaries, operates a web-based car-sharing marketplace in the United States. Its marketplace allows car owners to rent their idle cars to ride-sharing service drivers, such as Uber and Lyft drivers. HyreCar Inc. was incorporated in 2014 and is headquartered in Los Angeles, California.",Los Angeles,888 688 6769,CA,1609372800,United States,http://www.hyrecar.com,86400,355 South Grand Avenue,Rental & Leasing Services,Suite 1650
t-1,HYRE,-4590444.0,20367400,930193,,-5469590,,-5469590,5268339,661057,-5537475,-5537475,,-1906,,,,0,7054115,12591590,6393058,67885,,-5469590,-5469590,80031.0,39725445.0,10823180.0,-4510413.0,291175.0,6312767.0,177.0,1096430.0,-44236035.0,4923515.0,10378553.0,1554548.0,8425.0,6129311.0,109366.0,444627.0,2275559.0,95000.0,,,-167725.0,1991.0,3097531.0,35156.0,-1864820.0,-1864564.0,-52359.0,-36912.0,-33165.0,690617.0,-2247.0,-2247.0,,-4249242.0,en-US,US,EQUITY,True,Delayed Quote,USD,-0.5338031,10.88 - 12.0899,11.24,0.0,0.0,9,10,finmb_542762173,NasdaqCM,USD,870909,754614,8.2300005,2.7898307,2.95 - 24.21,-13.029999,-0.5382073,2.95,24.21,1617120300,1636491600,1637010000,-0.867,0.45,-1.35,-8.281482,-14400000,-0.254,14.433143,-3.2531424,-0.2253939,14.1874275,-3.0074272,2,HyreCar Inc.,HyreCar Inc.,11.18,1630526402,-0.059999466,11.28,12.0899,10.88,694189,PRE,NCM,us_market,-0.21197833,227707536,24.844446,-44.015747,15,America/New_York,EDT,False,False,0,2.87,,,24.21,2.95,14.43,14.19,870.91k,754.61k,20.37M,,15.09M,16.53%,59.65%,1.25M,0.68,6.86%,6.13%,680.06k,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",-68.29%,-68.30%,-61.49%,-160.17%,26.9M,1.47,28.90%,8.27M,-18.37M,-18.37M,-0.87,,25.5M,1.25,2M,10.14,3.19,-0.25,-11.73M,-5.76M,Value,90071,Industrials,86,"HyreCar Inc., together with subsidiaries, operates a web-based car-sharing marketplace in the United States. Its marketplace allows car owners to rent their idle cars to ride-sharing service drivers, such as Uber and Lyft drivers. HyreCar Inc. was incorporated in 2014 and is headquartered in Los Angeles, California.",Los Angeles,888 688 6769,CA,1609372800,United States,http://www.hyrecar.com,86400,355 South Grand Avenue,Rental & Leasing Services,Suite 1650
t-2,HYRE,125276.0,20367400,759686,,-1839620,,-1839620,3904975,2896460,-1768201,-1768201,,-22787,,,,0,6813825,8582026,3917365,-71419,,-1839620,-1839620,98499.0,38997490.0,8019771.0,223775.0,341865.0,8243546.0,177.0,1180033.0,-38766445.0,6788335.0,7240491.0,1219895.0,9225.0,8040822.0,72454.0,779280.0,2465099.0,95000.0,-7447.0,-7447.0,153468.0,38335.0,1131216.0,38335.0,-368703.0,-407038.0,17003.0,-13205.0,-33165.0,144100.0,-2247.0,-2247.0,,800331.0,en-US,US,EQUITY,True,Delayed Quote,USD,-0.5338031,10.88 - 12.0899,11.24,0.0,0.0,9,10,finmb_542762173,NasdaqCM,USD,870909,754614,8.2300005,2.7898307,2.95 - 24.21,-13.029999,-0.5382073,2.95,24.21,1617120300,1636491600,1637010000,-0.867,0.45,-1.35,-8.281482,-14400000,-0.254,14.433143,-3.2531424,-0.2253939,14.1874275,-3.0074272,2,HyreCar Inc.,HyreCar Inc.,11.18,1630526402,-0.059999466,11.28,12.0899,10.88,694189,PRE,NCM,us_market,-0.21197833,227707536,24.844446,-44.015747,15,America/New_York,EDT,False,False,0,2.87,,,24.21,2.95,14.43,14.19,870.91k,754.61k,20.37M,,15.09M,16.53%,59.65%,1.25M,0.68,6.86%,6.13%,680.06k,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",-68.29%,-68.30%,-61.49%,-160.17%,26.9M,1.47,28.90%,8.27M,-18.37M,-18.37M,-0.87,,25.5M,1.25,2M,10.14,3.19,-0.25,-11.73M,-5.76M,Value,90071,Industrials,86,"HyreCar Inc., together with subsidiaries, operates a web-based car-sharing marketplace in the United States. Its marketplace allows car owners to rent their idle cars to ride-sharing service drivers, such as Uber and Lyft drivers. HyreCar Inc. was incorporated in 2014 and is headquartered in Los Angeles, California.",Los Angeles,888 688 6769,CA,1609372800,United States,http://www.hyrecar.com,86400,355 South Grand Avenue,Rental & Leasing Services,Suite 1650
t-3,HYRE,1763993.0,20367400,615466,,-3853475,,-3853475,5782164,2537662,-3859968,-3859968,,-11310,,,,0,5583388,9443356,3045726,6493,,-3853475,-3853475,116967.0,38815056.0,6528073.0,1880960.0,299594.0,8409033.0,176.0,973017.0,-36926825.0,7157038.0,5415138.0,886240.0,7762.0,8189304.0,59249.0,1112935.0,2311633.0,95000.0,-7447.0,-7447.0,-203112.0,2004425.0,-703366.0,5250.0,-665929.0,-2670354.0,19159.0,19300.0,-33165.0,2051140.0,-2247.0,-2247.0,1999175.0,2774166.0,en-US,US,EQUITY,True,Delayed Quote,USD,-0.5338031,10.88 - 12.0899,11.24,0.0,0.0,9,10,finmb_542762173,NasdaqCM,USD,870909,754614,8.2300005,2.7898307,2.95 - 24.21,-13.029999,-0.5382073,2.95,24.21,1617120300,1636491600,1637010000,-0.867,0.45,-1.35,-8.281482,-14400000,-0.254,14.433143,-3.2531424,-0.2253939,14.1874275,-3.0074272,2,HyreCar Inc.,HyreCar Inc.,11.18,1630526402,-0.059999466,11.28,12.0899,10.88,694189,PRE,NCM,us_market,-0.21197833,227707536,24.844446,-44.015747,15,America/New_York,EDT,False,False,0,2.87,,,24.21,2.95,14.43,14.19,870.91k,754.61k,20.37M,,15.09M,16.53%,59.65%,1.25M,0.68,6.86%,6.13%,680.06k,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",-68.29%,-68.30%,-61.49%,-160.17%,26.9M,1.47,28.90%,8.27M,-18.37M,-18.37M,-0.87,,25.5M,1.25,2M,10.14,3.19,-0.25,-11.73M,-5.76M,Value,90071,Industrials,86,"HyreCar Inc., together with subsidiaries, operates a web-based car-sharing marketplace in the United States. Its marketplace allows car owners to rent their idle cars to ride-sharing service drivers, such as Uber and Lyft drivers. HyreCar Inc. was incorporated in 2014 and is headquartered in Los Angeles, California.",Los Angeles,888 688 6769,CA,1609372800,United States,http://www.hyrecar.com,86400,355 South Grand Avenue,Rental & Leasing Services,Suite 1650
