Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,totalLiab,totalStockholderEquity,totalAssets,commonStock,otherAssets,cash,totalCurrentLiabilities,propertyPlantEquipment,totalCurrentAssets,netReceivables,longTermDebt,accountsPayable,changeToLiabilities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,totalCashFromOperatingActivities,depreciation,totalCashflowsFromInvestingActivities,changeToAccountReceivables,capitalExpenditures,WC,language,region,quoteType,triggerable,quoteSourceName,currency,priceHint,exchange,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,exchangeDataDelayedBy,shortName,marketState,market,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,marketCap,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,website,maxAge,address1,industry,address2
t0,ENTI,1651008,29901000704,,,-6585,,-6585,66729,70917,-1732,-1732,,,,,,0,83917,85649,13000,-4853,,-6585,-6585,2794312,710786,4445320,5156106,4445320,1750000,293,80362,136501,475293,475000,630424,80362,0.0,-120000.0,-41231.0,25000.0,78769.0,-16896.0,24335.0,5920.0,,,,394931,en-US,US,EQUITY,False,Delayed Quote,USD,4,PNK,0.0001,1630508392,-0.0001,0.0001,0.0001,0.0001,5100000,0,ENCOUNTER TECHNOLOGIES INC,REGULAR,us_market,-50.0,1.0E-4 - 1.0E-4,0.0002,0.0,0.0,0,0,finmb_414846,Other OTC,Encounter Development Technologies Inc.,USD,70323280,119273091,0.0,0.0,1.0E-4 - 0.0018,-0.0017,-0.9444445,0.0001,0.0018,-0.6345177,0.00044,-0.00034,-0.77272725,-0.0,0.0,0.0002736111,-0.0001736111,2990100,15,America/New_York,EDT,-14400000,False,False,39.23,,,0.0018,0.0001,0.0003,0.0004,70.32M,119.27M,29.9B,,7.57B,0.00%,0.00%,,,,,,,,,,,,,,31:30,"Apr 28, 2011","Dec 30, 2010","Jun 29, 2011",-123.82%,-116.17%,,,234.82k,0.00,"37,031.40%",-39.1k,-249.12k,-290.75k,-0.0000,,293,0,630.42k,14.18,5.91,0.00,-82.2k,,Value,Communication Services,10,"Encounter Development Technologies, Inc. operates as an online video distribution and technology company that launches proprietary syndication platforms and offers a range of video technology and distribution services to other companies. The company develops and programs solutions for the online streaming, distribution, and networking, as well as for the social network and distribution platforms. It also offers end-to-end technology and online marketing services, including design, build, hosting, and online marketing support. The company primarily operates GlobalAdOn.com, a patented technology for the yellow pages publishing industry. Its sales and management platform facilitates the sales and video production process for Internet yellow page publishers and their sales forces, as well as integrates and facilitates various processes, such as video shoot, sales rep, and publisher. The company was formerly known as Encounter Technologies, Inc. and changed its name to Encounter Development Technologies, Inc. in September 2011. Encounter Development Technologies, Inc. was founded in 1986 and is based in Las Vegas, Nevada.",Las Vegas,702-546-6480,NV,United States,http://www.enticolorado.com,86400,4100 West Flamingo Road,Entertainment,Suite 2750
t-1,ENTI,1561877,29901000704,,,-41557,,-41557,108239,80663,-33496,-33496,,,,,,0,125875,159371,45212,-8061,,-41557,-41557,2794312,830786,4356189,5186975,4356189,1750000,242,80362,142421,500242,500000,750424,80362,-62500.0,-360000.0,-360000.0,441241.0,78769.0,-16896.0,343104.0,5920.0,,,,419880,en-US,US,EQUITY,False,Delayed Quote,USD,4,PNK,0.0001,1630508392,-0.0001,0.0001,0.0001,0.0001,5100000,0,ENCOUNTER TECHNOLOGIES INC,REGULAR,us_market,-50.0,1.0E-4 - 1.0E-4,0.0002,0.0,0.0,0,0,finmb_414846,Other OTC,Encounter Development Technologies Inc.,USD,70323280,119273091,0.0,0.0,1.0E-4 - 0.0018,-0.0017,-0.9444445,0.0001,0.0018,-0.6345177,0.00044,-0.00034,-0.77272725,-0.0,0.0,0.0002736111,-0.0001736111,2990100,15,America/New_York,EDT,-14400000,False,False,39.23,,,0.0018,0.0001,0.0003,0.0004,70.32M,119.27M,29.9B,,7.57B,0.00%,0.00%,,,,,,,,,,,,,,31:30,"Apr 28, 2011","Dec 30, 2010","Jun 29, 2011",-123.82%,-116.17%,,,234.82k,0.00,"37,031.40%",-39.1k,-249.12k,-290.75k,-0.0000,,293,0,630.42k,14.18,5.91,0.00,-82.2k,,Value,Communication Services,10,"Encounter Development Technologies, Inc. operates as an online video distribution and technology company that launches proprietary syndication platforms and offers a range of video technology and distribution services to other companies. The company develops and programs solutions for the online streaming, distribution, and networking, as well as for the social network and distribution platforms. It also offers end-to-end technology and online marketing services, including design, build, hosting, and online marketing support. The company primarily operates GlobalAdOn.com, a patented technology for the yellow pages publishing industry. Its sales and management platform facilitates the sales and video production process for Internet yellow page publishers and their sales forces, as well as integrates and facilitates various processes, such as video shoot, sales rep, and publisher. The company was formerly known as Encounter Technologies, Inc. and changed its name to Encounter Development Technologies, Inc. in September 2011. Encounter Development Technologies, Inc. was founded in 1986 and is based in Las Vegas, Nevada.",Las Vegas,702-546-6480,NV,United States,http://www.enticolorado.com,86400,4100 West Flamingo Road,Entertainment,Suite 2750
t-2,ENTI,1342419,29901000704,,,-65088,,-65088,55257,-160,-61337,-61337,,,,,,0,24472,85809,24632,-3751,,-65088,-65088,2794312,1128286,4136731,5265017,4136731,1750000,17138,17862,148341,572364,555226,1110424,17862,-1017625.0,1017625.0,1085763.0,441241.0,68138.0,8970.0,-1076793.0,5920.0,,,,554502,en-US,US,EQUITY,False,Delayed Quote,USD,4,PNK,0.0001,1630508392,-0.0001,0.0001,0.0001,0.0001,5100000,0,ENCOUNTER TECHNOLOGIES INC,REGULAR,us_market,-50.0,1.0E-4 - 1.0E-4,0.0002,0.0,0.0,0,0,finmb_414846,Other OTC,Encounter Development Technologies Inc.,USD,70323280,119273091,0.0,0.0,1.0E-4 - 0.0018,-0.0017,-0.9444445,0.0001,0.0018,-0.6345177,0.00044,-0.00034,-0.77272725,-0.0,0.0,0.0002736111,-0.0001736111,2990100,15,America/New_York,EDT,-14400000,False,False,39.23,,,0.0018,0.0001,0.0003,0.0004,70.32M,119.27M,29.9B,,7.57B,0.00%,0.00%,,,,,,,,,,,,,,31:30,"Apr 28, 2011","Dec 30, 2010","Jun 29, 2011",-123.82%,-116.17%,,,234.82k,0.00,"37,031.40%",-39.1k,-249.12k,-290.75k,-0.0000,,293,0,630.42k,14.18,5.91,0.00,-82.2k,,Value,Communication Services,10,"Encounter Development Technologies, Inc. operates as an online video distribution and technology company that launches proprietary syndication platforms and offers a range of video technology and distribution services to other companies. The company develops and programs solutions for the online streaming, distribution, and networking, as well as for the social network and distribution platforms. It also offers end-to-end technology and online marketing services, including design, build, hosting, and online marketing support. The company primarily operates GlobalAdOn.com, a patented technology for the yellow pages publishing industry. Its sales and management platform facilitates the sales and video production process for Internet yellow page publishers and their sales forces, as well as integrates and facilitates various processes, such as video shoot, sales rep, and publisher. The company was formerly known as Encounter Technologies, Inc. and changed its name to Encounter Development Technologies, Inc. in September 2011. Encounter Development Technologies, Inc. was founded in 1986 and is based in Las Vegas, Nevada.",Las Vegas,702-546-6480,NV,United States,http://www.enticolorado.com,86400,4100 West Flamingo Road,Entertainment,Suite 2750
t-3,ENTI,1357231,29901000704,,,-107836,,-107836,83400,-25482,-108882,-108882,,,,,,0,108,108990,25590,1046,,-107836,-107836,2794312,1110424,4151543,5261967,4151543,1750000,8168,1017625,154261,563394,555226,92799,1017625,0.0,971055.0,971055.0,441241.0,68138.0,-229734.0,-1302610.0,5920.0,101821.0,-1194774.0,160181.0,-454231,en-US,US,EQUITY,False,Delayed Quote,USD,4,PNK,0.0001,1630508392,-0.0001,0.0001,0.0001,0.0001,5100000,0,ENCOUNTER TECHNOLOGIES INC,REGULAR,us_market,-50.0,1.0E-4 - 1.0E-4,0.0002,0.0,0.0,0,0,finmb_414846,Other OTC,Encounter Development Technologies Inc.,USD,70323280,119273091,0.0,0.0,1.0E-4 - 0.0018,-0.0017,-0.9444445,0.0001,0.0018,-0.6345177,0.00044,-0.00034,-0.77272725,-0.0,0.0,0.0002736111,-0.0001736111,2990100,15,America/New_York,EDT,-14400000,False,False,39.23,,,0.0018,0.0001,0.0003,0.0004,70.32M,119.27M,29.9B,,7.57B,0.00%,0.00%,,,,,,,,,,,,,,31:30,"Apr 28, 2011","Dec 30, 2010","Jun 29, 2011",-123.82%,-116.17%,,,234.82k,0.00,"37,031.40%",-39.1k,-249.12k,-290.75k,-0.0000,,293,0,630.42k,14.18,5.91,0.00,-82.2k,,Value,Communication Services,10,"Encounter Development Technologies, Inc. operates as an online video distribution and technology company that launches proprietary syndication platforms and offers a range of video technology and distribution services to other companies. The company develops and programs solutions for the online streaming, distribution, and networking, as well as for the social network and distribution platforms. It also offers end-to-end technology and online marketing services, including design, build, hosting, and online marketing support. The company primarily operates GlobalAdOn.com, a patented technology for the yellow pages publishing industry. Its sales and management platform facilitates the sales and video production process for Internet yellow page publishers and their sales forces, as well as integrates and facilitates various processes, such as video shoot, sales rep, and publisher. The company was formerly known as Encounter Technologies, Inc. and changed its name to Encounter Development Technologies, Inc. in September 2011. Encounter Development Technologies, Inc. was founded in 1986 and is based in Las Vegas, Nevada.",Las Vegas,702-546-6480,NV,United States,http://www.enticolorado.com,86400,4100 West Flamingo Road,Entertainment,Suite 2750
