Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,retainedEarnings,treasuryStock,cash,totalCurrentLiabilities,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,netReceivables,accountsPayable,changeToLiabilities,changeToOperatingActivities,changeInCash,totalCashFromOperatingActivities,depreciation,changeToAccountReceivables,changeToNetincome,totalCashflowsFromInvestingActivities,totalCashFromFinancingActivities,repurchaseOfStock,otherCashflowsFromFinancingActivities,capitalExpenditures,WC,language,region,quoteType,triggerable,quoteSourceName,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,marketCap,priceHint,regularMarketChangePercent,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,currency,esgPopulated,tradeable,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,exchange,shortName,exchangeDataDelayedBy,market,marketState,epsTrailingTwelveMonths,twoHundredDayAverageChangePercent,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,industry
t0,IDLM,408977,60746700,499,,-116654,,-111357,357696,349976,-116654,-116654,,,,,,-5297,665637,782291,315661,0,,-111357,-111357,8316,2960901,464355,417293,368948,881648,64746,-2148056,-460298,430000,464355,-260298,180847,692485,261553,70655,-38625.0,-15821.0,-79993.0,-79993.0,2864.0,-22624.0,101525.0,,,,,,228130,en-US,US,EQUITY,False,Delayed Quote,26830,0.0,0.0,0.002 - 0.059,-0.057,-0.9661017,0.002,0.059,0.006,0.0056063887,-0.0036063886,-0.6432641,0.01508331,-0.01308331,310726,4,0.0,0.33333334,15,America/New_York,EDT,-14400000,0.002 - 0.002,0.002,0.0,0.0,0,0,finmb_95146533,Other OTC,"Idle Media, Inc.",USD,41139,USD,False,False,0.002,1630418604,0.0,0.0031,0.002,0.002,195044,PNK,IDLE MEDIA INC,0,us_market,PRE,-0.042,-0.8674031,2.73,,,0.059,0.002,0.0056,0.0151,41.14k,26.83k,60.75M,,,0.00%,0.00%,,,,,,,,,,,0.00%,,,23:1,"Sep 02, 2009","Sep 29, 2012","Jun 29, 2013",-100.15%,-99.57%,-185.25%,-630.34%,2.94M,0.04,-34.00%,2.43M,-2.91M,-2.94M,-0.0420,,430k,0.01,,,1.49,0.01,1k,782.66k,Value,19533,Communication Services,11,"Idle Media Inc. operates as an online media and entertainment company. It primarily owns and operates DatPiff, the source for new music and the collection of mixtapes on the Web. The company is based in Leesport, Pennsylvania. Idle Media, Inc. operates as a subsidiary of Zoeter, LLC.",Leesport,610-679-9134,PA,1356912000,United States,http://www.idlemedia.com,86400,PO Box 242,Internet Content & Information
t-1,IDLM,414763,60746700,499,,-297048,,-270375,452405,370302,-297048,-297048,,,,,,-26673,583385,880433,213083,0,,-270375,-270375,12364,2859376,523300,427127,376375,950427,64746,-2036697,-460298,509993,523300,-260298,183709,754354,238929,107149,-38391.0,820.0,16553.0,16553.0,2863.0,109554.0,208034.0,,,,,,231054,en-US,US,EQUITY,False,Delayed Quote,26830,0.0,0.0,0.002 - 0.059,-0.057,-0.9661017,0.002,0.059,0.006,0.0056063887,-0.0036063886,-0.6432641,0.01508331,-0.01308331,310726,4,0.0,0.33333334,15,America/New_York,EDT,-14400000,0.002 - 0.002,0.002,0.0,0.0,0,0,finmb_95146533,Other OTC,"Idle Media, Inc.",USD,41139,USD,False,False,0.002,1630418604,0.0,0.0031,0.002,0.002,195044,PNK,IDLE MEDIA INC,0,us_market,PRE,-0.042,-0.8674031,2.73,,,0.059,0.002,0.0056,0.0151,41.14k,26.83k,60.75M,,,0.00%,0.00%,,,,,,,,,,,0.00%,,,23:1,"Sep 02, 2009","Sep 29, 2012","Jun 29, 2013",-100.15%,-99.57%,-185.25%,-630.34%,2.94M,0.04,-34.00%,2.43M,-2.91M,-2.94M,-0.0420,,430k,0.01,,,1.49,0.01,1k,782.66k,Value,19533,Communication Services,11,"Idle Media Inc. operates as an online media and entertainment company. It primarily owns and operates DatPiff, the source for new music and the collection of mixtapes on the Web. The company is based in Leesport, Pennsylvania. Idle Media, Inc. operates as a subsidiary of Zoeter, LLC.",Leesport,610-679-9134,PA,1356912000,United States,http://www.idlemedia.com,86400,PO Box 242,Internet Content & Information
t-2,IDLM,473056,60746700,499,,-558953,,-558953,470030,489264,-558953,-558953,,,,,,0,736223,1295176,246959,0,,-558953,-558953,16412,2651342,575407,489468,404094,1064875,64746,-1766322,-460298,493440,575407,-260298,186572,861891,348483,144494,34340.0,5583.0,109894.0,109894.0,2380.0,50737.0,571759.0,,,,,,286484,en-US,US,EQUITY,False,Delayed Quote,26830,0.0,0.0,0.002 - 0.059,-0.057,-0.9661017,0.002,0.059,0.006,0.0056063887,-0.0036063886,-0.6432641,0.01508331,-0.01308331,310726,4,0.0,0.33333334,15,America/New_York,EDT,-14400000,0.002 - 0.002,0.002,0.0,0.0,0,0,finmb_95146533,Other OTC,"Idle Media, Inc.",USD,41139,USD,False,False,0.002,1630418604,0.0,0.0031,0.002,0.002,195044,PNK,IDLE MEDIA INC,0,us_market,PRE,-0.042,-0.8674031,2.73,,,0.059,0.002,0.0056,0.0151,41.14k,26.83k,60.75M,,,0.00%,0.00%,,,,,,,,,,,0.00%,,,23:1,"Sep 02, 2009","Sep 29, 2012","Jun 29, 2013",-100.15%,-99.57%,-185.25%,-630.34%,2.94M,0.04,-34.00%,2.43M,-2.91M,-2.94M,-0.0420,,430k,0.01,,,1.49,0.01,1k,782.66k,Value,19533,Communication Services,11,"Idle Media Inc. operates as an online media and entertainment company. It primarily owns and operates DatPiff, the source for new music and the collection of mixtapes on the Web. The company is based in Leesport, Pennsylvania. Idle Media, Inc. operates as a subsidiary of Zoeter, LLC.",Leesport,610-679-9134,PA,1356912000,United States,http://www.idlemedia.com,86400,PO Box 242,Internet Content & Information
t-3,IDLM,456202,60746700,499,,-1952144,,-2001377,2616728,671000,-1952144,-1952144,,,,,,49233,952302,2904446,281302,0,,-2001377,-2001377,20460,2079583,587266,476662,402996,1063928,64746,-1207369,-460298,383546,587266,-260298,188952,854516,399220,111252,27368.0,64819.0,-415453.0,-45453.0,2369.0,-235525.0,2092846.0,-220000.0,-150000.0,-200000.0,50000.0,-170000.0,267250,en-US,US,EQUITY,False,Delayed Quote,26830,0.0,0.0,0.002 - 0.059,-0.057,-0.9661017,0.002,0.059,0.006,0.0056063887,-0.0036063886,-0.6432641,0.01508331,-0.01308331,310726,4,0.0,0.33333334,15,America/New_York,EDT,-14400000,0.002 - 0.002,0.002,0.0,0.0,0,0,finmb_95146533,Other OTC,"Idle Media, Inc.",USD,41139,USD,False,False,0.002,1630418604,0.0,0.0031,0.002,0.002,195044,PNK,IDLE MEDIA INC,0,us_market,PRE,-0.042,-0.8674031,2.73,,,0.059,0.002,0.0056,0.0151,41.14k,26.83k,60.75M,,,0.00%,0.00%,,,,,,,,,,,0.00%,,,23:1,"Sep 02, 2009","Sep 29, 2012","Jun 29, 2013",-100.15%,-99.57%,-185.25%,-630.34%,2.94M,0.04,-34.00%,2.43M,-2.91M,-2.94M,-0.0420,,430k,0.01,,,1.49,0.01,1k,782.66k,Value,19533,Communication Services,11,"Idle Media Inc. operates as an online media and entertainment company. It primarily owns and operates DatPiff, the source for new music and the collection of mixtapes on the Web. The company is based in Leesport, Pennsylvania. Idle Media, Inc. operates as a subsidiary of Zoeter, LLC.",Leesport,610-679-9134,PA,1356912000,United States,http://www.idlemedia.com,86400,PO Box 242,Internet Content & Information
