Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,retainedEarnings,treasuryStock,otherAssets,cash,totalCurrentLiabilities,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,netReceivables,longTermDebt,accountsPayable,changeToLiabilities,totalCashflowsFromInvestingActivities,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,changeToAccountReceivables,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,netBorrowings,WC,language,region,quoteType,triggerable,quoteSourceName,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,dividendDate,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,marketCap,priceHint,regularMarketChangePercent,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,regularMarketDayRange,regularMarketPreviousClose,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,currency,esgPopulated,tradeable,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,exchange,shortName,exchangeDataDelayedBy,market,marketState,epsTrailingTwelveMonths,twoHundredDayAverageChangePercent,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,state,compensationAsOfEpochDate,country,website,maxAge,address1,industry
t0,GPHOF,20639445.0,62702600,,,-2693293,,-2693293,658721,0,-2618847,-2618847,,-170752,,,,0,0,2618847,0,-74446,,-2693293,-2693293,7289215.0,20639445.0,1212724.0,27928660.0,34441459.0,-28209676.0,14407662.0,1.0,6681537.0,1465778.0,14407662.0,21096469.0,6832190.0,18845.0,5823437.0,253054.0,-648005.0,-906615.0,8818755.0,-35236.0,9485887.0,6666951.0,-44403.0,-1200786.0,394.0,-2085.0,-667132.0,2177439.0,-906615.0,,5366412.0,en-US,US,EQUITY,False,Delayed Quote,22600,0.5313,2.0125,0.264 - 1.89,-1.0947,-0.57920635,0.264,1.89,1552867200,0.329,0.8501143,-0.05481428,-0.06447872,1.0406522,-0.24535215,50387904,4,-0.58750063,2.4173253,15,America/New_York,EDT,-14400000,0.782 - 0.8,0.8,finmb_34118213,Other OTC,Graphite One Inc.,USD,43057,USD,False,False,0.7953,1630524135,-0.004700005,0.79,0.8,0.782,11703,PNK,GRAPHITE ONE INC,0,us_market,PREPRE,-0.091,-0.23576768,0.93,,,1.89,0.264,0.8501,1.0407,43.06k,22.6k,62.7M,,54.53M,20.06%,0.00%,,,,,,,,,,,0.00%,"Mar 17, 2019",,1:10,"Mar 17, 2019","Dec 30, 2020","Mar 30, 2021",0.00%,0.00%,-11.26%,-24.82%,,,,,-4.11M,-4.11M,-0.0910,,6.68M,0.09,5.82M,28.22,4.66,0.33,-1.64M,-592.3k,Value,V6Z 1S4,Basic Materials,"Graphite One Inc. engages in the acquisition, exploration, and evaluation of graphitic mineral properties in the United States. It holds interest in the Graphite Creek property that consists of 176 mining claims covering an area of 9,583 hectares located on the Seward Peninsula of Alaska. The company was formerly known as Graphite One Resources Inc. and changed its name to Graphite One Inc. in February 2019. Graphite One Inc. was incorporated in 2006 and is based in Vancouver, Canada.",Vancouver,BC,1609372800,Canada,http://www.graphiteoneinc.com,86400,#600 - 777 Hornby Street,Other Industrial Metals & Mining
t-1,GPHOF,13763285.0,62702600,,,-275977,,-275977,368272,0,-372719,-372719,,-167729,,,,0,0,372719,0,96742,,-275977,-275977,7143100.0,13763285.0,,20906385.0,27934781.0,-25516383.0,11344887.0,,14586.0,1489285.0,11344887.0,20771667.0,134718.0,16760.0,5653815.0,1489285.0,315319.0,-40557.0,43989.0,28304.0,9485887.0,-59312.0,-56456.0,-6288.0,1149.0,-12224.0,-8011.0,-62859.0,-40557.0,52000.0,-1354567.0,en-US,US,EQUITY,False,Delayed Quote,22600,0.5313,2.0125,0.264 - 1.89,-1.0947,-0.57920635,0.264,1.89,1552867200,0.329,0.8501143,-0.05481428,-0.06447872,1.0406522,-0.24535215,50387904,4,-0.58750063,2.4173253,15,America/New_York,EDT,-14400000,0.782 - 0.8,0.8,finmb_34118213,Other OTC,Graphite One Inc.,USD,43057,USD,False,False,0.7953,1630524135,-0.004700005,0.79,0.8,0.782,11703,PNK,GRAPHITE ONE INC,0,us_market,PREPRE,-0.091,-0.23576768,0.93,,,1.89,0.264,0.8501,1.0407,43.06k,22.6k,62.7M,,54.53M,20.06%,0.00%,,,,,,,,,,,0.00%,"Mar 17, 2019",,1:10,"Mar 17, 2019","Dec 30, 2020","Mar 30, 2021",0.00%,0.00%,-11.26%,-24.82%,,,,,-4.11M,-4.11M,-0.0910,,6.68M,0.09,5.82M,28.22,4.66,0.33,-1.64M,-592.3k,Value,V6Z 1S4,Basic Materials,"Graphite One Inc. engages in the acquisition, exploration, and evaluation of graphitic mineral properties in the United States. It holds interest in the Graphite Creek property that consists of 176 mining claims covering an area of 9,583 hectares located on the Seward Peninsula of Alaska. The company was formerly known as Graphite One Resources Inc. and changed its name to Graphite One Inc. in February 2019. Graphite One Inc. was incorporated in 2006 and is based in Vancouver, Canada.",Vancouver,BC,1609372800,Canada,http://www.graphiteoneinc.com,86400,#600 - 777 Hornby Street,Other Industrial Metals & Mining
t-2,GPHOF,11292473.0,62702600,,,-418382,,-418382,354288,0,-361966,-361966,,-158636,,,,0,0,361966,0,-56416,,-418382,-418382,6502774.0,11292473.0,,17795247.0,26369451.0,-25240406.0,10163428.0,,73898.0,1063453.0,10163428.0,17583109.0,212138.0,4057.0,5439321.0,1063453.0,134078.0,-101894.0,78000.0,1437.0,9485887.0,-214660.0,-4705.0,-186061.0,1149.0,2165.0,-8011.0,94641.0,-101894.0,78000.0,-851315.0,en-US,US,EQUITY,False,Delayed Quote,22600,0.5313,2.0125,0.264 - 1.89,-1.0947,-0.57920635,0.264,1.89,1552867200,0.329,0.8501143,-0.05481428,-0.06447872,1.0406522,-0.24535215,50387904,4,-0.58750063,2.4173253,15,America/New_York,EDT,-14400000,0.782 - 0.8,0.8,finmb_34118213,Other OTC,Graphite One Inc.,USD,43057,USD,False,False,0.7953,1630524135,-0.004700005,0.79,0.8,0.782,11703,PNK,GRAPHITE ONE INC,0,us_market,PREPRE,-0.091,-0.23576768,0.93,,,1.89,0.264,0.8501,1.0407,43.06k,22.6k,62.7M,,54.53M,20.06%,0.00%,,,,,,,,,,,0.00%,"Mar 17, 2019",,1:10,"Mar 17, 2019","Dec 30, 2020","Mar 30, 2021",0.00%,0.00%,-11.26%,-24.82%,,,,,-4.11M,-4.11M,-0.0910,,6.68M,0.09,5.82M,28.22,4.66,0.33,-1.64M,-592.3k,Value,V6Z 1S4,Basic Materials,"Graphite One Inc. engages in the acquisition, exploration, and evaluation of graphitic mineral properties in the United States. It holds interest in the Graphite Creek property that consists of 176 mining claims covering an area of 9,583 hectares located on the Seward Peninsula of Alaska. The company was formerly known as Graphite One Resources Inc. and changed its name to Graphite One Inc. in February 2019. Graphite One Inc. was incorporated in 2006 and is based in Vancouver, Canada.",Vancouver,BC,1609372800,Canada,http://www.graphiteoneinc.com,86400,#600 - 777 Hornby Street,Other Industrial Metals & Mining
t-3,GPHOF,11769124.0,62702600,,,-726489,,-726489,569199,0,-761053,-761053,,-136934,,,,0,0,761053,0,34564,,-726489,-726489,5993231.0,11769124.0,,17762355.0,26369451.0,-24822024.0,10221697.0,,282133.0,779960.0,10221697.0,17335580.0,426775.0,6140.0,5213271.0,779960.0,346223.0,-205751.0,55351.0,20361.0,9485887.0,-369297.0,27463.0,-246360.0,1149.0,-510.0,-8011.0,114055.0,-205751.0,55351.0,-353185.0,en-US,US,EQUITY,False,Delayed Quote,22600,0.5313,2.0125,0.264 - 1.89,-1.0947,-0.57920635,0.264,1.89,1552867200,0.329,0.8501143,-0.05481428,-0.06447872,1.0406522,-0.24535215,50387904,4,-0.58750063,2.4173253,15,America/New_York,EDT,-14400000,0.782 - 0.8,0.8,finmb_34118213,Other OTC,Graphite One Inc.,USD,43057,USD,False,False,0.7953,1630524135,-0.004700005,0.79,0.8,0.782,11703,PNK,GRAPHITE ONE INC,0,us_market,PREPRE,-0.091,-0.23576768,0.93,,,1.89,0.264,0.8501,1.0407,43.06k,22.6k,62.7M,,54.53M,20.06%,0.00%,,,,,,,,,,,0.00%,"Mar 17, 2019",,1:10,"Mar 17, 2019","Dec 30, 2020","Mar 30, 2021",0.00%,0.00%,-11.26%,-24.82%,,,,,-4.11M,-4.11M,-0.0910,,6.68M,0.09,5.82M,28.22,4.66,0.33,-1.64M,-592.3k,Value,V6Z 1S4,Basic Materials,"Graphite One Inc. engages in the acquisition, exploration, and evaluation of graphitic mineral properties in the United States. It holds interest in the Graphite Creek property that consists of 176 mining claims covering an area of 9,583 hectares located on the Seward Peninsula of Alaska. The company was formerly known as Graphite One Resources Inc. and changed its name to Graphite One Inc. in February 2019. Graphite One Inc. was incorporated in 2006 and is based in Vancouver, Canada.",Vancouver,BC,1609372800,Canada,http://www.graphiteoneinc.com,86400,#600 - 777 Hornby Street,Other Industrial Metals & Mining
