Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,treasuryStock,cash,totalCurrentLiabilities,otherStockholderEquity,totalCurrentAssets,netReceivables,accountsPayable,changeToLiabilities,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,totalCashFromOperatingActivities,depreciation,otherCashflowsFromFinancingActivities,changeToNetincome,WC,language,region,quoteType,triggerable,quoteSourceName,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,epsTrailingTwelveMonths,currency,priceHint,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,exchange,exchangeDataDelayedBy,esgPopulated,tradeable,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,shortName,market,marketState,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,industry,address2
t0,FUAPF,2841420.0,186992992,,,-37889,,-37889,1197354,0,-1224536,-1224536,,-10681,,,,0,0,1224536,0,1175966,,-37889,-37889,394252.0,1636644.0,3235672.0,-1.0,4872316.0,19260930.0,-1.0,-20868461.0,4843203.0,956430.0,1636644.0,4843203.0,4478064.0,3514135.0,612914.0,-291758,1830839,-41902,1813840,555176,-1275663,6682,16999,-910796,2841420.0,en-US,US,EQUITY,False,Delayed Quote,3.8251333,0.0544 - 0.057,0.0549,0.0,0.0,0,0,finmb_271718953,Other OTC,Global Cannabis Applications Corp.,CAD,168568,89216,0.0436,3.2537315,0.0134 - 0.337,-0.28,-0.8308605,0.0134,0.337,-0.005,USD,4,0.017,0.063625,-0.0066250004,-0.104125746,0.12921885,-0.07221885,-0.5588879,10930605,3.352941,15,America/New_York,EDT,-14400000,PNK,0,False,False,0.057,1630521569,0.0020999983,0.0556,0.057,0.0544,40396,GLOBAL CANNABIS APPLICATIONS CO,us_market,POST,0.14,,,0.337,0.0134,0.0636,0.1292,168.57k,89.22k,186.99M,,151.95M,10.47%,0.00%,,,,,,,,,,,0.00%,,,,,"Jun 29, 2020","Mar 30, 2021",0.00%,0.00%,-55.15%,-103.97%,,,,,-2.28M,-874.35k,-0.0050,,956.43k,0,435.35k,13.45,2.74,0.02,-1.31M,-4.21M,Value,V6E 4A6,Healthcare,"Global Cannabis Applications Corp. designs, develops, markets, and acquires data technologies and applications for the medical cannabis industry. The company offers Citizen Green platform, a medical cannabis data solution. It uses various technologies, such as mobile applications, artificial intelligence, regulatory, smart databases, blockchain, and digital reward tokens to qualify candidates for clinical studies. The company was formerly known as Fundamental Applications Corp. Global Cannabis Applications Corp. was founded in 2014 and is headquartered in Vancouver, Canada.",Vancouver,800 409 5679,BC,1609372800,Canada,http://cannappscorp.com,86400,1100 Melville Street,Health Information Services,Suite 830 PO Box 43
t-1,FUAPF,187345.0,186992992,,,277654,,277654,177658,0,-536658,-536658,,-10681,,,,0,0,536658,0,814312,,277654,277654,400934.0,1920914.0,588279.0,500.0,2509193.0,17033036.0,,-20830572.0,4385815.0,401254.0,1920914.0,4385815.0,2108259.0,1707005.0,718700.0,-15701,432000,14543,432000,401242,-30759,6682,16999,-307256,187345.0,en-US,US,EQUITY,False,Delayed Quote,3.8251333,0.0544 - 0.057,0.0549,0.0,0.0,0,0,finmb_271718953,Other OTC,Global Cannabis Applications Corp.,CAD,168568,89216,0.0436,3.2537315,0.0134 - 0.337,-0.28,-0.8308605,0.0134,0.337,-0.005,USD,4,0.017,0.063625,-0.0066250004,-0.104125746,0.12921885,-0.07221885,-0.5588879,10930605,3.352941,15,America/New_York,EDT,-14400000,PNK,0,False,False,0.057,1630521569,0.0020999983,0.0556,0.057,0.0544,40396,GLOBAL CANNABIS APPLICATIONS CO,us_market,POST,0.14,,,0.337,0.0134,0.0636,0.1292,168.57k,89.22k,186.99M,,151.95M,10.47%,0.00%,,,,,,,,,,,0.00%,,,,,"Jun 29, 2020","Mar 30, 2021",0.00%,0.00%,-55.15%,-103.97%,,,,,-2.28M,-874.35k,-0.0050,,956.43k,0,435.35k,13.45,2.74,0.02,-1.31M,-4.21M,Value,V6E 4A6,Healthcare,"Global Cannabis Applications Corp. designs, develops, markets, and acquires data technologies and applications for the medical cannabis industry. The company offers Citizen Green platform, a medical cannabis data solution. It uses various technologies, such as mobile applications, artificial intelligence, regulatory, smart databases, blockchain, and digital reward tokens to qualify candidates for clinical studies. The company was formerly known as Fundamental Applications Corp. Global Cannabis Applications Corp. was founded in 2014 and is headquartered in Vancouver, Canada.",Vancouver,800 409 5679,BC,1609372800,Canada,http://cannappscorp.com,86400,1100 Melville Street,Health Information Services,Suite 830 PO Box 43
t-2,FUAPF,-1503151.0,186992992,,,-1028063,,-1028063,165050,0,-165050,-165050,,-7232,,,,0,0,165050,0,-863013,,-1028063,-1028063,400934.0,1929257.0,-1102217.0,,827040.0,16261879.0,,-21108227.0,3744131.0,12.0,1929257.0,3744131.0,426106.0,426094.0,860991.0,-295226,432000,-1419,17000,-3159,-3159,6682,-17000,1321549,-1503151.0,en-US,US,EQUITY,False,Delayed Quote,3.8251333,0.0544 - 0.057,0.0549,0.0,0.0,0,0,finmb_271718953,Other OTC,Global Cannabis Applications Corp.,CAD,168568,89216,0.0436,3.2537315,0.0134 - 0.337,-0.28,-0.8308605,0.0134,0.337,-0.005,USD,4,0.017,0.063625,-0.0066250004,-0.104125746,0.12921885,-0.07221885,-0.5588879,10930605,3.352941,15,America/New_York,EDT,-14400000,PNK,0,False,False,0.057,1630521569,0.0020999983,0.0556,0.057,0.0544,40396,GLOBAL CANNABIS APPLICATIONS CO,us_market,POST,0.14,,,0.337,0.0134,0.0636,0.1292,168.57k,89.22k,186.99M,,151.95M,10.47%,0.00%,,,,,,,,,,,0.00%,,,,,"Jun 29, 2020","Mar 30, 2021",0.00%,0.00%,-55.15%,-103.97%,,,,,-2.28M,-874.35k,-0.0050,,956.43k,0,435.35k,13.45,2.74,0.02,-1.31M,-4.21M,Value,V6E 4A6,Healthcare,"Global Cannabis Applications Corp. designs, develops, markets, and acquires data technologies and applications for the medical cannabis industry. The company offers Citizen Green platform, a medical cannabis data solution. It uses various technologies, such as mobile applications, artificial intelligence, regulatory, smart databases, blockchain, and digital reward tokens to qualify candidates for clinical studies. The company was formerly known as Fundamental Applications Corp. Global Cannabis Applications Corp. was founded in 2014 and is headquartered in Vancouver, Canada.",Vancouver,800 409 5679,BC,1609372800,Canada,http://cannappscorp.com,86400,1100 Melville Street,Health Information Services,Suite 830 PO Box 43
t-3,FUAPF,-1857586.0,186992992,3827.0,,-86051,,-86051,351920,0,-355747,-355747,,-7107,,,,0,0,355747,0,269696,,-86051,-86051,,2217250.0,-1857586.0,,359664.0,15066447.0,,-20080164.0,3156131.0,3171.0,2217250.0,3156131.0,359664.0,356493.0,949643.0,901232,432000,22180,17000,2662,2662,6682,-17000,-834699,-1857586.0,en-US,US,EQUITY,False,Delayed Quote,3.8251333,0.0544 - 0.057,0.0549,0.0,0.0,0,0,finmb_271718953,Other OTC,Global Cannabis Applications Corp.,CAD,168568,89216,0.0436,3.2537315,0.0134 - 0.337,-0.28,-0.8308605,0.0134,0.337,-0.005,USD,4,0.017,0.063625,-0.0066250004,-0.104125746,0.12921885,-0.07221885,-0.5588879,10930605,3.352941,15,America/New_York,EDT,-14400000,PNK,0,False,False,0.057,1630521569,0.0020999983,0.0556,0.057,0.0544,40396,GLOBAL CANNABIS APPLICATIONS CO,us_market,POST,0.14,,,0.337,0.0134,0.0636,0.1292,168.57k,89.22k,186.99M,,151.95M,10.47%,0.00%,,,,,,,,,,,0.00%,,,,,"Jun 29, 2020","Mar 30, 2021",0.00%,0.00%,-55.15%,-103.97%,,,,,-2.28M,-874.35k,-0.0050,,956.43k,0,435.35k,13.45,2.74,0.02,-1.31M,-4.21M,Value,V6E 4A6,Healthcare,"Global Cannabis Applications Corp. designs, develops, markets, and acquires data technologies and applications for the medical cannabis industry. The company offers Citizen Green platform, a medical cannabis data solution. It uses various technologies, such as mobile applications, artificial intelligence, regulatory, smart databases, blockchain, and digital reward tokens to qualify candidates for clinical studies. The company was formerly known as Fundamental Applications Corp. Global Cannabis Applications Corp. was founded in 2014 and is headquartered in Vancouver, Canada.",Vancouver,800 409 5679,BC,1609372800,Canada,http://cannappscorp.com,86400,1100 Melville Street,Health Information Services,Suite 830 PO Box 43
