Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,treasuryStock,cash,totalCurrentLiabilities,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,netReceivables,accountsPayable,otherCurrentLiab,otherAssets,changeToLiabilities,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,totalCashFromOperatingActivities,depreciation,changeToAccountReceivables,changeToNetincome,totalCashflowsFromInvestingActivities,capitalExpenditures,otherCashflowsFromInvestingActivities,otherCashflowsFromFinancingActivities,WC,language,region,quoteType,triggerable,quoteSourceName,marketState,currency,exchange,shortName,market,priceHint,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,epsTrailingTwelveMonths,exchangeDataDelayedBy,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,maxAge,address1,industry,address2
t0,KALG,-704987.0,0,,,-549038,,-549038,457729,0,-653873,-653873,,,,,,0,0,653873,0,104835,,-549038,-549038,6347611.0,24161835.0,1094293.0,5642624.0,6736917.0,19646.0,41218.0,-18337957.0,-200900.0,30496.0,1094293.0,-200000.0,100613.0,288693.0,144024.0,833006.0,,,231419.0,100000.0,37442.0,100000.0,-91799.0,-191799.0,92513.0,-63056.0,58921.0,,,,,-805600.0,en-US,US,EQUITY,False,Delayed Quote,PRE,USD,PNK,KAL ENERGY INC,us_market,4,Other OTC,"KAL Energy, Inc.",USD,22974,137,0.0009000001,0.81818193,0.0011 - 0.0087,-0.0067,-0.7701149,0.0011,0.0087,-0.04,0,0.03,0.0018527778,0.00014722231,0.079460315,0.002031888,-3.188802e-05,-0.015693787,691876,0.06666667,15,America/New_York,EDT,-14400000,False,False,0.0,0.002 - 0.002,0.002,0.0,0.0,0,0,finmb_30899639,0.002,1629830758,0.0,0.002,0.002,0.002,50,4.87,,,0.0087,0.0011,0.0019,0.002,22.97k,137,,,,,,,,,,,,,,,,0.00%,,,4:1,"Dec 28, 2006","May 30, 2008","Feb 27, 2009",0.00%,0.00%,-44.89%,-123.39%,,,,,-5.27M,-5.4M,-0.0400,,30.5k,0,,,0.26,0.03,-3.43M,-6.82M,Value,12920,Energy,32,"KAL Energy, Inc. engages in the exploration, extraction, and distribution of coal. It holds interests in two coal concessions situated near the Mahakam River in north eastern Kalimantan, Indonesia. The company was formerly known as Patriarch, Inc. and changed its name to KAL Energy, Inc. in November 2006. KAL Energy, Inc. was founded in 2001 and is based in Jakarta, Indonesia.",Jakarta,62 21 521 1110,Indonesia,86400,World Trade Center,Thermal Coal,14th Floor Jl Jenderal Sudirman Kav 29-31
t-1,KALG,-648340.0,0,,,-2034822,,-2034822,879170,0,-2049049,-2049049,,,,,,0,0,2049049,0,14227,,-2034822,-2034822,6436183.0,23562323.0,1107773.0,5787843.0,6895616.0,13539.0,83891.0,-17788919.0,900.0,122295.0,1107773.0,900.0,104556.0,354877.0,16766.0,707229.0,,,124250.0,100000.0,30611.0,100000.0,-1068278.0,-962171.0,90122.0,58684.0,768984.0,-106107.0,-106107.0,,,-752896.0,en-US,US,EQUITY,False,Delayed Quote,PRE,USD,PNK,KAL ENERGY INC,us_market,4,Other OTC,"KAL Energy, Inc.",USD,22974,137,0.0009000001,0.81818193,0.0011 - 0.0087,-0.0067,-0.7701149,0.0011,0.0087,-0.04,0,0.03,0.0018527778,0.00014722231,0.079460315,0.002031888,-3.188802e-05,-0.015693787,691876,0.06666667,15,America/New_York,EDT,-14400000,False,False,0.0,0.002 - 0.002,0.002,0.0,0.0,0,0,finmb_30899639,0.002,1629830758,0.0,0.002,0.002,0.002,50,4.87,,,0.0087,0.0011,0.0019,0.002,22.97k,137,,,,,,,,,,,,,,,,0.00%,,,4:1,"Dec 28, 2006","May 30, 2008","Feb 27, 2009",0.00%,0.00%,-44.89%,-123.39%,,,,,-5.27M,-5.4M,-0.0400,,30.5k,0,,,0.26,0.03,-3.43M,-6.82M,Value,12920,Energy,32,"KAL Energy, Inc. engages in the exploration, extraction, and distribution of coal. It holds interests in two coal concessions situated near the Mahakam River in north eastern Kalimantan, Indonesia. The company was formerly known as Patriarch, Inc. and changed its name to KAL Energy, Inc. in November 2006. KAL Energy, Inc. was founded in 2001 and is based in Jakarta, Indonesia.",Jakarta,62 21 521 1110,Indonesia,86400,World Trade Center,Thermal Coal,14th Floor Jl Jenderal Sudirman Kav 29-31
t-2,KALG,528925.0,0,,,-1335997,,-1335997,809811,0,-1399719,-1399719,,,,,,0,0,1399719,0,63722,,-1335997,-1335997,6524754.0,22813435.0,983525.0,7053679.0,8037204.0,14342.0,35269.0,-15754098.0,-20000.0,1190573.0,983525.0,-20000.0,,1512450.0,75450.0,462597.0,,,406065.0,100000.0,-123121.0,100000.0,-753994.0,-753994.0,88572.0,495.0,209992.0,-106107.0,-106107.0,,,528925.0,en-US,US,EQUITY,False,Delayed Quote,PRE,USD,PNK,KAL ENERGY INC,us_market,4,Other OTC,"KAL Energy, Inc.",USD,22974,137,0.0009000001,0.81818193,0.0011 - 0.0087,-0.0067,-0.7701149,0.0011,0.0087,-0.04,0,0.03,0.0018527778,0.00014722231,0.079460315,0.002031888,-3.188802e-05,-0.015693787,691876,0.06666667,15,America/New_York,EDT,-14400000,False,False,0.0,0.002 - 0.002,0.002,0.0,0.0,0,0,finmb_30899639,0.002,1629830758,0.0,0.002,0.002,0.002,50,4.87,,,0.0087,0.0011,0.0019,0.002,22.97k,137,,,,,,,,,,,,,,,,0.00%,,,4:1,"Dec 28, 2006","May 30, 2008","Feb 27, 2009",0.00%,0.00%,-44.89%,-123.39%,,,,,-5.27M,-5.4M,-0.0400,,30.5k,0,,,0.26,0.03,-3.43M,-6.82M,Value,12920,Energy,32,"KAL Energy, Inc. engages in the exploration, extraction, and distribution of coal. It holds interests in two coal concessions situated near the Mahakam River in north eastern Kalimantan, Indonesia. The company was formerly known as Patriarch, Inc. and changed its name to KAL Energy, Inc. in November 2006. KAL Energy, Inc. was founded in 2001 and is based in Jakarta, Indonesia.",Jakarta,62 21 521 1110,Indonesia,86400,World Trade Center,Thermal Coal,14th Floor Jl Jenderal Sudirman Kav 29-31
t-3,KALG,846359.0,0,,,-1476271,,-1476271,934489,0,-1525360,-1525360,,-23011.0,,,,0,0,1525360,0,49089,,-1476271,-1476271,6613326.0,21904316.0,1297459.0,7459685.0,8757144.0,13469.0,60582.0,-14418100.0,-40000.0,1944567.0,1297459.0,-40000.0,,2143819.0,75945.0,424847.0,700000.0,-1.0,-705270.0,1723540.0,-42443.0,2025011.0,155623.0,-1517917.0,88571.0,-75945.0,693441.0,-50000.0,-106107.0,-50000.0,-301471.0,846360.0,en-US,US,EQUITY,False,Delayed Quote,PRE,USD,PNK,KAL ENERGY INC,us_market,4,Other OTC,"KAL Energy, Inc.",USD,22974,137,0.0009000001,0.81818193,0.0011 - 0.0087,-0.0067,-0.7701149,0.0011,0.0087,-0.04,0,0.03,0.0018527778,0.00014722231,0.079460315,0.002031888,-3.188802e-05,-0.015693787,691876,0.06666667,15,America/New_York,EDT,-14400000,False,False,0.0,0.002 - 0.002,0.002,0.0,0.0,0,0,finmb_30899639,0.002,1629830758,0.0,0.002,0.002,0.002,50,4.87,,,0.0087,0.0011,0.0019,0.002,22.97k,137,,,,,,,,,,,,,,,,0.00%,,,4:1,"Dec 28, 2006","May 30, 2008","Feb 27, 2009",0.00%,0.00%,-44.89%,-123.39%,,,,,-5.27M,-5.4M,-0.0400,,30.5k,0,,,0.26,0.03,-3.43M,-6.82M,Value,12920,Energy,32,"KAL Energy, Inc. engages in the exploration, extraction, and distribution of coal. It holds interests in two coal concessions situated near the Mahakam River in north eastern Kalimantan, Indonesia. The company was formerly known as Patriarch, Inc. and changed its name to KAL Energy, Inc. in November 2006. KAL Energy, Inc. was founded in 2001 and is based in Jakarta, Indonesia.",Jakarta,62 21 521 1110,Indonesia,86400,World Trade Center,Thermal Coal,14th Floor Jl Jenderal Sudirman Kav 29-31
