52 Week Range,Ask,Avg. Volume,Beta (5Y Monthly),Bid,Day's Range,Expense Ratio (net),Inception Date,NAV,Net Assets,Open,PE Ratio (TTM),Previous Close,Quote Price,Volume,YTD Daily Total Return,Yield,symbol
38.36 - 58.76,50.15 x 1200,12610.0,0.86,50.08 x 1000,50.08 - 50.21,0.65%,2014-07-23,52.63,54.38M,50.2,,50.08,50.099998474121094,2108.0,7.52%,0.01%,CNXT
