1y Target Est,52 Week Range,Ask,Avg. Volume,Beta (5Y Monthly),Bid,Day's Range,EPS (TTM),Earnings Date,Ex-Dividend Date,Forward Dividend & Yield,Market Cap,Open,PE Ratio (TTM),Previous Close,Quote Price,Volume,symbol
,0.8600 - 0.8600,N/A x N/A,,1.88,N/A x N/A,0.8600 - 0.8600,-0.169,,,N/A (N/A),,0.86,,0.86,0.8600000143051147,400.0,FNCNF
