52 Week Range,Ask,Avg. Volume,Beta (5Y Monthly),Bid,Day's Range,Expense Ratio (net),Inception Date,NAV,Net Assets,Open,PE Ratio (TTM),Previous Close,Quote Price,Volume,YTD Daily Total Return,Yield,symbol
409.37 - 794.16,795.77 x 900,412.0,2.13,0.00 x 900,791.83 - 791.83,0.85%,2014-06-10,729.51,155.92M,793.31,,789.34,791.8270263671875,119.0,36.29%,0.00%,FBGX
